userid,to_firstorder_timestamp,to_lastorder_timestamp
111196016391,166462,101
111196113316,243943,243943
111196116195,19382,1221
111196213115,442751,438156
111196213298,590546,590546
111196213493,335272,163750
111196213991,73434,73434
111196216392,250944,250944
111196313196,8294101,2049077
111196313397,14251573,111
111196313612,3927,3927
111196313810,6905221,3460686
111196385790,349048,349048
111196413098,447534,447534
111196413496,526,526
111196413791,5618596,5618354
111196513116,413338,413338
111196516116,447931,447931
111196585790,536101,536101
111196613094,837193,837193
111196613096,14870962,14870962
111196613417,5467583,5467479
111196613893,441548,441548
111196685016,9096006,3048071
111196685213,26011552,3743
111196685619,868,868
111196713013,8575886,17523
111196713814,1021922,1018850
111196813417,565455,565455
111196813496,13221277,124
111196816318,5348077,5348077
111196885613,4161382,550028
111196985713,564918,564918
111197013613,152,152
111197016196,11306,11306
111197113091,688,187
111197113717,202,90
111197116319,23624907,23624907
111197213719,589258,589258
111197216392,5541131,3041814
111197313291,332744,332744
111197313298,6981152,6981152
111197413098,2120,2120
111197413610,288,288
111197513217,125707,125707
111197513219,754681,754681
111197513593,629,629
111197513712,9341227,9149079
111197516995,20329342,20328620
111197613215,151,151
111197813096,698,698
111197816310,2337836,2337836
111197913411,18978,18978
111197913498,17940441,17939351
111197916194,3463563,229588
111199013095,14918514,14918514
111199016394,4004,4004
111199113514,590636,256407
111199116398,9967739,9967739
111199116919,247777,247777
111199216310,22951664,10159019
111199313699,439736,439736
111199413594,648,33
111199413691,592921,25
111199416193,6613219,3358732
111199513090,431966,805
111199513093,19150,19150
111199513095,2095,2095
111199513619,122335,102259
111199513693,16196925,16196925
111199613496,155802,155802
111199613514,217926,187640
111199613592,174,174
111199613914,14478157,2647427
111199616312,390315,608
111199616911,20441907,20441907
111199713794,12692014,12692014
111199713898,14429975,14429975
111199713911,79,79
111199716193,2060070,1260929
111199813097,7019719,1299765
111199813298,20395343,70541
111199813691,8511886,14318
111199913199,23563125,23515000
111199913695,158892,158892
111420113294,1899470,208859
111420213016,12693,12693
111420213694,9842914,9842914
111420516114,249579,78
111420713695,460123,460123
111421013497,89641,27823
111421013515,118,118
111421016192,2599459,2599459
111421113813,3084326,2453
111421313010,4923676,1110764
111421313718,13645,3190
111421316198,385267,97381
111421413210,1239,1239
111421413290,4632389,3752923
111421513091,6501011,3876591
111421685014,12558248,94839
111421713218,15602940,15350926
111421713710,49942,49942
111421713791,21165188,21165188
111421713897,456192,456192
111421813293,29,29
111421816118,707869,707869
111421916113,22011389,843851
111421916316,673213,673213
111421916391,441565,115741
111422013217,14181436,426646
111422013291,267226,267226
111422013714,623515,158
111422013719,83,83
111422313691,1439,1439
111422316194,1379797,1379237
111422613017,245454,245454
111422616119,1389618,1389618
111422716397,3802926,3802926
111422813295,5382338,1491
111423113214,529664,55565
111423216190,2719743,2719442
111423313414,9935385,350199
111423416112,920,920
111423513112,82,82
111423513319,69,69
111423513995,8840,2278
111423613992,10381503,1366777
111423616311,9372135,9372135
111423616396,255794,251117
111423616997,273928,273928
111423813193,19581608,15666187
111423813599,275224,275224
111423913011,133614,133614
111424013294,2011523,327584
111424113618,5305,369
111424116317,466158,464657
111424213016,18960376,153
111424313016,2164,2164
111424413114,12670877,5035
111424413594,467098,261060
111424513218,10570,10570
111424516195,695552,88511
111424613091,2657261,2657261
111424613218,8414977,580678
111424613513,9576280,3650
111424613613,166146,165894
111424913510,6665640,6665640
111424916111,94,94
111424916311,607894,178
111424916999,183451,182857
111426013714,117358,117358
111426113092,302991,173449
111426313619,1622876,1622876
111426313791,16042404,16042404
111426316997,434275,314694
111426316999,259708,259708
111426513218,11381334,11380530
111426513794,3877569,1209459
111426613617,5386310,207356
111426713216,592,592
111426713690,3975829,107
111426716198,23687805,3787
111426716313,8043352,1704875
111426813215,327052,327052
111426813719,482,482
111426813793,273,273
111426913298,15974434,15465027
111426913793,8179223,8179223
111427013496,6617151,6617151
111427013595,6593884,180482
111427080716,1003262,231197
111427113719,2325548,2325548
111427116391,1205909,1205909
111427213498,12469310,8264652
111427216917,22500680,22500680
111427313012,782893,782893
111427313719,225165,225165
111427313799,34538,34538
111427316118,5962251,5962251
111427316397,428,428
111427413798,83584,83584
111427513994,603,18
111427516317,1907,60
111427613814,1226256,675946
111427616392,10572793,1182
111427680219,1430229,287885
111427680311,552505,263460
111427680916,546,546
111427716393,190627,190627
111427785699,568336,568336
111427813090,1944806,1944806
111427816997,15570748,10098288
111427884991,230023,230023
111427885094,108821,108821
111427913297,120967,120967
111427916111,225523,225523
111428116393,420,420
111428213598,319,319
111428313015,12634295,12634295
111428513219,11992433,469
111428516391,862041,862041
111428516396,1123391,1123391
111428613793,2056605,2056605
111428716318,9694426,9694426
111428816318,9677238,1253077
111428913295,1203555,1203063
111428913697,2941810,2941810
111428913717,3121511,3121511
111428916114,15612625,15612625
111429113714,509,509
111429116911,11900145,3315229
111429413619,701723,701723
111429513510,16213644,394348
111429613295,152878,152494
111429716198,0,0
111429813093,244951,244951
111429816117,968,968
111429913618,21267363,21267363
111440116113,276,276
111440116199,15971098,15971098
111440116991,52026,52026
111440213611,17699334,259
111440213612,12932554,574829
111440513694,1625053,1625053
111440516119,11731291,1680405
111440613615,1076,1076
111440616394,22713192,8724721
111440616995,512985,512985
111440713219,2980743,187821
111440813613,851,851
111440913611,597842,597842
111441013612,538133,657
111441016995,170,170
111441216319,673055,673055
111441316997,1468927,1468927
111441413299,7361959,4813233
111441416994,15360932,1283489
111441516391,18739255,18739255
111441613290,9680602,9680602
111442216116,5837274,2170204
111442216997,18223400,4530950
111442316199,273934,273934
111442316990,20468391,225452
111442416191,4369125,4369125
111442516111,18473796,18473796
111442516193,14843433,14843433
111442613213,202831,120940
111442616994,1812947,1812947
111442716393,800141,798812
111442813299,10183863,5772592
111442816312,161848,161848
111442913092,1588189,96090
111443013614,2774,979
111443113999,6852219,6852219
111443180797,4695,4695
111443185094,12631416,4044290
111443185199,6409026,856952
111443185210,5517614,5517614
111443185415,3005793,2653207
111443185590,133021,133021
111443185594,446396,446396
111443213613,10639961,2484185
111443313814,11425701,2939
111443316113,214,214
111443413999,1164755,1164755
111443616914,18192854,168874
111443716117,21337083,241
111444013214,702643,702643
111444113015,95036,95036
111444113292,1411475,1312743
111444116310,408,408
111444116392,11445388,11445388
111444213712,13575124,13575124
111444313210,1431535,1431535
111444313694,370,370
111444413797,3322624,485641
111444613210,403,89
111444713612,4485,4485
111445013214,2940785,2451155
111445016310,464,464
111445016399,7770222,7770222
111445113096,171870,164745
111445313596,10624,10624
111445313797,1147917,446254
111445416990,302,302
111445516311,545124,199107
111445516391,15665076,7855792
111445613819,7750057,7750057
111445713290,321480,1058
111445713790,3753855,357291
111445813617,2022897,2022897
111445813819,9267227,840921
111445816197,1279473,1279473
111445913412,1131,699
111445913794,1084460,1084460
111445916190,434646,431070
111446116119,67963,67963
111446213016,8963837,7536069
111446416995,11155728,11155728
111446913615,21394239,3768887
111447116111,6995114,324828
111447513596,21216748,3635
111447616198,4572,4572
111447816199,10005214,10005214
111447913518,887236,209867
111447913596,5364295,5364295
111447913610,130378,269
111447913711,3259759,627630
111447913793,453157,453157
111447913819,515409,515409
111448113212,855413,855413
111448213612,558362,558362
111448216116,6368339,6368339
111448313016,14098230,8810823
111448313217,6037486,329883
111448316194,4773390,182
111448416995,1334,1334
111448513615,389495,389495
111448516114,179942,179942
111448516391,326511,326511
111448616390,674,674
111448713614,15189851,14850090
111448713697,55678,2068
111448716993,181855,181855
111448816394,10370046,695996
111448913213,11646288,1263039
111448916318,299,299
111449016311,878988,878988
111449113293,18845573,5031871
111449413694,4980442,54199
111449416316,1727515,1727515
111449416911,18926415,5965984
111450013098,12328849,501
111450013511,13044309,229
111450113993,96,96
111450213810,339290,339290
111450313390,898620,6126
111450316193,1877478,1877478
111450413299,140,140
111450413519,57,57
111450513516,4891357,2907508
111450513618,7415693,0
111450513910,215124,214458
111450513999,213253,213253
111450616114,841131,721226
111450713394,68601,0
111450716991,491858,159969
111450913992,5357610,5357610
111451113697,6472904,6472904
111451116190,1544658,36670
111451213818,55605,55605
111451416990,15398501,1829756
111451416997,20406524,3328845
111451513019,5260244,5260244
111451513414,5877858,5874349
111451513499,347914,347914
111451516391,799703,799703
111451713096,351817,351817
111451813295,1042033,1042033
111451913614,369,369
111451913896,1236,1236
111452013495,5442587,1759150
111452013816,159299,159299
111452113719,2609298,2609298
111452113799,2857346,297565
111452113911,7212470,3920387
111452285212,490570,490570
111452313191,24421,24421
111452313893,4626297,4626297
111452316110,162624,116030
111452413194,8751893,2095
111452413997,3174289,1911349
111452513099,326,326
111452513312,186,186
111452613211,217441,217441
111452713518,359123,359123
111452716317,19503210,429946
111452813694,7059143,7059143
111452913317,1325880,1325880
111453013996,6976,6976
111453016191,352,352
111453113294,689961,689961
111453213510,651023,54265
111453313096,535809,535809
111453313292,559606,559606
111453313514,177077,177077
111453313697,1481488,153
111453313891,1404221,1404221
111453313917,248,100
111453316117,2276,2276
111453316193,200,200
111453513499,19176077,18082560
111453516116,7068617,137281
111453613914,334,334
111453713019,1042,1042
111453713595,4317835,4140421
111453713617,437483,437483
111453713715,1545734,72618
111453813297,12956473,12954885
111453813696,3976404,840640
111453816919,2280,2280
111453913010,837,522
111453913291,13796406,939450
111453913517,7678555,6520141
111453913812,17028242,96303
111454013013,2667570,2062941
111454013017,2175781,2175781
111454013490,4719079,4719079
111454016397,1697,1493
111454016994,181549,181549
111454113491,344206,344206
111454113515,833997,833997
111454113518,67764,2424
111454113691,21387434,10656075
111454113793,82125,82125
111454116195,694649,68
111454213011,152,152
111454213015,333716,52
111454213693,468,222
111454216115,2824238,260
111454313295,1992424,1990774
111454313611,19788,19788
111454316111,19102790,2481222
111454413017,227,227
111454513815,505967,155546
111454613899,77806,77806
111454680096,1345963,269
111454680116,7037521,7037521
111454682010,6418253,1992
111454682195,518010,518010
111454682494,11334036,11334036
111454682697,3372256,3372256
111454682818,938,938
111454682890,713,713
111454684711,3588608,3588608
111454685493,1390041,917634
111454813796,43753,43753
111454816313,2088010,903
111454885293,3725973,3725973
111454885491,1490463,1490463
111454913017,490,490
111455013597,1468869,1468869
111455016198,99707,83799
111455113612,1255188,63750
111455113718,446,446
111455116313,2674294,2674294
111455116398,11425339,8479635
111455213591,261799,261799
111455213593,59098,59098
111455213996,242,242
111455313192,110140,110140
111455313318,13696317,373543
111455313410,580864,580864
111455313897,4534,4534
111455413310,347507,347507
111455413390,1275801,821545
111455413711,12421366,12421366
111455416317,275,275
111455513294,1463154,1462812
111455513518,1976970,1976970
111455513596,7335773,1005405
111455513795,2844122,2844122
111455516318,1008698,762705
111455613692,2131526,64416
111455613714,9748769,4891807
111455613796,640987,640987
111455713616,8810318,262
111455713892,989638,989638
111455716914,2114461,158527
111455813598,62576,62576
111455913392,1098326,1098326
111455913698,795869,424873
111455913816,400,400
111455916318,8546,114
111456013014,3588571,3588571
111456113792,274,274
111456116119,7344162,6556164
111456116991,1150,1150
111456213419,958,958
111456213794,72,72
111456216195,403,403
111456313815,512,512
111456313895,1275107,1078298
111456316991,99195,74
111456413418,2546702,485070
111456413617,2002553,2002553
111456416115,13669418,13669418
111456416313,20073677,287055
111456513292,11349349,11349349
111456513596,27057,27057
111456585611,171,171
111456585696,10784015,10784015
111456613196,1046915,1046915
111456713090,1038544,1038544
111456813316,1344625,1343439
111456813612,3435850,159
111456916197,1907543,112
111457013295,1470484,136
111457013590,6054938,271
111457016310,1642651,1633838
111457016397,79032,79032
111457216190,242,242
111457313096,1072451,1072451
111457313518,2003467,2002787
111457313810,14007446,66582
111457313813,1062,1062
111457513212,14037417,32870
111457713212,11338522,462
111457713817,1990291,1990291
111457716919,218,218
111457813614,8195,8195
111457813793,4416,3631
111457916192,16070729,67318
111458113510,20986829,166621
111458116192,349956,349956
111458213496,19177878,4225109
111458213511,1246,1246
111458213615,3036473,81623
111458313214,508431,508431
111458316393,932428,140
111458516393,8928651,8928388
111458713213,15832981,1690433
111458716315,4136456,4136456
111458813096,316264,316264
111458813693,16936873,16936873
111458913695,18146,18146
111459013417,72965,72965
111459113496,16480445,1056819
111459113811,861966,428
111459116312,385537,1114
111459216115,2078934,2078934
111459216315,4049968,4049968
111459313813,727,727
111459413516,17987673,17987673
111459516195,3929871,640486
111459516993,19617807,289200
111459613197,269,269
111459613699,13714331,107
111459813117,355,355
111459813990,592262,47516
111459913697,5790722,5790722
111459916917,900562,900562
111490516315,18449535,858529
111490516995,2806576,2804980
111490616316,206,206
111491116316,9761472,4107978
111491213298,10355932,331007
111491216197,3870446,216
111491416998,6457509,1252707
111491513611,3027028,92
111491516319,573711,572136
111491613017,391331,391331
111491613616,584018,283
111491616198,890,268
111491813511,261235,261235
111491916310,0,0
111492216199,266750,266750
111492413710,418993,418993
111492613692,22828885,9904545
111492716998,0,0
111492816312,632269,453809
111492913611,24810167,196
111492916995,591666,438
111493416319,316963,145
111493516195,3214272,439
111493713698,3578517,3578517
111493716319,180921,80468
111493916399,711,711
111495016111,21233218,1952397
111495016390,13213543,13213543
111495116319,5995305,5995035
111495116911,378432,10278
111495413294,15356833,5274074
111495416110,15959934,15959934
111495513219,1577,831
111495513698,200888,200888
111495713014,969990,969990
111495713295,14952478,2864834
111495716112,10821753,9619673
111495816199,18490750,6207886
111495816319,2454029,2454029
111495816395,84314,84314
111495816914,9635230,9635230
111495913217,13366313,2150
111495916318,1337908,851656
111496013699,20657727,20657727
111496013819,6337458,6312885
111496016197,479673,99
111496016390,170418,170418
111496113599,498,498
111496113715,90,90
111496313211,109659,109659
111496416113,6929886,6929886
111496513412,562186,345611
111496713092,4859913,4859913
111496785296,1681851,44
111496813012,1379586,1379586
111496913012,985729,121503
111497013714,250968,250968
111497116313,12816112,12815510
111497516318,2056147,2056147
111497816118,2206,53
111499013413,228777,172582
111499113215,151,151
111499113591,80775,80775
111499116115,8024174,8024174
111499116394,99325,99325
111499185495,517322,517322
111499185598,223,223
111499185716,3339760,3339760
111499213416,4147975,4147975
111499213514,3065,3065
111499280018,55403,657
111499280099,446196,446196
111499280690,528147,528147
111499282213,4404081,2394999
111499282997,2594249,2594249
111499284491,83925,83925
111499285092,1548437,1548437
111499285499,20179,20179
111499287013,1905230,1905230
111499287299,449321,449321
111499288419,16911966,5724224
111499288696,11073574,11073574
111499289015,1062770,1062770
111499289297,3223095,88143
111499294913,6129739,2233058
111499295996,720321,720321
111499316193,7249185,3665183
111499413016,82399,82399
111499413310,22628821,4395965
111499413519,296059,296059
111499416310,15681090,4352279
111499513299,279,279
111499513519,1363600,1363600
111499513717,1837,1837
111499613391,1309312,1309312
111499613816,1172461,144
111499813210,380777,262785
111499813719,848043,848043
111499913018,242071,242071
111499913396,2240763,2240763
111499913695,1211401,933451
111499913994,316532,316532
111499985291,5307,5307
111499985793,6638,6638
111721648756,11197337,9456577
111800046455,527972,110808
111800148751,683977,683977
111800248752,14662545,3126023
111800346057,14233736,14233736
111800546856,467,467
111800746058,700,700
111800748759,839987,839987
111800846252,805671,805671
111800846658,184304,68558
111800846852,1352466,1352466
111801019152,3028768,3028768
111801019659,175,175
111801019758,9002851,9002851
111801019856,1901104,1901104
111801046156,8285365,8285365
111801046451,5781550,5781550
111801119453,351,351
111801119851,1779,1779
111801246250,10856746,1882909
111801319852,4416060,4416060
111801346557,422,422
111801346852,11914000,132
111801446055,3587442,3587442
111801446058,611228,611228
111801446654,1145786,1145786
111801519656,1478,1478
111801646258,1345953,1345953
111801646557,11600154,11600154
111801648557,1382232,426525
111801648750,174541,817
111801946450,13096,13096
111802046856,7241272,241355
111802248553,7530965,1430
111802346156,1434,1434
111802346854,2608517,2608517
111802548556,7687020,76193
111802748554,387914,371715
111802846856,11140595,6537616
111802848557,25927,25927
111802946250,344384,344384
111802946451,15121563,14980602
111802946958,66063,425
111802948755,949634,598765
111803019358,884911,884552
111803019450,9621,2733
111803019457,797781,797781
111803046156,3417,2641
111803046854,3573381,712070
111803048557,433244,433244
111803110053,2236504,2236504
111803110155,924,924
111803110458,6407709,6407709
111803110459,603214,603214
111803113251,1458592,1458592
111803114057,939346,939346
111803114752,342,342
111803115450,1950,1950
111803115455,181684,181684
111803115758,8256873,6394063
111803119455,41502,41502
111803119650,5015306,401738
111803146952,886462,468
111803219258,1135,848
111803219658,577,577
111803219859,5441253,5441253
111803319054,591258,591258
111803319254,7042326,1733477
111803346154,6151159,4131139
111803346357,64014,64014
111803346758,5742846,5729480
111803346855,8340822,8340822
111803348554,344025,344025
111803348559,494739,494739
111803410755,5099662,5099662
111803412352,209781,209781
111803414354,1078795,1078434
111803414455,4551,4551
111803414553,452514,452514
111803414657,459698,459698
111803415056,82609,82609
111803419951,1171681,1171681
111803446057,1167030,1113818
111803446250,559876,559876
111803519256,10060471,7600640
111803519358,375079,375079
111803519652,981859,981859
111803546956,6174,4771
111803548350,339,175
111803548359,10496853,10496853
111803548557,77960,36625
111803614255,1220018,1219312
111803614457,3056881,3056881
111803619257,46214,46214
111803619553,5015709,5015709
111803646156,339988,339988
111803646254,7641943,7641943
111803646353,656384,656384
111803648753,2467365,2466712
111803714156,1142296,1142296
111803714353,82232,82232
111803714950,236,236
111803714953,2200661,416
111803719051,1134349,1134349
111803719457,96463,96463
111803814055,2495124,426018
111803814453,8819498,6998362
111803814458,849402,849402
111803814657,616843,481105
111803814854,1307724,1306598
111803819258,495033,495033
111803819658,48243,48243
111803846050,77252,77252
111803846351,138,138
111803846757,648934,648609
111803848354,2680169,2508041
111803848359,447509,447509
111803848553,1049820,1047504
111803848756,1205034,146369
111803914957,397066,397066
111803946251,1337,168
111803948759,877302,877302
111804046852,10177516,2075
111804046955,907,907
111804146958,123,123
111804246858,12613780,6321204
111804546652,2946060,2946060
111804548356,768,768
111804548552,10575539,646227
111804746357,2928763,2634758
111804746757,25975,21561
111804748550,3505,2142
111804846859,7062108,6743258
111804946258,166105,50
111804948559,322,322
111805046255,405389,405389
111805446456,2494847,2494847
111805448355,16453505,16453505
111805646055,789,789
111805646056,17136,17136
111805646250,2664836,2664836
111805646856,7099431,7099431
111805648751,5486171,5486171
111805846058,372177,266939
111806046251,1296688,173
111806046357,934106,933988
111806048750,578452,578452
111806346350,3401151,3401151
111806346452,9448787,9448787
111806346551,10650331,10650331
111806348752,20996171,1096
111806446054,639127,639127
111806446952,7859583,7859583
111806448550,1123381,68571
111806546451,20225072,198
111806646251,870,870
111806746850,1731083,1130
111806746852,263825,825
111806748554,4782483,257
111807046250,1476,1476
111807046257,862344,862344
111807046453,2599885,2599591
111807146857,8144159,194712
111807148555,2191,2191
111807346659,326625,326625
111807446852,2446,1593
111807448356,2018,140
111807546951,9308515,9308515
111807646650,13819182,308985
111807746254,2692935,1677952
111807746453,3506521,1311490
111807946856,14417574,324534
111807948757,169018,169018
111808219854,5678007,5678007
111808246556,2787254,97091
111808248358,6620453,36848
111808346255,1661982,860499
111808346952,233,233
111808446757,11960761,310245
111808448359,714405,617705
111808546558,1694287,16623
111808548556,118883,118883
111808646455,1156691,1156691
111808646555,2249641,2249641
111808646658,1017687,369
111808746858,819,819
111808819457,4575944,212613
111808819858,104673,104673
111808846759,866065,866065
111808946758,228677,228677
111809019855,2119565,2119565
111809046151,188,188
111809048751,58994,58994
111809146356,172,172
111809148353,881,881
111809246450,113533,113533
111809346251,12498,12498
111809346359,2758367,6361
111809419456,218712,218712
111809446151,10990173,365092
111809446452,5110856,5110856
111809446554,3004748,3004748
111809646853,3425343,3425343
111809646951,2765526,415285
111809746754,1002949,834505
111809748750,2722963,15252
111809946053,3465421,10828
111820046152,329806,329806
111820319857,92175,79785
111820346855,1855124,1855124
111820546056,359804,359804
111820546455,2995,2704
111820646154,239057,239057
111820646451,261,80
111820746051,2732,2732
111820746057,322782,322782
111820819851,819913,819913
111822119057,541,541
111822146058,364710,364710
111822146557,380344,205818
111822219856,240789,240789
111822248750,141,141
111822446350,1457939,1457939
111822546252,667,667
111822548353,83779,83779
111822646453,213,213
111822646655,594625,594625
111822646857,309,309
111822746450,240043,240043
111822846152,274704,274704
111822846352,72799,72483
111822846855,2648890,2648890
111822946259,357625,381
111822946659,380992,115660
111822948752,0,0
111823216990,293,293
111823413618,82686,80183
111823513297,87776,87776
111823516118,10194407,5277665
111823516318,7632404,4009991
111823916194,15369622,15369622
111824646157,9845,9845
111825146158,186511,186511
111825148350,35946,34520
111825148359,781130,673024
111825148559,687021,687021
111825148754,2049,244
111825948356,26821,20288
111826148351,23935,23935
111826246653,683260,683260
111826346357,80657,80448
111826348751,423587,353852
111826546357,1145702,1137992
111826746750,298,298
111826748555,4265459,4265459
111826846058,578515,578515
111826846156,621,213
111826846657,484720,394079
111827246053,126449,126449
111827246950,188,188
111827248754,102,102
111827446956,955956,955372
111827719054,332,332
111827746459,413097,662
111827746856,855,855
111827848358,2339,1
111827848758,1468004,716214
111827946750,2242,2242
111840014758,361706,19444
111840019052,680,680
111840114155,70124,10988
111840114257,24951,24951
111840119259,29859,27852
111840119558,95119,95119
111840119654,2807336,1001042
111840119859,362,362
111840146253,950338,148217
111840146853,1498209,627
111840215058,481871,481871
111840215957,638328,638328
111840219256,306854,306854
111840246758,648,166
111840248754,310814,62497
111840314259,3837253,533694
111840314452,459117,459117
111840314459,3585302,101936
111840314950,7725294,7725294
111840346157,853606,40423
111840346750,176044,639
111840348351,737574,737574
111840348358,576830,576830
111840348751,427452,427452
111840414156,74601,49
111840414955,10797604,10797604
111840446458,1364500,1364500
111840446755,64,64
111840514152,59,59
111840514154,10164567,10164567
111840515152,279,279
111840519155,551046,551046
111840519255,1212710,181
111840519357,420529,275523
111840546450,1461872,1459989
111840546758,486985,486985
111840614653,1117034,1117034
111840619055,623129,272641
111840619356,28586,28326
111840714151,3634933,1723
111840714352,1887,1887
111840719856,5680,138
111840746352,169294,169294
111840746453,211639,211639
111840746956,1438922,270075
111840748550,594489,594489
111840819956,1903422,1903422
111840846650,1391,1391
111840919554,19593,563
111840919753,133380,133380
111840919852,5412177,5412177
111840919858,1653753,176307
111840946152,1016,1016
111840946459,603138,603138
111840946754,1055260,1055260
111840946756,45640,45640
111840946858,596719,94634
111840948555,6634,3858
111841019558,1444211,258495
111841046355,14420,563
111841119255,55856,55856
111841119855,469,469
111841148755,2840178,2764951
111841248555,224602,224602
111841446154,1187,1187
111841446859,1171462,1171462
111841519255,344,344
111841519659,383625,383625
111841546252,330285,330285
111841646356,2280,2280
111841714952,171685,171685
111841814457,469,469
111841819154,1472636,1472636
111841819256,4525299,4382616
111841846057,1962,424
111841846153,1518137,65973
111841846753,19159,7152
111841848352,3317,3317
111841848359,839762,251862
111841946656,509,509
111842019253,7077392,7077392
111842019952,439264,439264
111842046657,2250380,2250380
111842046853,1105376,156611
111842119456,2141941,511957
111842146052,954,954
111842146053,1830806,1830806
111842146452,217846,16043
111842148757,375906,375906
111842214652,112980,112980
111842246954,1770355,105
111842314856,1799,1799
111842346958,3443,3190
111842412453,453,453
111842412654,778807,1034
111842414453,3451530,342
111842414553,1424620,1424620
111842414556,210219,210219
111842414558,4938724,4938724
111842415157,785642,785642
111842415255,2614234,866
111842417854,1568061,1554507
111842419055,323729,51232
111842419855,1213526,782135
111842419858,981485,981485
111842446252,379,379
111842446354,1797,1797
111842519459,27458,27458
111842614458,1043409,1043409
111842619054,225598,225598
111842619152,123,123
111842646158,559593,559593
111842646259,231,231
111842646453,3583327,3583327
111842646458,29738,29738
111842646658,1464378,1464378
111842646858,1036798,1036798
111842646952,195426,173435
111842648556,952588,949335
111842648756,5061,5061
111842712557,441,441
111842715158,685,685
111842748353,693304,693304
111842748551,8246522,8246522
111842748557,116,116
111842815652,3168577,3076930
111842815755,1990581,236
111842819459,4965541,4965541
111842819650,15914,15914
111842846258,8979902,8979902
111842846655,543416,288394
111842915250,1039470,1039470
111842919154,415653,236332
111842946155,26948,26948
111842946253,2587017,2587017
111842946356,372,372
111843019056,83874,83874
111843114652,1047,1047
111843114655,804,804
111843119355,855323,329937
111843148358,375066,375066
111843246054,432662,306657
111843246252,338516,167185
111843248552,141856,141856
111843319256,459015,459015
111843319957,272,272
111843346858,265595,259054
111843348758,502235,502235
111843446958,1692,967
111843448550,1703,1703
111843546450,509689,507641
111843648552,208646,208646
111843719059,182826,182826
111843719757,516380,516380
111843848559,58402,58402
111844019253,780269,331101
111844046058,630469,367281
111844046550,137060,137060
111844048553,33658,33658
111844048750,1862,1862
111844048752,645312,164306
111844119152,122577,122577
111844119357,290410,290410
111844119452,75638,75638
111844146355,104327,104327
111844146357,599,599
111844146755,1566486,5410
111844146854,294,128
111844219451,1573,910
111844246250,556083,556083
111844246255,334,334
111844246857,825940,824720
111844246959,804166,804166
111844314159,91459,2086
111844319059,65051,64812
111844419254,3413405,3413405
111844419550,1111810,1253
111844419955,2814365,2814365
111844448555,4244192,88580
111844519255,861,861
111844546355,675951,675951
111844546751,529525,529525
111844546953,772931,143685
111844619658,1209290,862128
111844646353,383895,383895
111844646559,119091,129
111844648752,1054375,700690
111844719154,6264991,6264691
111844719251,359608,278
111844719650,82586,82586
111844719855,8939054,768
111844746257,1053724,1053724
111844746655,232,110
111844819356,437582,437582
111844819655,607867,607867
111844846857,76982,76982
111844919156,1442268,1442268
111844919453,15467,15467
111844946156,193,193
111845014556,170339,170339
111845014752,483,483
111845014856,6936707,164
111845019250,1504,1504
111845048352,2929,470
111845114551,264229,92633
111845119459,4230005,4230005
111845119556,305,305
111845119654,595398,589912
111845119950,837461,560290
111845146354,440305,440305
111845214954,8134894,692785
111845219556,808158,808158
111845219956,2419939,2419939
111845246352,607825,46248
111845248555,527,527
111845248557,10795,10058
111845314356,759373,759373
111845315851,3359992,3359992
111845319353,237340,237340
111845319657,1624331,663789
111845346756,3459041,163
111845348757,518451,124797
111845419251,788,788
111845419455,7618995,7618995
111845446150,1017857,478658
111845448357,415890,276
111845514053,1109554,164511
111845519850,274508,274508
111845546158,278854,278854
111845614056,513297,513297
111845614058,116103,116103
111845614853,309332,309332
111845614957,3423303,845334
111845619159,87892,87892
111845648353,608517,608517
111845648759,519732,519732
111845714459,2419476,2365948
111845714650,8382832,255417
111845714655,340344,26892
111845715359,2256,2256
111845746252,1274997,121182
111845746258,1625,1625
111845815057,5786169,44
111845815456,2686,243
111845819352,188468,188468
111845819951,2158765,2158765
111845846952,3478083,3478083
111845914750,684720,217177
111845919154,525511,525511
111845919159,267112,90573
111845946157,798793,798793
111845946550,1602,1602
111845946951,4024,4024
111845946954,1861871,1861871
111845948352,96906,96906
111846014059,1189487,1189487
111846019751,1299762,1299762
111846046552,415142,299148
111846048350,2383875,2383875
111846048354,3094365,1042
111846114756,33178,33178
111846119351,8379745,8379745
111846146055,90928,90928
111846146651,1071015,1071015
111846148357,143,143
111846214055,1084345,1084345
111846219659,6710721,6710721
111846246253,6356644,6356644
111846246356,530,530
111846248553,139028,139028
111846314152,1301,1301
111846314855,6806,6208
111846346154,85464,85464
111846346657,2982374,2982374
111846346959,71888,71888
111846419250,8995726,8995726
111846419451,4058325,92113
111846446256,1484721,1484721
111846514956,600,600
111846519550,955865,955865
111846519652,1612,425
111846519859,201275,201275
111846546958,111457,111457
111846614153,1596562,1596562
111846614551,509819,509819
111846619059,1222253,1222253
111846619156,679,679
111846619159,7014952,7014952
111846646359,1956596,1805535
111846648550,918109,918109
111846719556,3043884,58
111846746651,650616,271225
111846746655,1719480,1719480
111846746659,2494994,2494994
111846819157,347,347
111846819253,24249,1408
111846819254,258701,258701
111846819652,423120,347029
111846819658,22714,22714
111846819759,228703,228703
111846846958,551,551
111846919158,1480,1480
111846919458,794,209
111846919550,537421,537421
111846919852,107632,107632
111846946650,262,262
111846946657,8173368,8173368
111847015851,488,488
111847019054,446358,13618
111847046253,724,724
111847119756,143407,124
111847146359,373,373
111847146858,96270,247
