userid,orderHistory_1_rate,keywords_good1_bad0
111844048553,0.0,
111844048750,0.0,
111844048752,0.5,1.0
111844048759,,
111844114250,,
111844119152,0.0,1.0
111844119357,1.0,1.0
111844119358,,
111844119451,,
111844119452,1.0,
111844119652,,
111844119759,,
111844119857,,
111844146254,,
111844146355,0.0,1.0
111844146357,1.0,1.0
111844146454,,
111844146552,,
111844146654,,
111844146750,,
111844146755,0.5,1.0
111844146854,0.0,
111844148552,,
111844148757,,
111844219359,,
111844219451,0.0,1.0
111844219957,,
111844219958,,
111844246051,,
111844246250,0.0,1.0
111844246252,,
111844246255,1.0,
111844246455,,
111844246551,,
111844246857,0.5,
111844246858,,
111844246959,0.0,
111844248557,,
111844314154,,
111844314159,0.6,1.0
111844314251,,
111844314950,,
111844319059,0.0,0.0
111844319157,,
111844319250,,
111844319950,,
111844346251,,
111844346450,,
111844346554,,
111844346650,,
111844346959,,
111844348555,,
111844348758,,
111844414052,,
111844414057,,
111844419254,0.0,
111844419550,0.0,1.0
111844419852,,
111844419953,,
111844419955,0.0,1.0
111844446857,,1.0
111844448357,,
111844448555,0.4,
111844519058,,
111844519255,0.0,
111844519354,,
111844519958,,
111844546355,0.0,
111844546357,,
111844546651,,
111844546750,,
111844546751,0.0,
111844546758,,
111844546953,0.0,1.0
111844548751,,
111844619151,,
111844619450,,
111844619658,0.3333333333333333,1.0
111844619755,,
111844619852,,
111844646253,,
111844646353,0.0,
111844646452,,
111844646453,,
111844646559,0.0,1.0
111844648351,,
111844648751,,
111844648752,0.0,1.0
111844719154,0.5,1.0
111844719159,,
111844719251,0.6666666666666666,1.0
111844719550,,
111844719650,0.0,
111844719754,,
111844719756,,
111844719855,0.5,1.0
111844719957,,
111844746057,,
111844746059,,
111844746252,,
111844746257,0.0,
111844746458,,
111844746557,,
111844746655,0.0,
111844748755,,1.0
111844814053,,
111844814850,,
111844819150,,
111844819356,0.0,1.0
111844819357,,
111844819655,0.0,
111844846058,,
111844846153,,1.0
111844846452,,
111844846752,,
111844846757,,
111844846857,0.0,1.0
111844848355,,
111844848357,,
111844914051,,
111844914657,,
111844914959,,
111844919156,0.0,
111844919453,1.0,
111844919555,,
111844919754,,1.0
111844919953,,
111844946156,1.0,1.0
111844946459,,
111844946652,,
111844946856,,
111844948559,,
111844948754,,
111845014359,,
111845014454,,
111845014556,0.0,
111845014752,0.0,1.0
111845014757,,
111845014856,0.0,1.0
111845015053,,
111845015256,,
111845015455,,
111845015859,,
111845019250,0.0,1.0
111845019356,,
111845019358,,
111845019954,,
111845046057,,
111845046058,,
111845046553,,
111845046654,,
111845046850,,
111845048352,0.0,1.0
111845114151,,
111845114551,0.0,1.0
111845114558,,
111845115054,,
111845115250,,
111845115252,,
111845115653,,
111845115656,,
111845119252,,
111845119458,,
111845119459,0.0,1.0
111845119552,,
111845119556,0.0,1.0
111845119654,0.0,
111845119658,,
111845119950,0.0,1.0
111845119953,,
111845146154,,
111845146255,,
111845146258,,
111845146354,0.0,1.0
111845146952,,
111845148350,,
111845214551,,
111845214552,,
111845214759,,
111845214954,0.0,
111845215458,,
111845219151,,
111845219556,0.0,1.0
111845219657,,
111845219956,1.0,1.0
111845246055,,
111845246352,0.0,1.0
111845246555,,
111845246855,,
111845248555,0.0,
111845248557,0.0,
111845314356,0.0,
111845314456,,
111845314554,,
111845314751,,
111845314752,,
111845314754,,
111845315851,0.0,
111845315855,,
111845315858,,
111845319050,,
111845319157,,
111845319353,0.0,1.0
111845319355,,
111845319454,,
111845319657,1.0,1.0
111845346155,,
111845346250,,
111845346254,,
111845346256,,
111845346354,,
111845346358,,
111845346756,0.0,
111845346856,,
111845348757,0.0,1.0
111845414157,,
111845414552,,
111845414651,,
111845414756,,
111845419059,,
111845419158,,
111845419251,0.0,1.0
111845419455,0.0,1.0
111845419559,,
111845419756,,
111845419951,,
111845446052,,
111845446150,0.0,1.0
111845446550,,
111845446753,,
111845446852,,
111845448357,0.0,1.0
111845514053,0.0,1.0
111845514252,,
111845515452,,
111845519356,,
111845519655,,
111845519850,0.0,
111845519950,,
111845519954,,
111845546158,0.0,1.0
111845546258,,
111845546654,,
111845546655,,
111845546854,,
111845548352,,
111845614053,,1.0
111845614056,0.0,1.0
111845614058,0.0,1.0
111845614254,,
111845614257,,
111845614852,,
111845614853,0.0,
111845614957,0.0,1.0
111845619155,,
111845619157,,
111845619159,1.0,
111845619956,,
111845646353,,
111845646555,,
111845646650,,
111845646856,,
111845648350,,
111845648353,0.0,
111845648356,,
111845648559,,
111845648759,1.0,
111845714157,,
111845714459,1.0,0.0
111845714551,,
111845714650,0.0,
111845714655,0.0,1.0
111845714658,,
111845715359,0.0,
111845719255,,
111845719459,,
111845746051,,
111845746252,0.0,1.0
111845746258,0.0,1.0
111845746356,,
111845746757,,
111845748355,,
111845814150,,
111845814252,,
111845814351,,
111845814752,,
111845814759,,
111845815057,0.0,1.0
111845815451,,
111845815453,,
111845815456,0.25,1.0
111845815854,,
111845815857,,
111845819352,0.0,1.0
111845819752,,
111845819951,0.0,
111845846157,,
111845846556,,
111845846559,,
111845846952,0.0,
111845846955,,
111845914156,,
111845914750,0.0,1.0
111845919154,0.0,
111845919159,0.5,1.0
111845919357,,
111845919553,,
111845946055,,
111845946153,,
111845946157,0.0,
111845946159,,
111845946550,0.0,
111845946553,,
111845946559,,
111845946951,0.0,
111845946952,,
111845946954,0.0,1.0
111845948352,0.0,1.0
111845948356,,
111845948751,,
111846014059,0.0,1.0
111846014653,,
111846014857,,
111846019351,,
111846019459,,
111846019751,1.0,
111846046054,,
111846046151,,
111846046258,,
111846046259,,
111846046359,,
111846046550,,
111846046552,0.0,1.0
111846046951,,
111846048350,0.0,1.0
111846048354,0.25,1.0
111846114054,,
111846114151,,
111846114452,,
111846114756,1.0,
111846114758,,
111846114951,,
111846114958,,
111846119351,0.0,1.0
111846119359,,
111846146055,0.0,
111846146056,,
111846146358,,
111846146651,0.0,
111846146750,,
111846146757,,
111846146956,,
111846148351,,
111846148352,,
111846148357,1.0,1.0
111846214055,0.0,
111846214057,,
111846214857,,
111846214951,,
111846219057,,
111846219157,,
111846219158,,
111846219353,,
111846219659,0.0,
111846219853,,
111846246155,,
111846246158,,
111846246253,0.0,
111846246352,,
111846246356,1.0,
111846246357,,
111846246455,,
111846246857,,
111846248357,,
111846248553,1.0,
111846314152,0.0,
111846314650,,
111846314851,,
111846314852,,
111846314855,0.0,1.0
111846315852,,
111846315857,,
111846319654,,
111846346051,,
111846346154,0.0,
111846346253,,
111846346350,,
111846346356,,
111846346358,,
111846346657,0.0,1.0
111846346950,,
111846346951,,
111846346959,0.0,1.0
111846348353,,
111846348550,,1.0
111846419150,,
111846419250,0.0,1.0
111846419451,0.42857142857142855,0.0
111846419454,,
111846446256,0.0,1.0
111846446352,,
111846446550,,
111846446551,,
111846446652,,
111846446657,,
111846446756,,
111846514058,,
111846514158,,
111846514254,,
111846514657,,
111846514956,0.0,
111846519550,0.0,1.0
111846519652,0.0,1.0
111846519659,,
111846519757,,
111846519854,,
111846519859,0.0,1.0
111846519955,,
111846519959,,
111846546157,,
111846546356,,
111846546551,,
111846546856,,
111846546957,,
111846546958,0.0,
111846548350,,
111846548555,,
111846614052,,
111846614153,0.0,1.0
111846614154,,
111846614551,0.0,1.0
111846614957,,
111846619059,0.0,
111846619156,0.0,1.0
111846619159,1.0,1.0
111846619351,,
111846619953,,
111846619959,,
111846646058,,
111846646151,,
111846646250,,
111846646350,,
111846646359,0.0,1.0
111846646650,,
111846646851,,
111846646853,,
111846646858,,
111846648550,0.0,
111846648750,,
111846648757,,
111846714857,,
111846719150,,
111846719556,0.0,1.0
111846719754,,
111846719859,,
111846719956,,
111846746050,,
111846746457,,
111846746651,0.0,1.0
111846746655,1.0,1.0
111846746659,0.0,1.0
111846748355,,
111846819151,,
111846819157,0.0,
111846819252,,
111846819253,0.6666666666666666,1.0
111846819254,1.0,
111846819350,,
111846819450,,
111846819652,0.0,1.0
111846819658,1.0,
111846819758,,
111846819759,0.0,
111846819853,,
111846819950,,
111846819959,,
111846846150,,
111846846354,,
111846846755,,
111846846954,,
111846846958,0.0,1.0
111846848354,,
111846848557,,
111846848752,,
111846914050,,
111846914051,,
111846914052,,
111846914457,,
111846919052,,
111846919056,,
111846919158,0.0,1.0
111846919251,,
111846919258,,
111846919354,,
111846919458,0.5,1.0
111846919550,0.0,
111846919553,,
111846919559,,
111846919653,,
111846919852,0.0,1.0
111846946051,,
111846946251,,
111846946258,,
111846946259,,
111846946355,,
111846946455,,
111846946650,0.0,1.0
111846946651,,
111846946657,0.0,1.0
111846946659,,
111847014053,,
111847014459,,
111847014659,,
111847015051,,
111847015851,0.0,1.0
111847019054,0.0,
111847019257,,
111847019452,,
111847019558,,
111847019657,,
111847019853,,
111847019951,,
111847046253,0.0,
111847046555,,
111847046557,,
111847046952,,
111847114257,,
111847114654,,
111847114856,,
111847114858,,
111847119057,,
111847119151,,
111847119252,,
111847119655,,
111847119658,,
111847119756,0.0,
111847119758,,
111847146257,,
111847146354,,
111847146359,0.0,
111847146459,,
111847146858,0.0,1.0
111847146956,,
111847148358,,
111847148359,,
111847148550,,
111847148751,,
111847214054,,
111847214157,,
111847214752,0.0,1.0
111847214857,0.5,
111847214953,,
111847214954,,
111847214958,,
111847215058,,
111847215150,,
111847215253,,
111847215651,,
111847215757,,
111847215759,,
111847215952,,
111847219059,,
111847219258,,
111847219350,0.0,1.0
111847219352,,
111847219357,,
111847219550,,
111847219557,1.0,1.0
111847219652,0.0,1.0
111847219751,0.0,1.0
111847246754,0.0,1.0
111847248350,,
111847314152,,
111847314154,,
111847314158,,
111847314357,,
111847314656,,
111847314950,,
111847315850,,
111847315852,,
111847315854,,
111847315859,,
111847319057,,
111847319854,0.0,1.0
111847319958,,
111847346151,,
111847346452,0.0,
111847346459,,
111847346557,0.0,1.0
111847346653,,
111847346857,,
111847346956,,
111847348354,0.5,1.0
111847414055,0.0,1.0
111847414150,,
111847414257,0.0,1.0
111847419155,,
111847419553,,
111847419750,,
111847446059,,
111847446352,0.0,
111847446657,,
111847446856,,
111847448757,,
111847512355,,
111847512358,0.0,
111847512852,,
111847514059,,
111847514159,,
111847514355,,
111847514552,,
111847515057,,
111847515559,,
111847515651,,
111847517850,,
111847517853,0.0,
111847519354,1.0,1.0
111847519559,,
111847519650,,
111847546058,,
111847612359,0.5,1.0
111847612558,,
111847612659,,
111847614255,,
111847614354,,
111847614357,,1.0
111847615155,,
111847615555,0.0,1.0
111847615754,,
111847615957,0.0,1.0
111847646150,,
111847646755,,
111847714159,1.0,1.0
111847714254,,
111847714256,,
111847714458,0.0,
111847714554,,
111847714955,,
111847715853,,
111847715858,0.0,1.0
111847719453,,
111847719458,,
111847719653,1.0,1.0
111847719654,,
111847719950,,
111847719956,0.0,
111847746351,,
111847746850,,
111847746856,,
111847748559,,
111847748753,0.0,1.0
111847814054,,
111847814256,,
111847814351,0.0,1.0
111847814850,,
111847814957,0.0,
111847815850,,
111847819457,0.0,1.0
111847819750,0.0,
111847846051,,
111847846155,,
111847846157,0.0,1.0
111847846758,0.0,1.0
111847848351,1.0,1.0
111847848359,,
111847848753,,
111847914453,0.0,1.0
111847914554,0.0,
111847914652,,
111847914955,,
111847915455,0.0,1.0
111847915655,,
111847919453,0.0,1.0
111847919754,,
111847919955,0.5,1.0
111847946158,,
111847946254,0.0,
111847946455,,
111847946658,,
111847948559,,
111847948751,,
111848019059,,
111848019154,,
111848019157,0.0,1.0
111848019257,0.0,
111848046254,,
111848046353,0.0,1.0
111848046356,,
111848046756,,
111848119350,,
111848119351,,
111848119459,,
111848119958,0.0,
111848146056,1.0,
111848146058,,
111848146659,,
111848148755,0.0,1.0
111848219057,0.0,1.0
111848219158,,
111848219250,,
111848219255,,
111848219453,0.0,1.0
111848219754,,
111848219854,,
111848219958,,
111848246353,,
111848246458,,
111848246654,0.0,
111848246752,,
111848248752,,
111848319159,,
111848319350,,
111848319751,,
111848319752,,
111848319753,,
111848319952,0.0,
111848346150,,
111848346159,,
111848346854,,
111848346859,,
111848348552,0.0,
111848419159,1.0,1.0
111848419257,0.0,1.0
111848419350,,
111848419352,,
111848419354,,
111848446152,0.0,
111848446351,0.0,1.0
111848446758,,
111848446952,0.0,
111848519655,,
111848519658,,
111848546652,,
111848546655,,
111848546951,,
111848548351,,
111848548357,,
111848548555,,
111848548757,,
111848619053,,
111848619657,,
111848619659,0.0,1.0
111848646058,,
111848646157,0.3333333333333333,1.0
111848646459,,
111848648754,,
111848719150,,
111848719156,,
111848719251,,
111848719259,,
111848719454,,
111848719558,0.0,
111848746050,0.0,1.0
111848746258,,
111848746451,,
111848746653,,
111848746753,,
111848748350,,
111848748750,,
111848819055,,
111848819255,,
111848819658,,
111848846653,,
111848846850,,
111848846852,0.0,1.0
111848846958,,
111848848556,,
111848848559,,
111848848757,0.0,1.0
111848914057,,
111848914452,0.0,
111848914855,,
111848914952,,
111848919050,,
111848919057,,
111848919150,,
111848919156,1.0,1.0
111848919355,0.0,1.0
111848919658,0.0,1.0
111848919853,,
111848919858,,
111848946359,,
111848946453,0.0,1.0
111848946458,1.0,
111848948753,,
111849019753,,
111849046157,,
111849046257,,
111849046352,,
111849114252,,
111849114453,0.0,1.0
111849119551,,
111849119554,,
111849146057,,
111849146156,,
111849146259,0.0,
111849146357,,
111849146459,,
111849146653,0.0,1.0
111849146656,,
111849146859,,
111849148355,0.0,
111849148552,,
111849214056,,
111849214850,,
111849219052,,
111849246458,0.0,
111849246755,0.0,
111849246851,,
111849246859,0.0,1.0
111849248352,,
111849248754,0.0,1.0
111849314858,,
111849319051,,
111849319155,,
111849319250,,
111849319658,,
111849319759,,
111849346057,,
111849346157,,
111849346359,,
111849346655,0.5,0.0
111849346857,,
111849346859,,
111849346951,,
111849348354,0.0,1.0
111849414057,0.0,
111849414656,,
111849419157,,
111849419552,0.0,1.0
111849419956,0.0,1.0
111849446551,,
111849519150,,
111849519256,,
111849519455,,
111849546451,,
111849619053,,
111849619452,,
111849619556,,
111849646050,,
111849646354,0.0,
111849646454,,
111849646757,0.0,
111849646758,0.0,
111849646855,,
111849646856,0.0,
111849648355,,
111849746150,0.0,
111849746156,0.0,
111849746750,,
111849746751,0.0,1.0
111849746854,0.0,
111849748751,,
111849819657,,
111849819954,,
111849846054,0.0,1.0
111849846259,1.0,1.0
111849846458,,
111849846850,,
111849846856,0.0,1.0
111849919552,,
111849919651,,
111849946051,,
111849946250,0.0,1.0
111849946255,0.0,1.0
111849946258,1.0,1.0
111849946652,0.0,1.0
111849946851,,
111849946859,,
111850046557,,
111850046752,,
111850046852,,1.0
111850046856,0.0,1.0
111850048354,,
111850048552,,
111850048754,,
111850246157,0.0,
111850246159,,1.0
111850246750,,1.0
111850248359,0.0,1.0
111850446459,,
111850448355,,
111850519750,,1.0
111850546059,,
111850546150,,
111850546556,,
111850546956,,
111850646256,,1.0
111850646652,,
111850646852,,
111850648351,,1.0
111850648550,,
111850746259,1.0,
111850748554,,
111850748555,0.0,1.0
111850748559,,
111850846053,,
111850846250,,
111850846850,,
111850946455,,
111850946653,,
111850946952,,
111850946954,0.0,
111851046051,0.3333333333333333,1.0
111851046052,,
111851046958,,
111851146050,0.0,1.0
111851146059,,
111851146450,,
111851146452,,
111851148351,0.0,
111851246052,,
111851248554,0.0,1.0
111851346258,,
111851348750,,
111851348755,,
111851348756,0.0,1.0
111851448556,,
111851448759,0.0,
111851546254,0.0,
111851546954,,
111851548355,0.0,1.0
111851746052,0.0,
111851746058,,
111851746456,,
111851748751,,
111851748754,0.0,1.0
111851748756,,1.0
111851848551,0.0,
111851946051,,
111851948755,0.0,1.0
111851948756,0.0,
111853046051,,
111853046451,,
111853046953,,
111853146257,,
111853146259,0.0,
111853146456,,
111853146852,,
111853146854,,
111853146859,,
111853148358,,
111853148753,0.0,1.0
111853246250,,
111853246256,,
111853346950,,
111853348356,,
111853348754,,
111853446051,,
111853446856,0.0,1.0
111853448555,,
111853448558,0.0,1.0
111853448753,,
111853448754,,
111853546851,1.0,1.0
111853546852,0.0,1.0
111853646057,1.0,
111853746157,0.0,1.0
111853746658,0.0,1.0
111853746850,0.0,
111853746856,1.0,
111853748359,,
111853748752,,
111853846656,0.5714285714285714,1.0
111853848353,,
111853946051,,
111853946053,,
111853946059,,
111853946151,,
111853946155,0.0,
111853946459,1.0,1.0
111853948351,,
111853948359,,
111854046152,0.0,1.0
111854048358,,
111854048753,,
111854146159,0.3333333333333333,1.0
111854146453,,
111854146859,,
111854148557,0.0,
111854148758,,
111854246450,,
111854346050,,
111854346255,,
111854346258,1.0,1.0
111854346456,0.0,
111854346653,,
111854346758,,
111854446453,0.0,1.0
111854446458,0.0,1.0
111854446755,,
111854448350,0.0,
111854546155,,
111854546156,0.0,0.0
111854546252,,
111854546255,1.0,
111854546454,,
111854546956,,
111854548753,,
111854548754,,
111854646051,,
111854646357,,
111854646557,,
111854646559,,
111854646657,,
111854648751,,
111854648758,,
111854746052,0.5,1.0
111854746153,,
111854746254,1.0,
111854746357,,
111854746457,,
111854846157,,
111854846251,,
111854846853,0.0,1.0
111854846953,,
111854848553,,
111854848752,,
111854946152,,
111854946459,,1.0
111854946655,0.3333333333333333,1.0
111854946851,,
111854946853,,
111855046051,0.0,1.0
111855048350,,1.0
111855048351,,
111855119958,,
111855146054,,
111855146157,,
111855146253,,
111855146259,,
111855146653,0.0,1.0
111855146854,,1.0
111855146956,0.0,1.0
111855148355,,
111855148359,,
111855148556,0.0,1.0
111855246152,,
111855246453,,
111855248359,,1.0
111855248757,,
111855319156,,
111855319255,1.0,1.0
111855319257,0.0,1.0
111855319958,,1.0
111855346252,,
111855346257,,
111855346551,,1.0
111855346552,,
111855346956,,
111855348558,0.0,1.0
111855348754,0.0,
111855348758,,
111855419051,0.0,1.0
111855446052,,
111855446254,0.0,
111855446659,,
111855446753,0.0,1.0
111855448752,,1.0
111855448759,0.0,
111855519858,0.0,
111855546051,,
111855546156,,1.0
111855546355,,
111855546553,0.0,1.0
111855548555,,
111855619057,,
111855646050,,
111855646252,,
111855646455,,
111855646656,,
111855646658,0.5517241379310345,1.0
111855646756,0.0,1.0
111855646757,0.0,1.0
111855646859,0.3333333333333333,
111855648559,0.6666666666666666,1.0
111855648756,,1.0
111855719250,,
111855719859,,0.0
111855746252,,
111855746351,,
111855746356,,
111855746450,,
111855746656,0.5,1.0
111855746957,,
111855748552,,
111855819257,,
111855819259,,1.0
111855819457,,
111855819654,0.0,
111855819854,,
111855846054,,1.0
111855846150,,
111855846458,,
111855846552,,
111855846651,0.16666666666666666,1.0
111855846858,,
111855848553,0.0,
111855848752,,1.0
111855919655,,
111855946050,0.0,1.0
111855946551,0.0,
111857019052,,
111857019250,,
111857019255,0.7692307692307693,1.0
111857019458,,1.0
111857046051,,
111857046250,,
111857046259,0.0,1.0
111857046755,,
111857048553,1.0,1.0
111857146159,,
111857146556,,
111857146650,,
111857146654,,1.0
111857146956,,
111857148759,,
111857219452,,1.0
111857246157,,
111857246255,,
111857246552,0.5,1.0
111857248350,,1.0
111857319852,0.0,1.0
111857319857,,
111857346254,,1.0
111857346350,0.0,
111857346354,,1.0
111857346357,0.0,
111857346358,,1.0
111857346359,,
111857346552,0.0,
111857346652,,
111857346754,,
111857346757,,1.0
111857346854,,1.0
111857346957,1.0,
111857346959,,
111857446051,,
111857446150,,
111857446454,0.0,
111857446954,,
111857448551,0.0,
111857448552,,
111857448759,,
111857519255,0.0,1.0
111857519257,,
111857519658,0.0,1.0
111857546054,,1.0
111857546158,,1.0
111857546250,,
111857546456,,
111857546656,,
111857546859,,
111857548355,,
111857548750,,1.0
111857548752,,
111857548759,,
111857619457,,
111857646053,,
111857646055,,1.0
111857646258,,
111857646750,,0.0
111857646855,,
111857646953,,
111857648352,,
111857648552,,1.0
111857648751,0.0,1.0
111857746055,,1.0
111857746158,,
111857746255,,
111857746458,,1.0
111857746655,0.5,1.0
111857748758,,1.0
111857846255,,
111857846454,0.0,1.0
111857846752,,
111857848358,,
111857946157,0.0,1.0
111857946555,,
111857946854,1.0,
111857946859,,1.0
111858046253,,1.0
111858046452,,
111858046454,0.0,
111858048553,0.0,1.0
111858148552,0.0,1.0
111858246655,0.0,1.0
111858246859,0.0,
111858248555,,
111858346056,,
111858346154,0.0,
111858346454,0.0,1.0
111858446054,0.0,
111858446058,0.0,1.0
111858446455,,
111858446856,,
111858446957,0.0,
111858448354,,
111858448754,0.0,1.0
111858546055,,
111858546851,,
111858548751,,
111858746254,,
111858746257,0.0,
111858746459,0.0,1.0
111858746857,,
111858748354,,
111858748752,0.0,1.0
111858748753,0.0,1.0
111858846252,,
111858846854,0.0,
111858848553,,
111858848756,0.0,1.0
111858946659,,
111858946856,,1.0
111858948752,0.0,1.0
111859046050,,
111859046253,0.0,1.0
111859046254,0.0,1.0
111859048353,,
111859148554,,
111859248554,,
111859248758,0.5,1.0
111859348558,0.0,1.0
111859446451,0.0,1.0
111859446654,,
111859448758,,
111859546856,,
111859548558,,
111859646252,,
111859646459,0.0,
111859646855,0.0,1.0
111859648550,,
111859648751,,
111859648755,0.0,1.0
111859746953,,
111859746956,,
111859846159,1.0,
111859846652,,
111859846950,,
111859846955,0.0,
111859946654,,
111859948352,,
111859948555,,
112500065003,,
112500065084,0.0,1.0
112500065088,,
112500065286,,
112500065587,0.0,1.0
112500065703,,
112500065707,,
112500065708,,
112500065782,,
112500069386,,
112500165585,,
112500165783,,
112500165807,,
112500165880,0.0,1.0
112500169389,,
112500265084,,
112500265108,,
112500265503,,
112500265603,,
112500265609,,
112500265706,0.0,1.0
112500265882,,
112500265886,,
112500269602,0.0,
112500365001,,
112500365408,,
112500365487,,
112500365586,,
112500365885,0.0,
112500369183,,
112500369304,,
112500369306,,
112500369383,,
112500369387,0.0,
112500465205,0.0,1.0
112500465284,,
112500465889,,
112500465900,,
112500469305,,
112500469384,,
112500565004,,
112500565402,,
112500565504,,
112500565603,0.0,1.0
112500565708,0.0,1.0
112500565800,,
112500565809,0.5,0.0
112500569189,,
112500569609,,
112500569688,,
112500665088,,
112500665286,,
112500665287,0.0,1.0
112500665980,0.0,1.0
112500669300,0.0,1.0
112500765085,,
112500765088,0.0,1.0
112500765107,0.5,
112500865000,,
112500865404,,
112500865587,,
112500865800,,
112500865983,,
112500869183,,
112500869605,0.5555555555555556,1.0
112500869680,,
112500965080,1.0,1.0
112500965082,,
112500965702,0.0,
112500969601,0.4,1.0
112500969685,,
112501065182,0.0,1.0
112501065301,,
112501065383,,
112501065400,0.0,1.0
112501065589,0.3333333333333333,1.0
112501065605,,
112501065701,0.2,1.0
112501065906,,
112501065908,1.0,
112501069187,0.0,1.0
112501069300,0.0,1.0
112501069304,0.0,
112501083000,,
112501083502,,
112501083581,0.0,1.0
112501083588,,
112501165103,0.0,1.0
112501165305,0.0,
112501165306,0.0,
112501165486,,
112501165683,,
112501165787,,
112501165802,,
112501165888,,
112501169188,,
112501169380,,
112501169684,0.0,1.0
112501265301,0.0,1.0
112501265480,,
112501265483,1.0,1.0
112501265485,,
112501265504,,
112501265506,,
112501265507,,
112501265703,,
112501265786,0.0,1.0
112501265981,0.25,1.0
112501265989,,
112501269181,,
112501269600,,
112501269688,,
112501365087,,
112501365184,,
112501365207,,
112501365282,,
112501365288,,
112501365303,0.0,1.0
112501365383,1.0,
112501365604,,
112501365703,0.0,
112501365789,,
112501365886,,
112501369182,1.0,1.0
112501369304,,1.0
112501369684,,
112501383504,0.0,1.0
112501383585,,
112501465004,,
112501465089,,
112501465204,,
112501465406,0.0,
112501465607,,
112501465608,,
112501465784,1.0,
112501465901,,
112501469182,0.2222222222222222,1.0
112501565100,,
112501565183,,
112501565483,0.0,1.0
112501565602,0.0,1.0
112501565603,,
112501565605,,
112501565689,,
112501565904,,
112501569181,,
112501569384,0.0,1.0
112501569605,,
112501569608,,
112501569680,0.0,0.0
112501583006,,
112501583080,,
112501583087,0.0,1.0
112501665081,,
112501665087,0.0,1.0
112501665180,,
112501665188,0.0,1.0
112501669183,,
112501683404,,
112501765081,,
112501765203,,
112501765209,,
112501765302,,
112501765586,0.5,1.0
112501765608,,
112501765689,,
112501765700,,
112501765707,,
112501769183,,
112501783003,,
112501783507,,
112501783508,,
112501783581,0.0,1.0
112501783585,,
112501865280,,
112501865305,0.0,
112501865404,0.0,1.0
112501865409,,
112501865686,,
112501865700,,
112501865708,,
112501865788,,
112501865809,,
112501869188,,
112501869686,,
112501965086,0.0,
112501965087,,
112501965185,,
112501965408,0.0,
112501965606,,
112501969306,,
112501983009,,
112501983500,,
112502065800,,
112502069182,,
112502069384,0.6363636363636364,
112502069603,,
112502069683,,
112502165083,,
112502165702,,
112502165807,,
112502169680,,
112502265080,0.0,
112502265583,0.0,1.0
112502265587,,
112502269185,0.0,1.0
112502269189,0.0,
112502365285,,
112502365400,,
112502365808,0.0,1.0
112502365886,,
112502365900,0.0,0.0
112502369300,,
112502369308,,
112502465809,,
112502469180,0.0,1.0
112502469186,,
112502469300,,
112502565000,,
112502569189,,1.0
112502569600,,
112502665489,,
112502665900,0.3333333333333333,0.0
112502765281,1.0,
112502765703,0.0,1.0
112502765802,0.0,
112502765887,,
112502765902,,
112502765904,,
112502769306,0.0,1.0
112502769381,,
112502769609,0.0,
112502769682,,
112502865081,,
112502865083,0.0,
112502865401,,
112502865405,,
112502865482,,
112502865487,,
112502865800,,
112502869181,,
112502869381,,
112502869605,,
112502869608,0.0,
112502869689,,
112502965002,,1.0
112502965084,0.0,1.0
112502965086,0.0,
112502965209,,
112502965482,0.0,1.0
112502965483,,
112502965485,,
112502965505,,
112502965585,0.0,
112502965807,,
112502965888,,
112502965889,0.0,1.0
112502969604,0.0,
112503065183,,
112503065281,,
112503065285,,
112503065287,,
112503065404,,
112503065487,,
112503065582,0.0,1.0
112503065602,,
112503065682,,
112503065702,,
112503065807,,
112503065883,,
112503065885,,
112503069688,1.0,
112503165088,,
112503165387,,
112503165404,,
112503165509,,
112503165585,0.0,
112503165805,0.0,
112503165902,,
112503165989,,
112503169605,,
112503169687,0.0,1.0
112503183002,,
112503183005,0.0,1.0
112503265002,,
112503265283,0.0,1.0
112503265501,,
112503265589,,
112503265689,0.0,
112503265785,,
112503265788,1.0,1.0
112503265985,0.0,
112503269184,,
112503269680,0.0,1.0
112503365208,,
112503365286,,
112503365389,,
112503365409,,
112503365481,,
112503365483,0.0,1.0
112503365708,0.0,
112503365884,,
112503383587,,
112503465200,,
112503465584,,
112503465887,,
112503469189,,
112503469384,0.0,1.0
112503565083,0.0,1.0
112503565103,,
112503565186,1.0,1.0
112503565289,,
112503565509,,
112503565588,0.0,1.0
112503565609,1.0,
112503565686,,
112503565804,0.6666666666666666,1.0
112503565902,,
112503565980,0.25,1.0
112503565984,,
112503569308,,
112503569680,,
112503569689,0.3333333333333333,1.0
112503665183,1.0,
112503665488,0.0,
112503665505,,
112503665603,,
112503665686,,
112503665687,0.0,
112503665688,,
112503665701,,
112503665800,0.0,1.0
112503665905,0.0,1.0
112503669602,,
112503765005,,
112503765087,0.0,
112503765180,,
112503765188,,
112503765382,,
112503765603,,
112503765608,,1.0
112503765683,,
112503765705,,
112503765788,,
112503765886,1.0,1.0
112503769600,,
112503769681,,
112503783480,0.0,1.0
112503865000,,
112503865080,,
112503865088,,
112503865103,,
112503865109,,
112503865184,0.0,1.0
112503865185,0.0,
112503865607,0.0,1.0
112503865781,1.0,
112503869301,,
112503869603,,
112503965286,0.0,1.0
112503965483,0.0,0.0
112503965686,,
112503965709,,
112503965789,,
112503969680,,
112503983504,,
112504065001,0.0,1.0
112504065004,1.0,1.0
112504065083,,
112504065284,0.0,
112504065802,0.0,1.0
112504065803,,
112504065902,0.0,1.0
112504065983,,
