userid,order_time_interval_firstvale,order_time_interval_lastvale1,order_time_interval_lastvale2,order_time_interval_lastvale3,order_time_interval_mean,order_time_interval_var,order_time_interval_min,order_time_interval_max
111151713110,328243,221,328243,nan,164232.0,26899608121.0,26899608121.0,328243
111151713699,2070801,1661245,2070801,nan,1866023.0,41934029284.0,41934029284.0,2070801
111151748559,21455054,8407471,329,75907,5988374.6,7.03415061349e+13,7.03415061349e+13,21455054
111151785494,61524,788815,61524,nan,425169.5,132238049670.0,132238049670.0,788815
111151813616,438,5238627,438,nan,2619532.5,6.85965599993e+12,6.85965599993e+12,5238627
111151813716,433,7332846,433,nan,3666639.5,1.34410701006e+13,1.34410701006e+13,7332846
111151846455,122,340112,122,nan,170117.0,28898300025.0,28898300025.0,340112
111151848554,2185781,2909457,18299825,2185781,7798354.33333,5.52277275736e+13,5.52277275736e+13,18299825
111151885297,1201631,490630,1201631,nan,846130.5,126380605500.0,126380605500.0,1201631
111151885613,322904,864056,322904,nan,593480.0,73211371776.0,73211371776.0,864056
111151916311,2362852,98854,16612,290,1014017.0,2.06931370777e+12,2.06931370777e+12,3604462
111151948558,1164751,176872,1164751,nan,670811.5,243976229660.0,243976229660.0,1164751
111151985199,608943,797501,608943,nan,703222.0,8888529841.0,8888529841.0,797501
111151985711,444759,558602,444759,nan,501680.5,3240057162.25,3240057162.25,558602
111152013098,3419,911665,3419,nan,457542.0,206227699129.0,206227699129.0,911665
111152013397,948,22769,948,nan,11858.5,119039010.25,119039010.25,22769
111152013494,410543,87222,1531,410543,166432.0,31018914740.7,31018914740.7,410543
111152013514,297784,7916955,297784,nan,4107369.5,1.45129416818e+13,1.45129416818e+13,7916955
111152013719,105648,651,722,105648,35673.6666667,2448204502.89,2448204502.89,105648
111152016198,1076525,88,1076525,nan,538306.5,289679153742.0,289679153742.0,1076525
111152080211,1,780055,346241,1,375432.333333,101840107457.0,101840107457.0,780055
111152080214,186,1276915,186,nan,638550.5,407509234860.0,407509234860.0,1276915
111152080796,2883,7746934,2883,nan,3874908.5,1.49925814727e+13,1.49925814727e+13,7746934
111152084793,10281337,2128766,10281337,nan,6205051.5,1.66161034775e+13,1.66161034775e+13,10281337
111152084814,421,1952518,421,nan,976469.5,952670674352.0,952670674352.0,1952518
111152084891,833860,713735,1981,833860,516525.333333,134782938087.0,134782938087.0,833860
111152084899,338470,80102,338470,nan,209286.0,16688505856.0,16688505856.0,338470
111152085311,435054,1,167506,330718,211975.333333,21457480605.9,21457480605.9,435054
111152113111,1261994,239080,1261994,nan,750537.0,261588262849.0,261588262849.0,1261994
111152113191,-1,-1,nan,nan,-1.0,0.0,0.0,-1
111152113193,424168,2511145,424168,nan,1467656.5,1.08886824963e+12,1.08886824963e+12,2511145
111152113493,804467,59,170,804467,268232.0,143773989666.0,143773989666.0,804467
111152116190,57776,1112413,5629,558935,433688.25,200224693965.0,200224693965.0,1112413
111152180611,344241,351469,344241,nan,347855.0,13060996.0,13060996.0,351469
111152184216,1424266,319,597,370,356388.0,380121151913.0,380121151913.0,1424266
111152185312,7688157,793,7688157,nan,3844475.0,1.47738913171e+13,1.47738913171e+13,7688157
111152213393,10698089,87504,718429,247,2876067.25,2.04714635462e+13,2.04714635462e+13,10698089
111152213413,19215,227,19215,nan,9721.0,90136036.0,90136036.0,19215
111152213492,-49,-49,nan,nan,-49.0,0.0,0.0,-49
111152213795,6141430,914,6141430,nan,3071172.0,9.42648418656e+12,9.42648418656e+12,6141430
111152213812,1861468,165666,4876,1861468,677336.666667,705392411308.0,705392411308.0,1861468
111152216919,681486,9013,681486,nan,345249.5,113054983932.0,113054983932.0,681486
111152280014,423872,608869,423872,nan,516370.5,8555972502.25,8555972502.25,608869
111152280015,6155,307,552,6155,2338.0,7294748.66667,7294748.66667,6155
111152280892,242335,207,366,755,40715.5,8130121318.92,8130121318.92,242335
111152284012,501896,122273,501896,nan,312084.5,36028405532.3,36028405532.3,501896
111152284098,1592361,943,1592361,nan,796652.0,633152812681.0,633152812681.0,1592361
111152284292,16684,17331,266738,90269,162238.0,29291310325.7,29291310325.7,496386
111152285012,2916765,693,902131,2916765,1273196.33333,1.48609072566e+12,1.48609072566e+12,2916765
111152285094,189161,1519,232599,576,233342.428571,161144106421.0,161144106421.0,1191189
111152285395,3091716,24638,3091716,nan,1558177.0,2.35174186452e+12,2.35174186452e+12,3091716
111152285791,196403,33674,169,22313,63139.75,6064865773.69,6064865773.69,196403
111152285911,2246895,86471,2246895,nan,1166683.0,1.16685796494e+12,1.16685796494e+12,2246895
111152313097,17627481,971534,215086,17627481,6271367.0,6.45760315199e+13,6.45760315199e+13,17627481
111152313191,949,166,86527,949,29214.0,1642492166.0,1642492166.0,86527
111152313892,-646,-646,nan,nan,-646.0,0.0,0.0,-646
111152316116,441,10475142,26906,15198,1764405.66667,1.5175917218e+13,1.5175917218e+13,10475142
111152316191,836688,99309,836688,nan,467998.5,135931947410.0,135931947410.0,836688
111152380098,387,409576,443393,387,284452.0,40537060360.7,40537060360.7,443393
111152380198,1781107,233,222260,108930,528132.5,529477925503.0,529477925503.0,1781107
111152380591,4698,338523,0,0,85805.25,21292432255.7,21292432255.7,338523
111152380595,-365,-365,nan,nan,-365.0,0.0,0.0,-365
111152380910,206,47701,206,nan,23953.5,563943756.25,563943756.25,47701
111152385098,3466506,199,3466506,nan,1733352.5,3.00382105456e+12,3.00382105456e+12,3466506
111152385218,705,463762,705,nan,232233.5,53605446312.3,53605446312.3,463762
111152385291,4028,5546510,72703,4028,1874413.66667,6.74293178324e+12,6.74293178324e+12,5546510
111152385813,445761,5443640,2215689,445761,2701696.66667,4.28123414247e+12,4.28123414247e+12,5443640
111152385814,992635,387803,221673,204,400578.75,135750257693.0,135750257693.0,992635
111152413299,1680599,16703,1026330,1680599,907877.333333,468440500256.0,468440500256.0,1680599
111152413799,89097,170183,89097,nan,129640.0,1643734849.0,1643734849.0,170183
111152413913,167000,371,167000,nan,83685.5,6941305910.25,6941305910.25,167000
111152413914,3661908,1187613,3661908,nan,2424760.5,1.53053393676e+12,1.53053393676e+12,3661908
111152416997,725423,1340,725423,nan,363381.5,131074047722.0,131074047722.0,725423
111152480115,8143342,955465,8143342,nan,4549403.5,1.29163939418e+13,1.29163939418e+13,8143342
111152480597,794,7848774,794,nan,3924784.0,1.53976975201e+13,1.53976975201e+13,7848774
111152480695,5316361,198,5316361,nan,2658279.5,7.06539726064e+12,7.06539726064e+12,5316361
111152480790,328073,289134,518067,328073,378424.666667,10002698249.6,10002698249.6,518067
111152485090,3275968,22764,3275968,nan,1649366.0,2.6458340664e+12,2.6458340664e+12,3275968
111152485213,1665890,3951804,1665890,nan,2808847.0,1.30635070385e+12,1.30635070385e+12,3951804
111152485413,175,52804,175,nan,26489.5,692452910.25,692452910.25,52804
111152485891,88019,21953,88019,nan,54986.0,1091179089.0,1091179089.0,88019
111152485910,444233,2248220,1899588,444233,1530680.33333,610441282624.0,610441282624.0,2248220
111152513016,99955,25914,0,0,65422.7142857,12997912101.3,12997912101.3,332090
111152513019,6568665,12992,6568665,nan,3290828.5,1.07442121207e+13,1.07442121207e+13,6568665
111152513418,-1608,-1608,nan,nan,-1608.0,0.0,0.0,-1608
111152513493,277068,222,167975,5435299,1470141.0,5.2505498266e+12,5.2505498266e+12,5435299
111152513917,616,96380,616,nan,48498.0,2292685924.0,2292685924.0,96380
111152516117,1352,6390503,1352,nan,3195927.5,1.02053126252e+13,1.02053126252e+13,6390503
111152516313,198192,562,198192,nan,99377.0,9764404225.0,9764404225.0,198192
111152580397,355256,6329,7430502,355256,2597362.33333,1.1699911194e+13,1.1699911194e+13,7430502
111152580617,1084,3142,1084,nan,2113.0,1058841.0,1058841.0,3142
111152580619,202077,1174179,152304,2673296,972922.0,806641550092.0,806641550092.0,2673296
111152580891,-1,-1,nan,nan,-1.0,0.0,0.0,-1
111152584799,1965780,1745,1965780,nan,983762.5,964358370306.0,964358370306.0,1965780
111152585091,346951,300735,295154,346951,314280.0,538888380.667,538888380.667,346951
111152585598,0,81096,111055,0,64050.3333333,2200812880.22,2200812880.22,111055
111152613315,221,176191,49123,245008,117635.75,9533156950.69,9533156950.69,245008
111152613898,649,196123,649,nan,98386.0,9552521169.0,9552521169.0,196123
111152680019,73821,1136899,73821,nan,605360.0,282533708521.0,282533708521.0,1136899
111152680597,7845512,2148,7845512,nan,3923830.0,1.53795897091e+13,1.53795897091e+13,7845512
111152680793,17443,339402,17443,nan,178422.5,25914399420.3,25914399420.3,339402
111152680899,2405998,1633762,527715,2405998,1522491.66667,594181714888.0,594181714888.0,2405998
111152682399,3999679,231,3999679,nan,1999955.0,3.99889607618e+12,3.99889607618e+12,3999679
111152682517,272806,477802,272806,nan,375304.0,10505840004.0,10505840004.0,477802
111152682899,47541,3105562,525584,47541,1226229.0,1.80403378075e+12,1.80403378075e+12,3105562
111152684516,1561723,799638,1561723,nan,1180680.5,145193386806.0,145193386806.0,1561723
111152685418,923950,53254,42798,1628,255407.5,149355486495.0,149355486495.0,923950
111152685998,441429,754612,767451,313700,569298.0,38821677192.5,38821677192.5,767451
111152713113,4747898,12975,190707,4747898,1650526.66667,4.80211936558e+12,4.80211936558e+12,4747898
111152713518,17828,9296,17828,nan,13562.0,18198756.0,18198756.0,17828
111152713590,1231,1036331,1231,nan,518781.0,267858002500.0,267858002500.0,1036331
111152713593,303,284,303,nan,293.5,90.25,90.25,303
111152716316,152271,858,138247,152271,97125.3333333,4666478496.22,4666478496.22,152271
111152716394,513,187115,513,nan,93814.0,8705076601.0,8705076601.0,187115
111152780092,1327,190,544,173,455.5,168075.583333,168075.583333,1327
111152784094,190120,174,190120,nan,95147.0,9019870729.0,9019870729.0,190120
111152785211,834,833,4003,1875749,620295.333333,764312619862.0,764312619862.0,1875749
111152785791,16572,182949,5521244,4493930,2042991.2,5.96884439439e+12,5.96884439439e+12,5521244
111152880517,679573,128,679573,nan,339850.5,115411377006.0,115411377006.0,679573
111152880518,799,180869,799,nan,90834.0,8106301225.0,8106301225.0,180869
111152880996,130423,250832,8452393,467,2000074.4,1.05763083716e+13,1.05763083716e+13,8452393
111152882196,3630137,632,3630137,nan,1815384.5,3.29332663626e+12,3.29332663626e+12,3630137
111152882695,87172,104,321,386,21995.75,1415992091.19,1415992091.19,87172
111152882898,4638779,228423,62,238753,757509.428571,2.52117806166e+12,2.52117806166e+12,4638779
111152882917,45734,2321,101,45734,16052.0,441331962.0,441331962.0,45734
111152885998,181099,564,181099,nan,90831.5,8148221556.25,8148221556.25,181099
111152888611,1071914,1199664,5273748,1071914,2515108.66667,3.80776549612e+12,3.80776549612e+12,5273748
111152913098,1235629,8525824,327359,93402,2545553.5,1.21032428169e+13,1.21032428169e+13,8525824
111152913318,2238042,416,2238042,nan,1119229.0,1.25174252897e+12,1.25174252897e+12,2238042
111152913695,1781,1272325,4762445,1781,2012183.66667,4.05101571014e+12,4.05101571014e+12,4762445
111152913797,1915,730749,1915,nan,366332.0,132799749889.0,132799749889.0,730749
111152980191,2673088,681,2673088,nan,1336884.5,1.78543979341e+12,1.78543979341e+12,2673088
111152980314,6734457,175834,6734457,nan,3455145.5,1.0753883914e+13,1.0753883914e+13,6734457
111152980419,524,1720,524,nan,1122.0,357604.0,357604.0,1720
111152980893,0,557,0,nan,278.5,77562.25,77562.25,557
111152985019,3079,3993542,3079,nan,1998310.5,3.98094873859e+12,3.98094873859e+12,3993542
111152985291,1073646,1274682,1073646,nan,1174164.0,10103868324.0,10103868324.0,1274682
111152985318,971616,550141,61205,971616,527654.0,138394197405.0,138394197405.0,971616
111153013111,1738765,2679979,1738765,nan,2209372.0,221470948449.0,221470948449.0,2679979
111153013892,0,80,0,nan,40.0,1600.0,1600.0,80
111153013898,1892,5577,1892,nan,3734.5,3394806.25,3394806.25,5577
111153016995,721,1187,721,nan,954.0,54289.0,54289.0,1187
111153085596,1679003,598,1679003,nan,839800.5,704260836006.0,704260836006.0,1679003
111153085894,428515,108,1183855,7202,404920.0,232337205280.0,232337205280.0,1183855
111153085995,782,787,782,nan,784.5,6.25,6.25,787
111153116993,4671115,51492,4671115,nan,2361303.5,5.33522916553e+12,5.33522916553e+12,4671115
111153148551,42366,4528577,752526,8728,2041975.83333,7.32079707529e+12,7.32079707529e+12,6918569
111153185099,1791,60732,573,1791,21032.0,788292254.0,788292254.0,60732
111153185799,976113,916993,976113,nan,946553.0,873793600.0,873793600.0,976113
111153185812,294,558,468973,294,156608.333333,48785854106.9,48785854106.9,468973
111153213699,1341,91414,457109,1341,183288.0,38841160908.7,38841160908.7,457109
111153248758,4656756,9341,4656756,nan,2333048.5,5.39961654556e+12,5.39961654556e+12,4656756
111153285414,1065,482894,1065,nan,241979.5,58039796310.3,58039796310.3,482894
111153285719,520413,424319,611562,520413,518764.666667,5844682009.56,5844682009.56,611562
111153285819,3766660,654967,3766660,nan,2210813.5,2.42065833156e+12,2.42065833156e+12,3766660
111153313014,31374,70526,31374,nan,50950.0,383219776.0,383219776.0,70526
111153313096,5105,20921,5105,nan,13013.0,62536464.0,62536464.0,20921
111153313112,2339,1373546,2339,nan,687942.5,470052159212.0,470052159212.0,1373546
111153313695,2609542,518297,2609542,nan,1563919.5,1.09332641251e+12,1.09332641251e+12,2609542
111153313715,3540523,99,609,3540523,1180410.33333,2.78506594303e+12,2.78506594303e+12,3540523
111153316194,2194084,1126649,2194084,nan,1660366.5,284854369806.0,284854369806.0,2194084
111153380614,1,466,2828818,493,566103.6,1.27996917105e+12,1.27996917105e+12,2828818
111153385816,587472,204,587472,nan,293838.0,86220925956.0,86220925956.0,587472
111153413594,32308,49953,32308,nan,41130.5,77836506.25,77836506.25,49953
111153413618,5482216,83028,5482216,nan,2782622.0,7.28780776484e+12,7.28780776484e+12,5482216
111153413793,2757,9463,3211,2757,5143.66666667,9362672.88889,9362672.88889,9463
111153413799,2791671,176057,2791671,nan,1483864.0,1.71035914925e+12,1.71035914925e+12,2791671
111153480697,502063,460662,71862,502063,344862.333333,37550264800.2,37550264800.2,502063
111153513514,3716044,210656,3716044,nan,1963350.0,3.07193625764e+12,3.07193625764e+12,3716044
111153580415,1862,171625,273799,4980914,1357050.0,4.38689749137e+12,4.38689749137e+12,4980914
111153585691,270,602159,369704,270,324044.333333,61420797300.2,61420797300.2,602159
111153585811,1722262,797,1722262,nan,861529.5,740860436556.0,740860436556.0,1722262
111153585997,77775,172,119,158,80839.1818182,53718007195.8,53718007195.8,810391
111153613015,883121,110634,57151,883121,350302.0,142424781929.0,142424781929.0,883121
111153613497,1639,191,1639,nan,915.0,524176.0,524176.0,1639
111153616113,348,185172,348,nan,92760.0,8539977744.0,8539977744.0,185172
111153648756,14598632,336924,14598632,nan,7467778.0,5.08490787693e+13,5.08490787693e+13,14598632
111153680298,326440,172955,515741,132077,286803.25,22721300448.2,22721300448.2,515741
111153713813,694702,820961,694702,nan,757831.5,3985333770.25,3985333770.25,820961
111153713990,582332,244643,738,582332,275904.333333,56863898953.6,56863898953.6,582332
111153716116,1117,4547816,797200,1117,1782044.33333,3.93037114655e+12,3.93037114655e+12,4547816
111153716998,43554,370,43554,nan,21962.0,466214464.0,466214464.0,43554
111153780093,3781174,80627,469348,3781174,1443716.33333,2.75703817437e+12,2.75703817437e+12,3781174
111153780497,824,419835,824,nan,210329.5,43892554530.3,43892554530.3,419835
111153785897,263,380,1115762,263,372135.0,276490559846.0,276490559846.0,1115762
111153813392,394,641,256,394,430.333333333,25364.2222222,25364.2222222,641
111153913092,274,152341,274,nan,76307.5,5781093122.25,5781093122.25,152341
111153980716,816330,290545,816330,nan,553437.5,69112466556.3,69112466556.3,816330
111153985098,165962,12835,165962,nan,89398.5,5861969532.25,5861969532.25,165962
111153985693,2330436,388,2330436,nan,1165412.0,1.35728092058e+12,1.35728092058e+12,2330436
111154013215,1991188,9966,1505591,1991188,1168915.0,710882133369.0,710882133369.0,1991188
111154013390,96085,185,96085,nan,48135.0,2299202500.0,2299202500.0,96085
111154013793,1597714,25836,3360881,2129036,1322314.28571,1.15258355268e+12,1.15258355268e+12,3360881
111154013810,8146,1072696,8146,nan,540421.0,283316675625.0,283316675625.0,1072696
111154013815,2047534,1762,552,2047534,683282.666667,930591094268.0,930591094268.0,2047534
111154016194,102,476330,102,nan,238216.0,56698276996.0,56698276996.0,476330
111154016310,401430,1852839,401430,nan,1127134.5,526647021320.0,526647021320.0,1852839
111154080295,2451,11381992,2451,nan,5692221.5,3.23734883427e+13,3.23734883427e+13,11381992
111154080511,1903357,1554049,408,1903357,1152604.66667,684114592483.0,684114592483.0,1903357
111154080696,1400007,797,4562,1476870,587596.666667,387123366192.0,387123366192.0,1476870
111154085198,611,70747,181513,67,368230.363636,735648577932.0,735648577932.0,3007318
111154085511,1270205,1053,6616,16646,259086.2,255623049275.0,255623049275.0,1270205
111154113011,1030036,2697088,1030036,nan,1863562.0,694765592676.0,694765592676.0,2697088
111154113616,46979,265212,46979,nan,156095.5,11906410572.3,11906410572.3,265212
111154113817,113476,128530,113476,nan,121003.0,56655729.0,56655729.0,128530
111154116917,997027,1314689,997027,nan,1155858.0,25227286561.0,25227286561.0,1314689
111154119557,1213882,290,19390,7317098,2456025.6,7.7524863063e+12,7.7524863063e+12,7317098
111154185190,405793,82126,405793,nan,243959.5,26190081722.3,26190081722.3,405793
111154185291,3168845,501231,730291,3967793,2085631.4,1.81276266832e+12,1.81276266832e+12,3967793
111154185295,27839,2673655,27839,nan,1350747.0,1.75008557646e+12,1.75008557646e+12,2673655
111154185411,2165834,620328,110,913359,924907.75,622012758520.0,622012758520.0,2165834
111154185717,3051538,29066,184,491426,787848.2,1.31708268653e+12,1.31708268653e+12,3051538
111154213597,709659,971566,709659,nan,840612.5,17148819162.3,17148819162.3,971566
111154213697,-9474193,-9474193,nan,nan,-9474193.0,0.0,0.0,-9474193
111154213791,998370,1745972,998370,nan,1372171.0,139727187601.0,139727187601.0,1745972
111154213916,6272775,7093,15494,6272775,2098454.0,8.71248966832e+12,8.71248966832e+12,6272775
111154216190,3068657,6000019,3068657,nan,4534338.0,2.14822079376e+12,2.14822079376e+12,6000019
111154216917,140366,436396,140366,nan,288381.0,21908440225.0,21908440225.0,436396
111154216992,-864541,-864541,nan,nan,-864541.0,0.0,0.0,-864541
111154280012,271,3214,1595913,227,399906.25,476812180795.0,476812180795.0,1595913
111154280515,139036,4562928,139036,nan,2350982.0,4.89270510692e+12,4.89270510692e+12,4562928
111154280693,580025,1040061,7767,1801839,857423.0,431035797210.0,431035797210.0,1801839
111154280792,853,1446668,853,nan,723760.5,522595253556.0,522595253556.0,1446668
111154285096,637,244138,261517,637,168764.0,14183682338.0,14183682338.0,261517
111154285895,718988,5805784,1845525,718988,2790099.0,4.75869227834e+12,4.75869227834e+12,5805784
111154285913,702,3766,702,nan,2234.0,2347024.0,2347024.0,3766
111154312352,54,111374,877449,1113559,2580898.16667,2.03476155071e+13,2.03476155071e+13,12627715
111154313817,5655252,1048880,5655252,nan,3352066.0,5.3046657506e+12,5.3046657506e+12,5655252
111154313858,7655448,17561243,7655448,nan,12608345.5,2.45311936455e+13,2.45311936455e+13,17561243
111154314451,12079716,291,12079716,nan,6040003.5,3.64781270827e+13,3.64781270827e+13,12079716
111154314651,7167036,964135,102,7167036,2710424.33333,1.00855870446e+13,1.00855870446e+13,7167036
111154317958,168595,1604019,168595,nan,886307.0,515110514944.0,515110514944.0,1604019
111154346156,14756511,4840742,14756511,nan,9798626.5,2.45806187153e+13,2.45806187153e+13,14756511
111154380014,228,514641,228,nan,257434.5,66155183642.3,66155183642.3,514641
111154380495,5284530,1922,5284530,nan,2643226.0,6.97648682042e+12,6.97648682042e+12,5284530
111154380796,-8329,-8329,nan,nan,-8329.0,0.0,0.0,-8329
111154380912,184,155,184,nan,169.5,210.25,210.25,184
111154384110,846600,175172,217768,846600,413180.0,94228851402.7,94228851402.7,846600
111154385018,12454928,125,12454928,nan,6227526.5,3.87805294422e+13,3.87805294422e+13,12454928
111154385190,2402777,107653,2402777,nan,1255215.0,1.31689854384e+12,1.31689854384e+12,2402777
111154385214,1910374,1041534,1910374,nan,1475954.0,188720736400.0,188720736400.0,1910374
111154385594,261365,261365,nan,nan,261365.0,0.0,0.0,261365
111154385994,2507280,423508,2507280,nan,1465394.0,1.085526437e+12,1.085526437e+12,2507280
111154395155,973763,3373304,333,4253,1087913.25,1.89829787435e+12,1.89829787435e+12,3373304
111154395750,384,736773,1224111,384,653756.0,253030539566.0,253030539566.0,1224111
111154413191,5185304,196937,5185304,nan,2691120.5,6.22095133167e+12,6.22095133167e+12,5185304
111154413397,2161859,213,2161859,nan,1081036.0,1.16817835733e+12,1.16817835733e+12,2161859
111154413514,113299,441674,1443,113299,185472.0,34905026524.7,34905026524.7,441674
111154413895,2272491,2906,8081,2272491,761159.333333,1.14206616677e+12,1.14206616677e+12,2272491
111154480010,342984,1996,342984,nan,172490.0,29068204036.0,29068204036.0,342984
111154480098,11304953,2642180,11304953,nan,6973566.5,1.87609090124e+13,1.87609090124e+13,11304953
111154480499,3906813,581149,3906813,nan,2243981.0,2.76501026022e+12,2.76501026022e+12,3906813
111154482215,264,577459,264,nan,288861.5,83288517006.3,83288517006.3,577459
111154482698,1428168,93,277,754,178937.75,222939556193.0,222939556193.0,1428168
111154482810,147056,6571591,147056,nan,3359323.5,1.03186624916e+13,1.03186624916e+13,6571591
111154482994,332089,113,157572,332089,163258.0,18384176060.7,18384176060.7,332089
111154485595,1005,180570,1005,nan,90787.5,8060897306.25,8060897306.25,180570
111154485799,3632787,116,3632787,nan,1816451.5,3.29907464856e+12,3.29907464856e+12,3632787
111154485816,1619156,1619156,nan,nan,1619156.0,0.0,0.0,1619156
111154485892,3869071,389,721460,1650429,1560337.25,2.11888040876e+12,2.11888040876e+12,3869071
111154513111,6087487,7447193,6087487,nan,6767340.0,462200101609.0,462200101609.0,7447193
111154513217,5380,291974,5380,nan,148677.0,20534030209.0,20534030209.0,291974
111154513894,19335,189617,244573,98968,138123.25,7406734376.19,7406734376.19,244573
111154580290,110530,508113,2369,0,129870.833333,32372344515.8,32372344515.8,508113
111154580490,4493513,239,4493513,nan,2246876.0,5.04737780977e+12,5.04737780977e+12,4493513
111154580694,21675,761,210,21675,7548.66666667,99827246.8889,99827246.8889,21675
111154580912,490739,2977740,490739,nan,1734239.5,1.5462934935e+12,1.5462934935e+12,2977740
111154584219,561,705,561,nan,633.0,5184.0,5184.0,705
111154585612,606004,196,606004,nan,303100.0,91750833216.0,91750833216.0,606004
111154585919,4261204,3710,2556,928798,1299067.0,3.06756131743e+12,3.06756131743e+12,4261204
111154585995,197887,1605613,197887,nan,901750.0,495423122769.0,495423122769.0,1605613
111154613391,1135917,121001,4283,239,222408.571429,149205919763.0,149205919763.0,1135917
111154613515,116,8110291,604662,116,2905023.0,1.36083201203e+13,1.36083201203e+13,8110291
111154613610,10571416,595343,10571416,nan,5583379.5,2.48805081253e+13,2.48805081253e+13,10571416
111154613614,3051501,630675,3051501,nan,1841088.0,1.46509963057e+12,1.46509963057e+12,3051501
111154613718,6921034,39300,12092,23910,1357643.71429,5.89555179099e+12,5.89555179099e+12,6921034
111154616198,634,131,634,nan,382.5,63252.25,63252.25,634
111154616313,31449,332714,31449,nan,182081.5,22690150056.3,22690150056.3,332714
111154646951,2682,443,2682,nan,1562.5,1253280.25,1253280.25,2682
111154648755,537,12121054,78604,373,3195716.16667,1.83329429221e+13,1.83329429221e+13,12121054
111154680217,58244,82484,58244,nan,70364.0,146894400.0,146894400.0,82484
111154680418,3671149,21332,3671149,nan,1846240.5,3.33029103337e+12,3.33029103337e+12,3671149
111154680518,6446205,11415,6446205,nan,3228810.0,1.0351630586e+13,1.0351630586e+13,6446205
111154680813,12358,11382312,12358,nan,5697335.0,3.23189634905e+13,3.23189634905e+13,11382312
111154680893,1851,531495,1851,nan,266673.0,70130691684.0,70130691684.0,531495
111154685298,88730,431604,75598,88730,198644.0,27163922370.7,27163922370.7,431604
111154713711,1668511,227,164,176090,466921.833333,351037908726.0,351037908726.0,1668511
111154713994,2508,802249,2508,nan,402378.5,159896416770.0,159896416770.0,802249
111154716392,470131,158875,470131,nan,314503.0,24220074384.0,24220074384.0,470131
111154746059,4314443,32345,472133,4314443,1606307.0,3.69923587807e+12,3.69923587807e+12,4314443
111154746551,670945,2101098,670945,nan,1386021.5,511334400852.0,511334400852.0,2101098
111154780219,864127,5360242,864127,nan,3112184.5,5.05376252331e+12,5.05376252331e+12,5360242
111154780694,348974,1509874,348974,nan,929424.0,336922202500.0,336922202500.0,1509874
111154785012,165557,1741200,165557,nan,953378.5,620662715862.0,620662715862.0,1741200
111154785510,352,3026,352,nan,1689.0,1787569.0,1787569.0,3026
111154785595,3475922,147098,3475922,nan,1811510.0,2.77026730574e+12,2.77026730574e+12,3475922
111154785796,129,10199,129,nan,5164.0,25351225.0,25351225.0,10199
111154785799,889181,194722,561059,889181,548320.666667,80460016348.2,80460016348.2,889181
111154785914,17168,936315,17168,nan,476741.5,211207801902.0,211207801902.0,936315
111154785917,2149940,2118232,2149940,nan,2134086.0,251349316.0,251349316.0,2149940
111154785997,624307,2623904,624307,nan,1624105.5,999597040602.0,999597040602.0,2623904
111154813494,13233,5443822,13233,nan,2728527.5,7.37282422173e+12,7.37282422173e+12,5443822
111154813897,515,784815,3888729,982924,1414245.75,2.17598087727e+12,2.17598087727e+12,3888729
111154813995,193892,1129662,193892,nan,661777.0,218916373225.0,218916373225.0,1129662
111154846655,6599118,3338691,6599118,nan,4968904.5,2.65759605558e+12,2.65759605558e+12,6599118
111154880416,6354356,372881,6354356,nan,3363618.5,8.94451079391e+12,8.94451079391e+12,6354356
111154880513,2768615,1278718,663384,2768615,1570239.0,781158507281.0,781158507281.0,2768615
111154880593,169460,929828,470,169460,366586.0,163380378632.0,163380378632.0,929828
111154885810,1633203,620968,1633203,nan,1127085.5,256154923806.0,256154923806.0,1633203
111154885812,254656,1518,6760,696,52914.0,10179918259.2,10179918259.2,254656
111154913797,19455,99548,19455,nan,59501.5,1603722162.25,1603722162.25,99548
111154913898,7261456,1442,7261456,nan,3631449.0,1.317695082e+13,1.317695082e+13,7261456
111154916911,1589262,852965,492168,1589262,978131.666667,208435888028.0,208435888028.0,1589262
111154946055,14631071,2067546,4316,14631071,5567644.33333,4.17823378098e+13,4.17823378098e+13,14631071
111154980117,12723,122257,12723,nan,67490.0,2999424289.0,2999424289.0,122257
111154980810,1741383,240145,694025,1741383,891851.0,395186818579.0,395186818579.0,1741383
111154982015,356290,159063,356290,nan,257676.5,9724622382.25,9724622382.25,356290
111154982617,22633,134552,5519232,22633,1892139.0,6.57998945908e+12,6.57998945908e+12,5519232
111154984218,2414117,179,1641476,1213,676542.5,962691753427.0,962691753427.0,2414117
111154984299,3743598,624874,11779,47131,1106845.5,2.3767314335e+12,2.3767314335e+12,3743598
111154984413,9788608,703347,9788608,nan,5245977.5,2.06354918595e+13,2.06354918595e+13,9788608
111154984910,3010013,283,19934,118,132567.73913,376368627001.0,376368627001.0,3010013
111154985899,2178707,921222,2178707,nan,1549964.5,395317131306.0,395317131306.0,2178707
111154988116,1922,1673,1922,nan,1797.5,15500.25,15500.25,1922
111154988392,1615293,82122,332480,687504,679349.75,338263966962.0,338263966962.0,1615293
111154988412,343,477740,343,nan,239041.5,56976973902.3,56976973902.3,477740
111154988417,3189,1918359,1579011,39121,455595.375,565535783677.0,565535783677.0,1918359
111155013690,1293683,517948,1293683,nan,905815.5,150441197556.0,150441197556.0,1293683
111155046855,4849752,2228106,14742064,2346204,5044023.6,2.50435407495e+13,2.50435407495e+13,14742064
111155113016,2637416,1633,614,2637416,879887.666667,1.54445309429e+12,1.54445309429e+12,2637416
