if_exist_rate_largerthan_2,userid
1.0,111120748353
1.0,111120816194
1.0,111120913413
1.0,111120913419
1.0,111120913797
1.0,111120948757
1.0,111121146051
1.0,111121146653
1.0,111121146854
1.0,111121346856
1.0,111121348758
1.0,111121546958
1.0,111121719751
1.0,111121746758
1.0,111121746852
1.0,111121746853
1.0,111121748358
1.0,111121819253
1.0,111121819256
1.0,111121819859
1.0,111121848558
1.0,111121946350
1.0,111121946753
1.0,111121948359
1.0,111122048550
1.0,111122148358
1.0,111122185691
1.0,111122213219
1.0,111122216991
1.0,111122246850
1.0,111122248557
1.0,111122313817
1.0,111122316191
1.0,111122346455
1.0,111122413219
1.0,111122413618
1.0,111122585710
1.0,111122613697
1.0,111122646057
1.0,111122646455
1.0,111122813896
1.0,111122846258
1.0,111122846855
1.0,111122913115
1.0,111122946052
1.0,111122946657
1.0,111122948351
1.0,111124013296
1.0,111124048351
1.0,111124148359
1.0,111124185296
1.0,111124213695
1.0,111124248351
1.0,111124313517
1.0,111124316313
1.0,111124413091
1.0,111124413619
1.0,111124413912
1.0,111124446854
1.0,111124713497
1.0,111124748757
1.0,111124748759
1.0,111124813516
1.0,111124813791
1.0,111124885697
1.0,111124913415
1.0,111124916312
1.0,111124916315
1.0,111124946453
1.0,111124946456
1.0,111124946853
1.0,111124948756
1.0,111125048353
1.0,111125146257
1.0,111125146450
1.0,111125248358
1.0,111125248550
1.0,111125346859
1.0,111125646850
1.0,111125648350
1.0,111125748757
1.0,111125848356
1.0,111125948556
1.0,111126048756
1.0,111126113291
1.0,111126113815
1.0,111126146851
1.0,111126148554
1.0,111126313816
1.0,111126316111
1.0,111126346658
1.0,111126346950
1.0,111126413290
1.0,111126446659
1.0,111126513097
1.0,111126613990
1.0,111126616394
1.0,111126646057
1.0,111126746658
1.0,111126848550
1.0,111126946055
1.0,111127348556
1.0,111127546455
1.0,111127546652
1.0,111127646856
1.0,111127846057
1.0,111127848356
1.0,111127948752
1.0,111128046150
1.0,111128048751
1.0,111128085217
1.0,111128146952
1.0,111128246253
1.0,111128248759
1.0,111128285093
1.0,111128285519
1.0,111128313496
1.0,111128346056
1.0,111128346259
1.0,111128348755
1.0,111128348757
1.0,111128413790
1.0,111128413792
1.0,111128413818
1.0,111128448356
1.0,111128448359
1.0,111128485292
1.0,111128485692
1.0,111128546853
1.0,111128548352
1.0,111128619454
1.0,111128713091
1.0,111128816395
1.0,111128819650
1.0,111128913119
1.0,111128913211
1.0,111128946850
1.0,111128948752
1.0,111129019256
1.0,111129046053
1.0,111129046150
1.0,111129048756
1.0,111129146451
1.0,111129146854
1.0,111129148755
1.0,111129213112
1.0,111129219058
1.0,111129246652
1.0,111129346159
1.0,111129348552
1.0,111129348758
1.0,111129416110
1.0,111129446458
1.0,111129446654
1.0,111129512155
1.0,111129512553
1.0,111129516992
1.0,111129546454
1.0,111129646854
1.0,111129746056
1.0,111129746255
1.0,111129746858
1.0,111129748759
1.0,111129846456
1.0,111140013713
1.0,111140016199
1.0,111140019656
1.0,111140048356
1.0,111140113090
1.0,111140146952
1.0,111140213015
1.0,111140213716
1.0,111140246153
1.0,111140246958
1.0,111140346454
1.0,111140346951
1.0,111140446452
1.0,111140446659
1.0,111140446856
1.0,111140448359
1.0,111140513515
1.0,111140516190
1.0,111140548353
1.0,111140613091
1.0,111140613511
1.0,111140616311
1.0,111140646456
1.0,111140646759
1.0,111140648555
1.0,111140713617
1.0,111140746153
1.0,111140746659
1.0,111140746757
1.0,111140746950
1.0,111140816993
1.0,111140846456
1.0,111140846850
1.0,111140848757
1.0,111140913790
1.0,111140948351
1.0,111141013016
1.0,111141013497
1.0,111141046053
1.0,111141046658
1.0,111141113716
1.0,111141116117
1.0,111141116313
1.0,111141116394
1.0,111141116997
1.0,111141148351
1.0,111141148759
1.0,111141213411
1.0,111141213416
1.0,111141213898
1.0,111141216310
1.0,111141246559
1.0,111141246753
1.0,111141313211
1.0,111141313393
1.0,111141313597
1.0,111141313998
1.0,111141316195
1.0,111141346451
1.0,111141385211
1.0,111141413112
1.0,111141413815
1.0,111141413892
1.0,111141416315
1.0,111141513413
1.0,111141548350
1.0,111141548355
1.0,111141548357
1.0,111141646055
1.0,111141713217
1.0,111141716397
1.0,111141746456
1.0,111141746655
1.0,111141813099
1.0,111141816192
1.0,111141885692
1.0,111141913998
1.0,111141916311
1.0,111141946353
1.0,111141946454
1.0,111142013010
1.0,111142013719
1.0,111142048355
1.0,111142146059
1.0,111142146953
1.0,111142213796
1.0,111142246452
1.0,111142246954
1.0,111142313695
1.0,111142346158
1.0,111142346859
1.0,111142413090
1.0,111142413511
1.0,111142413611
1.0,111142513611
1.0,111142519656
1.0,111142546158
1.0,111142613214
1.0,111142613217
1.0,111142613793
1.0,111142614154
1.0,111142614753
1.0,111142614856
1.0,111142614952
1.0,111142615357
1.0,111142619157
1.0,111142619551
1.0,111142619654
1.0,111142619752
1.0,111142646350
1.0,111142646357
1.0,111142646550
1.0,111142646556
1.0,111142646751
1.0,111142646757
1.0,111142648357
1.0,111142648556
1.0,111142713411
1.0,111142813714
1.0,111142816110
1.0,111142916992
1.0,111142916996
1.0,111143013793
1.0,111143085692
1.0,111143116399
1.0,111143116998
1.0,111143146555
1.0,111143185217
1.0,111143213110
1.0,111143213214
1.0,111143213715
1.0,111143213992
1.0,111143246951
1.0,111143313198
1.0,111143313396
1.0,111143313717
1.0,111143346350
1.0,111143346359
1.0,111143346457
1.0,111143346654
1.0,111143346856
1.0,111143413499
1.0,111143413894
1.0,111143446054
1.0,111143446257
1.0,111143446651
1.0,111143448755
1.0,111143513516
1.0,111143516119
1.0,111143546456
1.0,111143585014
1.0,111143613013
1.0,111143613016
1.0,111143613692
1.0,111143613810
1.0,111143616312
1.0,111143646651
1.0,111143713199
1.0,111143713393
1.0,111143713693
1.0,111143716397
1.0,111143716998
1.0,111143746154
1.0,111143746852
1.0,111143748751
1.0,111143785210
1.0,111143785294
1.0,111143785717
1.0,111143785990
1.0,111143885515
1.0,111143913198
1.0,111143913992
1.0,111143946651
1.0,111144016196
1.0,111144046152
1.0,111144046859
1.0,111144113092
1.0,111144146155
1.0,111144146358
1.0,111144146857
1.0,111144185794
1.0,111144213414
1.0,111144213693
1.0,111144213991
1.0,111144313095
1.0,111144316990
1.0,111144346355
1.0,111144346552
1.0,111144348757
1.0,111144413099
1.0,111144446559
1.0,111144513417
1.0,111144513494
1.0,111144613213
1.0,111144613913
1.0,111144716111
1.0,111144716118
1.0,111144746257
1.0,111144748551
1.0,111144813598
1.0,111144813810
1.0,111144848351
1.0,111144946950
1.0,111145013091
1.0,111145013297
1.0,111145013713
1.0,111145013792
1.0,111145046356
1.0,111145085390
1.0,111145113616
1.0,111145113690
1.0,111145113911
1.0,111145116399
1.0,111145116919
1.0,111145146251
1.0,111145146254
1.0,111145180515
1.0,111145180710
1.0,111145180917
1.0,111145182311
1.0,111145185595
1.0,111145185795
1.0,111145187019
1.0,111145188214
1.0,111145188296
1.0,111145188396
1.0,111145189216
1.0,111145189610
1.0,111145189913
1.0,111145213491
1.0,111145213792
1.0,111145285210
1.0,111145285218
1.0,111145313092
1.0,111145313211
1.0,111145380515
1.0,111145380696
1.0,111145380715
1.0,111145385093
1.0,111145385393
1.0,111145385614
1.0,111145446854
1.0,111145448759
1.0,111145480013
1.0,111145480312
1.0,111145480396
1.0,111145480593
1.0,111145482799
1.0,111145484096
1.0,111145484619
1.0,111145485291
1.0,111145485915
1.0,111145488010
1.0,111145488496
1.0,111145489710
1.0,111145489790
1.0,111145489991
1.0,111145513210
1.0,111145513396
1.0,111145513892
1.0,111145516994
1.0,111145546451
1.0,111145548759
1.0,111145580013
1.0,111145580413
1.0,111145580719
1.0,111145613193
1.0,111145646155
1.0,111145646256
1.0,111145646451
1.0,111145646452
1.0,111145648756
1.0,111145680592
1.0,111145680694
1.0,111145680892
1.0,111145716995
1.0,111145746054
1.0,111145746554
1.0,111145813312
1.0,111145813317
1.0,111145813995
1.0,111145816398
1.0,111145846052
1.0,111145846756
1.0,111145885190
1.0,111145885496
1.0,111145885693
1.0,111145885914
1.0,111145913816
1.0,111145916917
1.0,111145919852
1.0,111145946656
1.0,111145946755
1.0,111145946955
1.0,111145948354
1.0,111145948355
1.0,111145948755
1.0,111145980318
1.0,111145980510
1.0,111145980714
1.0,111145985612
1.0,111145985690
1.0,111145985898
1.0,111146016991
1.0,111146046053
1.0,111146213210
1.0,111146213212
1.0,111146246456
1.0,111146246858
1.0,111146313096
1.0,111146313498
1.0,111146346459
1.0,111146413013
1.0,111146446055
1.0,111146548750
1.0,111146613512
1.0,111146616193
1.0,111146646250
1.0,111146648751
1.0,111146716197
1.0,111146746058
1.0,111146746256
1.0,111146813019
1.0,111146813594
1.0,111146816911
1.0,111146848758
1.0,111146916994
1.0,111147013116
1.0,111147013312
1.0,111147013991
1.0,111147016996
1.0,111147046251
1.0,111147113218
1.0,111147146550
1.0,111147146852
1.0,111147148550
1.0,111147213514
1.0,111147213597
1.0,111147246155
1.0,111147313810
1.0,111147313897
1.0,111147313998
1.0,111147316197
1.0,111147319458
1.0,111147346655
1.0,111147348751
1.0,111147416312
1.0,111147419858
1.0,111147448555
1.0,111147516310
1.0,111147546150
1.0,111147546358
1.0,111147613013
1.0,111147613113
1.0,111147613196
1.0,111147613890
1.0,111147616994
1.0,111147619855
1.0,111147646654
1.0,111147646753
1.0,111147646855
1.0,111147713095
1.0,111147713098
1.0,111147713613
1.0,111147716192
1.0,111147716197
1.0,111147716316
1.0,111147716998
1.0,111147746159
1.0,111147813091
1.0,111147846056
1.0,111147846255
1.0,111147846952
1.0,111147913792
1.0,111147916311
1.0,111147916914
1.0,111147946150
1.0,111147946853
1.0,111148016316
1.0,111148116195
1.0,111148146253
1.0,111148146954
1.0,111148213818
1.0,111148248755
1.0,111148316119
1.0,111148346756
1.0,111148346957
1.0,111148413794
1.0,111148446056
1.0,111148513018
1.0,111148613615
1.0,111148613695
1.0,111148613699
1.0,111148646856
1.0,111148716198
1.0,111148746857
1.0,111148813718
1.0,111148816193
1.0,111148846653
1.0,111148846753
1.0,111148846754
1.0,111148913413
1.0,111148913690
1.0,111148913696
1.0,111148916315
1.0,111148948557
1.0,111148948558
1.0,111149013916
1.0,111149046453
1.0,111149048350
1.0,111149113410
1.0,111149146951
1.0,111149246052
1.0,111149313496
1.0,111149313591
1.0,111149313797
1.0,111149348751
1.0,111149416191
1.0,111149416996
1.0,111149513792
1.0,111149548752
1.0,111149548753
1.0,111149613818
1.0,111149713216
1.0,111149713416
1.0,111149713617
1.0,111149713692
1.0,111149746452
1.0,111149813794
1.0,111149846657
1.0,111149913093
1.0,111149913897
1.0,111149946257
1.0,111149948556
1.0,111149948559
1.0,111150013195
1.0,111150013496
1.0,111150013519
1.0,111150013610
1.0,111150046051
1.0,111150046052
1.0,111150084416
1.0,111150085110
1.0,111150113114
1.0,111150113712
1.0,111150116198
1.0,111150116994
1.0,111150185316
1.0,111150185394
1.0,111150185890
1.0,111150213615
1.0,111150280210
1.0,111150280692
1.0,111150280717
1.0,111150285793
1.0,111150313112
1.0,111150380018
1.0,111150385190
1.0,111150385394
1.0,111150385717
1.0,111150385816
1.0,111150448358
1.0,111150485295
1.0,111150485415
1.0,111150485518
1.0,111150513616
1.0,111150513891
1.0,111150580290
1.0,111150585593
1.0,111150613111
1.0,111150613196
1.0,111150613691
1.0,111150613910
1.0,111150646451
1.0,111150680293
1.0,111150680499
1.0,111150685895
1.0,111150780698
1.0,111150780715
1.0,111150780812
1.0,111150785899
1.0,111150813197
1.0,111150813799
1.0,111150813919
1.0,111150816196
1.0,111150880617
1.0,111150880696
1.0,111150880798
1.0,111150913010
1.0,111150913618
1.0,111150913818
1.0,111150913896
1.0,111150980219
1.0,111150980416
1.0,111150980717
1.0,111150984614
1.0,111150985091
1.0,111150985193
1.0,111150985795
1.0,111151013019
1.0,111151048759
1.0,111151085610
1.0,111151085919
1.0,111151113210
1.0,111151146854
1.0,111151185119
1.0,111151185796
1.0,111151216318
1.0,111151248359
1.0,111151285399
1.0,111151313092
1.0,111151313411
1.0,111151313492
1.0,111151385297
1.0,111151413097
1.0,111151413194
1.0,111151448558
1.0,111151485418
1.0,111151485615
1.0,111151485913
1.0,111151585117
1.0,111151613794
1.0,111151616110
1.0,111151616112
1.0,111151646854
1.0,111151713699
1.0,111151748552
1.0,111151813616
1.0,111151848554
1.0,111151916311
1.0,111151948558
1.0,111151985199
1.0,111152080211
1.0,111152084891
1.0,111152084899
1.0,111152085311
1.0,111152113111
1.0,111152113493
1.0,111152116190
1.0,111152180611
1.0,111152180910
1.0,111152185312
1.0,111152213393
1.0,111152213795
1.0,111152213812
1.0,111152216919
1.0,111152280892
1.0,111152284292
1.0,111152285012
1.0,111152285094
1.0,111152285911
1.0,111152313097
1.0,111152313892
1.0,111152316116
1.0,111152316191
1.0,111152380198
1.0,111152380591
1.0,111152380595
1.0,111152385098
1.0,111152385218
1.0,111152385291
1.0,111152385813
1.0,111152413299
1.0,111152413913
1.0,111152413914
1.0,111152480597
1.0,111152480695
1.0,111152480790
1.0,111152485910
1.0,111152513019
1.0,111152513418
1.0,111152513493
1.0,111152516117
1.0,111152580619
1.0,111152580891
1.0,111152585598
1.0,111152613315
1.0,111152616996
1.0,111152680019
1.0,111152680899
1.0,111152682399
1.0,111152682899
1.0,111152685418
1.0,111152685998
1.0,111152713518
1.0,111152713590
1.0,111152713593
1.0,111152716316
1.0,111152716394
1.0,111152780092
1.0,111152784094
1.0,111152785791
1.0,111152880996
1.0,111152882196
1.0,111152882917
1.0,111152913098
1.0,111152913695
1.0,111152980191
1.0,111152980314
1.0,111152980419
1.0,111152985019
1.0,111152985291
1.0,111152985318
1.0,111153013898
1.0,111153016995
1.0,111153085596
1.0,111153085995
1.0,111153146454
1.0,111153148551
1.0,111153185799
1.0,111153185812
1.0,111153213699
1.0,111153285414
1.0,111153285719
1.0,111153285819
1.0,111153313096
1.0,111153313112
1.0,111153313695
1.0,111153313715
1.0,111153316999
1.0,111153380614
1.0,111153413618
1.0,111153413793
1.0,111153413799
1.0,111153480697
1.0,111153513693
1.0,111153580415
1.0,111153585691
1.0,111153585811
1.0,111153585997
1.0,111153613015
1.0,111153613497
1.0,111153616113
1.0,111153680298
1.0,111153713990
1.0,111153716116
1.0,111153780093
1.0,111153813392
1.0,111153916919
1.0,111153946057
1.0,111153980716
1.0,111154013215
1.0,111154013793
1.0,111154013810
1.0,111154016194
1.0,111154048750
1.0,111154080295
1.0,111154085198
1.0,111154113616
1.0,111154113817
1.0,111154114456
1.0,111154114953
1.0,111154116917
1.0,111154119557
1.0,111154146251
1.0,111154148355
1.0,111154185190
1.0,111154185291
1.0,111154185411
1.0,111154213597
1.0,111154213697
1.0,111154213791
1.0,111154280693
1.0,111154285096
1.0,111154285491
1.0,111154310755
1.0,111154311153
1.0,111154312158
1.0,111154312350
1.0,111154312352
1.0,111154312453
1.0,111154312751
1.0,111154313257
1.0,111154313359
1.0,111154313452
1.0,111154313455
1.0,111154313550
1.0,111154313856
1.0,111154313858
1.0,111154314451
1.0,111154314556
1.0,111154314657
1.0,111154314950
1.0,111154315056
1.0,111154315550
1.0,111154317958
1.0,111154319059
1.0,111154319357
1.0,111154319452
1.0,111154319551
1.0,111154346156
1.0,111154346157
1.0,111154346652
1.0,111154348757
1.0,111154380495
1.0,111154384110
1.0,111154385190
1.0,111154385214
1.0,111154385594
1.0,111154394957
1.0,111154395155
1.0,111154395356
1.0,111154395750
1.0,111154413397
1.0,111154413514
1.0,111154448356
1.0,111154480010
1.0,111154482215
1.0,111154482698
1.0,111154482810
1.0,111154482994
1.0,111154485595
1.0,111154485799
1.0,111154485892
1.0,111154513894
1.0,111154546457
1.0,111154580290
1.0,111154580490
1.0,111154584219
1.0,111154585919
1.0,111154613515
1.0,111154613718
1.0,111154616313
1.0,111154646957
1.0,111154648755
1.0,111154680217
1.0,111154680418
1.0,111154680518
1.0,111154680893
1.0,111154685298
1.0,111154713994
1.0,111154746059
1.0,111154746551
1.0,111154746553
1.0,111154785012
1.0,111154785510
1.0,111154785799
1.0,111154785914
1.0,111154813897
1.0,111154813995
1.0,111154846655
1.0,111154848759
1.0,111154880416
1.0,111154880593
1.0,111154885810
1.0,111154885812
1.0,111154885919
1.0,111154913898
1.0,111154916911
1.0,111154946253
1.0,111154980810
1.0,111154982015
1.0,111154982617
1.0,111154984218
1.0,111154984910
1.0,111154988116
1.0,111154988392
1.0,111154988417
1.0,111155013690
1.0,111155019058
1.0,111155019458
1.0,111155046051
1.0,111155046656
1.0,111155046855
1.0,111155113016
1.0,111155113090
1.0,111155148551
1.0,111155213398
1.0,111155248751
1.0,111155285891
1.0,111155316119
1.0,111155348756
1.0,111155413119
1.0,111155416990
1.0,111155580614
1.0,111155585799
1.0,111155646655
1.0,111155648354
1.0,111155716115
1.0,111155813695
1.0,111155816119
1.0,111155846457
1.0,111155885295
1.0,111155885593
1.0,111155913214
1.0,111155980099
1.0,111155985518
1.0,111155985612
1.0,111155985697
1.0,111155985699
1.0,111156013415
1.0,111156016318
1.0,111156084098
1.0,111156085595
1.0,111156085796
1.0,111156116113
1.0,111156185012
1.0,111156185796
1.0,111156185897
1.0,111156216911
1.0,111156285313
1.0,111156313817
1.0,111156316118
1.0,111156380496
1.0,111156384219
1.0,111156384698
1.0,111156413515
1.0,111156413910
1.0,111156516397
1.0,111156585095
1.0,111156585519
1.0,111156613590
1.0,111156613898
1.0,111156616394
1.0,111156680617
1.0,111156685194
1.0,111156685912
1.0,111156713012
1.0,111156713815
1.0,111156716118
1.0,111156780313
1.0,111156780513
1.0,111156784016
1.0,111156785411
1.0,111156785611
1.0,111156813790
1.0,111156813816
1.0,111156880099
1.0,111156885690
1.0,111156885698
1.0,111156885914
1.0,111156913197
1.0,111156916313
1.0,111156980495
1.0,111156980596
1.0,111156980617
1.0,111156980711
1.0,111156984814
1.0,111156985510
1.0,111156985617
1.0,111157046859
1.0,111157080211
1.0,111157085692
1.0,111157113198
1.0,111157113919
1.0,111157113997
1.0,111157213197
1.0,111157216917
1.0,111157216990
1.0,111157313016
1.0,111157313217
1.0,111157385693
1.0,111157480016
1.0,111157480690
1.0,111157485596
1.0,111157485891
1.0,111157548756
1.0,111157585115
1.0,111157613012
1.0,111157613215
1.0,111157613293
1.0,111157648357
1.0,111157685517
1.0,111157685693
1.0,111157685992
1.0,111157713716
1.0,111157716390
1.0,111157748354
1.0,111157785113
1.0,111157785617
1.0,111157813114
1.0,111157848759
1.0,111157885099
1.0,111157885119
1.0,111157885590
1.0,111157885911
1.0,111157913298
1.0,111157913316
1.0,111157913498
1.0,111157985115
1.0,111158013515
1.0,111158013790
1.0,111158013914
1.0,111158016111
1.0,111158046857
1.0,111158080594
1.0,111158085113
1.0,111158085312
1.0,111158085414
1.0,111158085518
1.0,111158085693
1.0,111158085815
1.0,111158085892
1.0,111158113199
1.0,111158116197
1.0,111158146058
1.0,111158146252
1.0,111158180219
1.0,111158180994
1.0,111158213313
1.0,111158213618
1.0,111158248555
1.0,111158280110
1.0,111158280511
1.0,111158285390
1.0,111158285419
1.0,111158313398
1.0,111158346055
1.0,111158348557
1.0,111158385494
1.0,111158385613
1.0,111158385895
1.0,111158413414
1.0,111158413795
1.0,111158413796
1.0,111158480092
1.0,111158480712
1.0,111158485392
1.0,111158485417
1.0,111158485993
1.0,111158513591
1.0,111158513916
1.0,111158516315
1.0,111158516991
1.0,111158516998
1.0,111158580099
1.0,111158580214
1.0,111158580614
1.0,111158585393
1.0,111158585793
1.0,111158613118
1.0,111158680490
1.0,111158680590
1.0,111158680910
1.0,111158685998
1.0,111158713393
1.0,111158713617
1.0,111158780799
1.0,111158785217
1.0,111158785697
1.0,111158785811
1.0,111158813219
1.0,111158813597
1.0,111158880019
1.0,111158880614
1.0,111158880798
1.0,111158913499
1.0,111158913812
1.0,111158948755
1.0,111158985212
1.0,111158985213
1.0,111158985318
1.0,111158985714
1.0,111158985798
1.0,111159085215
1.0,111159085718
1.0,111159085913
1.0,111159113499
1.0,111159113911
1.0,111159148351
1.0,111159180595
1.0,111159180598
1.0,111159185995
1.0,111159280518
1.0,111159284612
1.0,111159285316
1.0,111159285890
1.0,111159313393
1.0,111159346252
1.0,111159385116
1.0,111159485210
1.0,111159513212
1.0,111159513713
1.0,111159516911
1.0,111159580711
1.0,111159585115
1.0,111159585291
1.0,111159585411
1.0,111159585712
1.0,111159613991
1.0,111159616311
1.0,111159713715
1.0,111159785014
1.0,111159785118
1.0,111159785296
1.0,111159785590
1.0,111159785810
1.0,111159813313
1.0,111159813318
1.0,111159816115
1.0,111159846050
1.0,111159885014
1.0,111159885194
1.0,111159885198
1.0,111159885310
1.0,111159885990
1.0,111159913317
1.0,111159913794
1.0,111159948751
1.0,111159980615
1.0,111159985317
1.0,111190013016
1.0,111190013017
1.0,111190013317
1.0,111190013591
1.0,111190016194
1.0,111190016318
1.0,111190016395
1.0,111190313296
1.0,111190313418
1.0,111190316312
1.0,111190413417
1.0,111190413793
1.0,111190513513
1.0,111190513699
1.0,111190516116
1.0,111190516994
1.0,111190613118
1.0,111190613499
1.0,111190616190
1.0,111190685212
1.0,111190713210
1.0,111190713510
1.0,111190713599
1.0,111190713695
1.0,111190713710
1.0,111190713715
1.0,111190716190
1.0,111190716195
1.0,111190813117
1.0,111190813417
1.0,111190816917
1.0,111190885215
1.0,111190885299
1.0,111190885619
1.0,111190913096
1.0,111190916996
1.0,111191013611
1.0,111191013810
1.0,111191016196
1.0,111191213411
1.0,111191216191
1.0,111191216194
1.0,111191216318
1.0,111191313011
1.0,111191316313
1.0,111191316990
1.0,111191416111
1.0,111191513014
1.0,111191513097
1.0,111191513499
1.0,111191613097
1.0,111191616991
1.0,111191713210
1.0,111191713515
1.0,111191713519
1.0,111191713716
1.0,111191813799
1.0,111191816191
1.0,111191913091
1.0,111191916112
1.0,111192013299
1.0,111192016197
1.0,111192016992
1.0,111192085297
1.0,111192113310
1.0,111192113690
1.0,111192213013
1.0,111192213596
1.0,111192213897
1.0,111192216111
1.0,111192216996
1.0,111192285214
1.0,111192313093
1.0,111192313494
1.0,111192316919
1.0,111192413214
1.0,111192413411
1.0,111192413714
1.0,111192413793
1.0,111192413898
1.0,111192416112
1.0,111192416911
1.0,111192513014
1.0,111192513516
1.0,111192513899
1.0,111192513991
1.0,111192613399
1.0,111192613414
1.0,111192613797
1.0,111192613898
1.0,111192616190
1.0,111192713612
1.0,111192713898
1.0,111192716312
1.0,111192785691
1.0,111192813693
1.0,111192813694
1.0,111192885699
1.0,111192913495
1.0,111192913712
1.0,111192913819
1.0,111192913919
1.0,111192916193
1.0,111192985615
1.0,111193013598
1.0,111193316914
1.0,111193413098
1.0,111193413519
1.0,111193416995
1.0,111193516198
1.0,111193516396
1.0,111193613012
1.0,111193716992
1.0,111193816392
1.0,111193913090
1.0,111195013691
1.0,111195216116
1.0,111195216990
1.0,111195313698
1.0,111195316914
1.0,111195413718
1.0,111195416997
1.0,111195513212
1.0,111195513294
1.0,111195613011
1.0,111195613019
1.0,111195613293
1.0,111195613519
1.0,111195613718
1.0,111195713295
1.0,111195713595
1.0,111195713816
1.0,111195716315
1.0,111195813011
1.0,111195813290
1.0,111195813499
1.0,111195813891
1.0,111195813910
1.0,111195816193
1.0,111195816199
1.0,111195816397
1.0,111195916111
1.0,111196013592
1.0,111196016391
1.0,111196113610
1.0,111196116118
1.0,111196185290
1.0,111196185410
1.0,111196185796
1.0,111196213115
1.0,111196213498
1.0,111196213517
1.0,111196213599
1.0,111196285791
1.0,111196313196
1.0,111196313397
1.0,111196313612
1.0,111196313810
1.0,111196385790
1.0,111196413098
1.0,111196413791
1.0,111196513116
1.0,111196516111
1.0,111196516116
1.0,111196516399
1.0,111196516992
1.0,111196585790
1.0,111196613094
1.0,111196613496
1.0,111196613612
1.0,111196685213
1.0,111196685695
1.0,111196685697
1.0,111196713013
1.0,111196713814
1.0,111196716992
1.0,111196813290
1.0,111196816318
1.0,111196816914
1.0,111196885613
1.0,111196913017
1.0,111196913496
1.0,111196913497
1.0,111196913596
1.0,111196913919
1.0,111196916312
1.0,111196985019
1.0,111196985090
1.0,111196985211
1.0,111197113091
1.0,111197113717
1.0,111197116319
1.0,111197213016
1.0,111197213719
1.0,111197216392
1.0,111197313298
1.0,111197513217
1.0,111197816310
1.0,111197913411
1.0,111197913498
1.0,111197916194
1.0,111199013095
1.0,111199113514
1.0,111199116398
1.0,111199413691
1.0,111199513090
1.0,111199513095
1.0,111199613496
1.0,111199613914
1.0,111199616312
1.0,111199616911
1.0,111199713898
1.0,111199713911
1.0,111199716193
1.0,111199813691
1.0,111199913199
1.0,111420113294
1.0,111420113298
1.0,111420113619
1.0,111420113693
1.0,111420213798
1.0,111420313799
1.0,111420413291
1.0,111420513299
1.0,111420516114
1.0,111420516911
1.0,111420616117
1.0,111420713090
1.0,111420813696
1.0,111420813713
1.0,111420913616
1.0,111421013497
1.0,111421013693
1.0,111421016192
1.0,111421016199
1.0,111421016391
1.0,111421016394
1.0,111421016990
1.0,111421113414
1.0,111421113416
1.0,111421113813
1.0,111421213211
1.0,111421213697
1.0,111421213798
1.0,111421313010
1.0,111421313016
1.0,111421313093
1.0,111421313619
1.0,111421313718
1.0,111421313995
1.0,111421316198
1.0,111421413210
1.0,111421413290
1.0,111421413592
1.0,111421416115
1.0,111421616197
1.0,111421616314
1.0,111421685014
1.0,111421713897
1.0,111421716193
1.0,111421716317
1.0,111421716398
1.0,111421813291
1.0,111421813293
1.0,111421813799
1.0,111421816196
1.0,111421913690
1.0,111421916113
1.0,111421916391
1.0,111422013016
1.0,111422013217
1.0,111422013291
1.0,111422013714
1.0,111422116393
1.0,111422613012
1.0,111422613017
1.0,111422616119
1.0,111422713012
1.0,111422716395
1.0,111422716397
1.0,111422813215
1.0,111422813295
1.0,111422816115
1.0,111422913699
1.0,111423113092
1.0,111423113214
1.0,111423113495
1.0,111423113612
1.0,111423116119
1.0,111423213910
1.0,111423216190
1.0,111423285714
1.0,111423285897
1.0,111423313414
1.0,111423313615
1.0,111423316390
1.0,111423316393
1.0,111423385295
1.0,111423413015
1.0,111423413590
1.0,111423413616
1.0,111423413813
1.0,111423413817
1.0,111423513112
1.0,111423513319
1.0,111423513919
1.0,111423613193
1.0,111423613614
1.0,111423613992
1.0,111423616191
1.0,111423616311
1.0,111423616396
1.0,111423813192
1.0,111423813193
1.0,111423813599
1.0,111423913011
1.0,111423913294
1.0,111423913696
1.0,111423913890
1.0,111423916919
1.0,111423985290
1.0,111423985299
1.0,111423985891
1.0,111424013294
1.0,111424113093
1.0,111424113617
1.0,111424113618
1.0,111424116317
1.0,111424213016
1.0,111424216119
1.0,111424313016
1.0,111424413296
1.0,111424413594
1.0,111424416115
1.0,111424516195
1.0,111424613091
1.0,111424613218
1.0,111424613513
1.0,111424713711
1.0,111424913219
1.0,111424916111
1.0,111424916999
1.0,111426116118
1.0,111426116919
1.0,111426216914
1.0,111426413511
1.0,111426413713
1.0,111426416115
1.0,111426416995
1.0,111426613212
1.0,111426613617
1.0,111426713016
1.0,111426716198
1.0,111426913298
1.0,111426913698
1.0,111426916112
1.0,111426916114
1.0,111427013292
1.0,111427013595
1.0,111427080297
1.0,111427080592
1.0,111427080716
1.0,111427113715
1.0,111427113719
1.0,111427116199
1.0,111427116391
1.0,111427213011
1.0,111427213494
1.0,111427213593
1.0,111427213919
1.0,111427216917
1.0,111427313012
1.0,111427313512
1.0,111427316195
1.0,111427316397
1.0,111427413790
1.0,111427416993
1.0,111427513911
1.0,111427516317
1.0,111427516993
1.0,111427613414
1.0,111427613710
1.0,111427616311
1.0,111427616392
1.0,111427680219
1.0,111427680813
1.0,111427713194
1.0,111427716393
