userid,Type1_num_by_day,Type2_num_by_day,Type3_num_by_day,Type4_num_by_day,Type5_num_by_day,Type6_num_by_day,Type7_num_by_day,Type8_num_by_day,Type9_num_by_day,days
111192313715,1.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,1
111192313794,4.69,0.0,0.0,0.0,1.19,0.44,0.0,0.25,0.25,16
111192316919,2.0,0.0,0.0,0.0,2.2,0.4,0.0,0.2,0.2,5
111192316991,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1
111192413012,1.29,0.0,0.0,0.0,1.71,0.71,0.14,0.0,0.0,7
111192413214,1.0,0.0,0.0,0.0,1.33,1.67,0.0,0.33,0.0,3
111192413410,0.91,0.0,0.0,0.0,0.73,0.18,0.09,0.0,0.0,11
111192413411,1.9,0.0,0.0,0.0,1.4,0.8,0.0,0.6,0.2,10
111192413415,1.5,0.0,0.0,0.0,4.0,0.75,0.25,0.0,0.0,4
111192413693,0.91,0.0,0.0,0.0,1.82,1.55,0.0,0.09,0.09,11
111192413713,2.6,0.0,0.0,0.0,2.8,2.8,0.0,0.0,0.0,5
111192413714,0.82,0.18,2.82,0.27,4.36,2.45,0.18,0.36,0.36,11
111192413793,1.45,0.05,0.2,0.0,1.4,0.45,0.05,0.1,0.1,20
111192413898,0.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
111192413912,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,4
111192413918,2.0,0.0,0.0,0.0,4.5,2.0,0.0,1.0,1.0,2
111192413992,1.5,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2
111192413994,1.0,0.0,0.0,0.0,1.0,0.88,0.0,0.0,0.0,8
111192416112,1.43,0.07,0.3,0.26,1.66,0.68,0.0,0.14,0.12,74
111192416911,1.78,0.0,0.0,0.0,2.44,0.67,0.0,0.11,0.11,9
111192513014,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,4
111192513317,1.27,0.0,0.0,0.0,0.82,0.82,0.0,0.09,0.09,11
111192513516,2.0,2.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,1
111192513712,1.47,0.04,0.49,0.05,1.39,0.45,0.0,0.04,0.01,74
111192513717,1.0,1.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,1
111192513899,2.0,0.0,0.0,0.0,1.25,0.25,0.0,0.25,0.25,4
111192513991,0.5,0.0,0.0,0.0,2.1,1.1,0.0,0.1,0.0,10
111192516313,1.33,0.0,0.0,0.0,0.67,1.0,0.0,0.11,0.11,9
111192516917,1.5,0.0,0.0,0.0,2.0,1.5,0.0,1.0,1.0,2
111192516990,1.0,0.0,0.0,0.0,2.33,1.67,0.0,0.33,0.33,3
111192516996,1.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,2
111192613399,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1
111192613414,1.47,0.0,0.53,0.06,1.94,0.88,0.24,0.24,0.24,17
111192613419,1.67,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3
111192613697,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
111192613699,1.0,0.5,0.0,0.0,2.5,1.0,0.5,0.0,0.0,2
111192613797,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3
111192613898,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
111192616116,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3
111192616190,2.67,0.0,0.0,0.0,2.67,4.0,0.0,0.33,0.33,3
111192616317,1.25,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4
111192616319,1.75,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.25,4
111192616914,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
111192685298,1.33,0.0,0.0,0.0,2.11,0.67,0.0,0.22,0.22,9
111192713011,1.0,0.67,1.75,0.0,2.42,1.42,0.17,0.0,0.0,12
111192713612,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.33,0.0,3
111192713616,1.2,0.0,0.0,0.0,2.0,1.0,0.0,0.2,0.0,5
111192713696,3.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,1
111192713898,1.27,0.35,0.04,0.42,1.46,0.85,0.0,0.08,0.08,26
111192716198,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,2
111192716312,1.92,0.0,0.0,0.0,0.38,0.0,0.0,0.08,0.08,13
111192716392,0.8,0.0,0.0,0.0,3.8,0.6,0.0,0.0,0.0,5
111192785213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
111192785511,1.2,0.0,0.0,0.0,1.0,1.8,0.0,0.0,0.0,5
111192785515,1.2,0.6,0.0,0.0,1.4,1.0,0.2,0.0,0.0,5
111192785691,1.5,0.0,0.0,0.0,2.62,0.62,0.0,0.0,0.0,8
111192785696,1.25,0.0,0.0,0.0,0.75,0.5,0.0,0.12,0.12,8
111192785795,1.12,0.12,0.25,0.0,0.75,0.12,0.12,0.0,0.0,8
111192813093,0.83,0.17,0.0,0.0,0.5,0.33,0.17,0.0,0.0,6
111192813693,3.67,0.33,0.0,0.0,5.0,4.67,0.0,0.33,0.17,6
111192813694,1.6,0.0,0.0,0.0,1.0,0.6,0.0,0.4,0.2,5
111192816197,1.0,0.17,0.0,0.17,1.0,0.33,0.17,0.0,0.0,6
111192816393,2.6,0.0,0.0,0.0,2.4,0.2,0.0,0.0,0.0,5
111192885296,0.8,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,5
111192885510,1.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,1
111192885590,1.5,0.0,0.0,0.0,1.5,2.5,0.0,0.0,0.0,4
111192885595,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5
111192885599,0.83,0.0,0.0,0.0,2.0,0.67,0.0,0.67,0.33,6
111192885690,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1
111192885699,0.4,0.0,0.0,0.0,2.6,0.4,0.0,0.2,0.2,5
111192913094,1.5,0.0,0.0,0.0,2.0,3.5,0.0,0.0,0.0,2
111192913219,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1
111192913299,1.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,3
111192913398,1.5,0.0,0.0,0.0,2.5,3.5,0.0,0.5,0.5,2
111192913495,1.18,0.0,0.09,0.09,0.73,0.45,0.0,0.18,0.09,11
111192913692,6.0,0.0,0.0,1.0,11.0,4.0,3.0,0.0,0.0,1
111192913712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
111192913719,3.0,0.6,0.0,0.2,1.6,0.8,0.2,0.6,0.2,5
111192913819,2.67,0.0,0.0,0.0,1.67,0.67,0.0,0.67,0.67,3
111192913918,1.25,0.0,0.0,0.0,0.75,0.5,0.0,0.25,0.25,4
111192913919,1.62,0.0,0.0,0.0,2.31,1.08,0.0,0.85,0.69,13
111192916116,1.33,0.0,0.17,0.0,0.83,0.83,0.0,0.17,0.17,6
111192916119,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
111192916192,0.86,0.0,0.0,0.0,2.0,1.86,0.0,0.0,0.0,7
111192916193,1.31,0.0,0.0,0.0,0.77,0.54,0.0,0.38,0.15,13
111192916992,1.0,0.0,0.0,0.0,1.67,1.67,0.0,0.0,0.0,3
111192985615,0.94,0.31,1.0,0.31,2.06,0.62,0.25,0.19,0.19,16
111193013292,1.71,0.0,0.0,0.0,2.59,1.76,0.0,0.53,0.41,17
111193013598,1.7,0.0,0.0,0.0,0.65,0.4,0.0,0.3,0.0,20
111193016394,1.1,0.1,1.1,0.8,1.8,0.5,0.1,0.0,0.0,10
111193113710,1.0,0.0,0.0,0.0,1.33,0.67,0.0,0.0,0.0,3
111193113715,1.79,0.37,0.05,0.05,2.26,1.32,0.16,0.05,0.05,19
111193113794,1.33,0.0,0.0,0.0,2.0,1.33,0.0,0.0,0.0,3
111193213094,5.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2
111193213298,1.67,0.0,0.0,0.0,2.33,0.33,0.0,0.0,0.0,3
111193213513,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1
111193213718,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1
111193216112,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1
111193313291,1.13,0.07,0.07,0.0,0.8,0.47,0.07,0.0,0.0,15
111193316117,1.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,1
111193316119,1.4,0.0,0.0,0.0,1.4,0.2,0.0,0.0,0.0,5
111193316914,1.33,0.25,0.46,0.04,1.17,0.54,0.04,0.12,0.0,24
111193316995,1.11,0.0,0.0,0.0,1.33,0.89,0.0,0.0,0.0,9
111193413017,1.0,0.0,0.0,0.0,0.67,0.33,0.0,0.0,0.0,3
111193413091,1.0,0.0,0.0,0.0,5.0,0.5,0.0,0.0,0.0,2
111193413092,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
111193413098,1.33,0.0,0.11,0.3,1.33,0.7,0.11,0.15,0.04,27
111193413519,2.18,0.0,0.0,0.0,0.64,0.45,0.0,0.36,0.0,11
111193413790,1.18,0.0,0.0,0.0,1.27,0.45,0.0,0.09,0.0,11
111193416114,1.63,0.0,0.0,0.0,0.42,0.32,0.0,0.0,0.0,19
111193416319,1.43,0.0,0.0,0.0,1.86,0.71,0.0,0.14,0.0,7
111193416397,2.0,0.0,0.0,0.0,2.2,2.4,0.0,0.0,0.0,5
111193416399,1.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,2
111193416995,1.71,0.0,0.0,0.0,1.05,0.67,0.05,0.33,0.0,21
111193516198,1.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,1
111193516396,1.25,0.0,0.0,0.0,3.0,1.5,0.0,0.0,0.0,8
111193613012,4.17,0.0,0.0,0.0,2.33,0.67,0.0,0.25,0.25,12
111193613014,1.14,0.43,0.0,0.29,1.14,0.43,0.14,0.0,0.0,7
111193613212,1.22,0.0,0.0,0.0,1.11,0.33,0.0,0.11,0.0,9
111193613690,1.6,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,5
111193613691,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1
111193613793,2.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,1
111193613796,1.6,0.0,0.0,0.0,1.8,0.2,0.0,0.0,0.0,5
111193713210,1.14,0.0,0.0,0.0,1.43,0.86,0.0,0.0,0.0,7
111193713593,1.25,0.0,0.0,0.0,1.25,0.25,0.0,0.0,0.0,4
111193713599,1.5,0.0,0.1,0.0,2.0,0.9,0.0,0.2,0.1,10
111193716112,1.27,0.0,0.0,0.0,1.73,2.45,0.0,0.0,0.0,11
111193716114,1.4,0.49,0.46,0.43,0.71,0.49,0.0,0.0,0.0,35
111193716190,2.25,0.0,0.0,0.0,2.5,7.75,0.0,0.0,0.0,4
111193716193,2.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1
111193716395,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1
111193716992,1.2,0.0,0.0,0.0,2.0,1.2,0.0,0.0,0.0,5
111193813090,2.0,0.0,0.0,0.0,4.33,1.33,0.0,0.0,0.0,6
111193813619,1.0,0.0,0.0,0.0,2.0,1.33,0.0,0.0,0.0,3
111193816316,1.91,0.01,0.14,0.07,2.8,0.17,0.0,0.0,0.0,70
111193816392,1.56,0.11,0.11,0.0,1.33,0.33,0.11,0.56,0.22,9
111193913090,1.67,0.0,0.08,0.0,1.25,0.58,0.25,0.17,0.17,12
111193913096,1.0,2.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,1
111193913294,1.5,0.0,6.0,0.0,6.5,2.0,0.5,0.0,0.0,2
111193913299,3.2,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,10
111193916196,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1
111193916390,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4
111195013090,1.25,0.0,0.0,0.0,0.38,0.12,0.0,0.0,0.0,8
111195013691,1.6,0.0,0.0,0.0,0.8,0.4,0.0,0.2,0.0,5
111195013694,1.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,2
111195013698,1.67,0.0,0.0,0.0,1.67,1.0,0.0,0.0,0.0,3
111195016119,1.0,0.0,0.0,0.0,1.33,0.33,0.0,0.0,0.0,3
111195016193,1.07,0.0,0.07,0.0,1.33,0.33,0.07,0.0,0.0,15
111195016990,1.33,0.0,0.0,0.0,2.33,1.0,0.0,0.0,0.0,3
111195113017,1.75,0.0,0.0,0.0,2.75,0.5,0.0,0.0,0.0,4
111195113099,1.15,0.15,0.0,0.85,5.0,0.69,0.23,0.0,0.0,13
111195113617,3.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,1
111195113694,1.36,0.07,0.0,0.07,2.07,0.07,0.07,0.0,0.0,14
111195113696,1.27,0.0,0.0,0.0,1.73,0.36,0.18,0.18,0.09,11
111195116993,2.25,0.0,0.0,0.0,4.25,3.0,0.0,0.0,0.0,4
111195213212,2.33,0.0,0.0,0.0,1.67,0.33,0.0,0.0,0.0,3
111195213411,1.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,2
111195213413,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1
111195213416,0.6,0.0,0.0,0.0,1.8,0.6,0.0,0.0,0.0,5
111195213418,0.33,0.0,0.0,0.0,1.33,0.67,0.0,0.0,0.0,3
111195213616,1.33,0.0,0.0,0.0,3.33,1.0,0.0,0.0,0.0,3
111195213695,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111195213698,1.8,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,5
111195213716,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1
111195213796,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1
111195216115,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1
111195216116,1.48,0.0,0.0,0.1,1.81,2.05,0.1,0.19,0.0,21
111195216990,2.67,0.0,0.0,0.0,2.67,0.67,0.0,0.33,0.0,3
111195313018,2.87,0.04,0.48,0.0,0.74,0.13,0.04,0.43,0.43,23
111195313290,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
111195313613,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1
111195313690,1.0,0.0,0.0,0.0,0.71,0.43,0.0,0.0,0.0,21
111195313693,1.0,0.0,0.0,0.0,1.67,1.0,0.0,0.0,0.0,3
111195313698,1.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,2
111195316192,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1
111195316316,1.0,1.5,0.0,0.0,1.5,0.5,0.5,0.0,0.0,2
111195316397,2.14,0.0,0.0,0.0,0.75,0.07,0.01,0.0,0.0,100
111195316914,1.41,0.0,0.0,0.0,0.65,0.12,0.06,0.06,0.0,17
111195413094,2.5,0.0,0.0,0.0,5.5,0.5,0.0,0.0,0.0,2
111195413097,1.71,0.0,0.0,0.0,2.0,1.0,0.0,0.29,0.0,7
111195413616,2.44,0.0,0.0,0.0,1.56,1.67,0.0,0.11,0.0,9
111195413718,2.25,0.0,0.0,0.0,2.75,0.88,0.0,0.5,0.0,8
111195416917,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1
111195416997,1.0,0.4,0.0,1.2,3.2,1.8,0.2,0.2,0.2,5
111195513212,1.36,0.0,0.0,0.0,0.91,0.55,0.0,0.18,0.0,11
111195513293,1.0,0.0,0.0,0.0,5.0,3.75,0.0,0.0,0.0,4
111195513294,1.49,0.0,0.26,0.0,1.71,0.6,0.09,0.06,0.0,35
111195513613,1.0,0.5,0.0,0.0,1.75,1.38,0.0,0.0,0.0,8
111195513696,1.5,0.0,0.0,0.0,1.75,0.25,0.0,0.0,0.0,4
111195513710,1.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,4
111195516914,1.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,4
111195516993,1.5,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2
111195613011,1.67,0.0,0.0,0.0,2.67,1.33,0.0,1.0,0.0,6
111195613019,5.67,0.0,0.0,0.0,2.67,0.67,0.0,0.33,0.0,6
111195613212,1.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,2
111195613293,1.63,0.0,0.05,0.0,0.89,0.53,0.11,0.21,0.05,19
111195613519,1.6,0.0,0.0,0.0,0.8,0.6,0.0,0.2,0.0,5
111195613598,1.0,0.0,0.0,0.0,3.0,2.33,0.0,0.0,0.0,3
111195613614,1.0,0.0,0.0,0.0,1.67,0.67,0.0,0.0,0.0,3
111195613691,1.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,2
111195613694,3.53,0.0,0.07,0.0,1.47,0.4,0.0,0.8,0.67,15
111195613710,1.09,0.0,0.0,0.0,0.82,0.09,0.0,0.0,0.0,11
111195613717,1.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,2
111195613718,2.12,0.0,0.0,0.0,1.94,0.47,0.0,0.18,0.0,17
111195616117,1.33,0.0,0.0,0.0,1.67,0.5,0.0,0.0,0.0,6
111195616197,1.09,0.0,0.0,0.0,0.73,0.09,0.09,0.0,0.0,11
111195616998,1.33,0.0,0.0,0.0,8.33,2.0,0.0,0.0,0.0,3
111195713013,2.0,0.0,0.0,0.0,3.0,2.5,0.0,0.0,0.0,2
111195713216,1.12,0.0,0.0,0.0,0.75,0.12,0.0,0.0,0.0,8
111195713295,1.14,0.0,0.0,0.0,1.29,0.43,0.0,0.14,0.0,7
111195713418,1.0,0.0,0.0,0.0,0.67,1.0,0.0,0.0,0.0,3
111195713516,1.25,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,4
111195713595,1.29,0.0,0.0,0.0,2.0,0.43,0.14,0.07,0.0,14
111195713816,1.56,0.0,0.0,0.0,2.78,0.72,0.11,0.06,0.06,18
111195716315,1.2,0.35,0.35,0.85,0.35,0.1,0.1,0.05,0.05,20
111195716994,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1
111195813011,2.32,0.0,0.0,0.0,1.1,0.55,0.0,0.32,0.1,31
111195813013,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1
111195813014,1.33,0.0,0.0,0.0,3.33,3.67,0.0,0.0,0.0,3
111195813290,2.43,0.0,0.0,0.0,5.0,1.86,0.0,0.0,0.0,7
111195813499,2.4,0.0,0.0,0.0,1.6,0.67,0.0,0.2,0.0,15
111195813797,1.0,0.0,0.0,0.0,2.5,0.33,0.0,0.0,0.0,6
111195813891,2.33,0.0,0.0,0.0,4.67,3.0,0.0,1.33,0.0,3
111195813910,1.0,0.0,0.0,0.0,1.1,0.1,0.0,0.1,0.0,10
111195813916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
111195816193,1.18,0.55,0.0,0.82,2.36,1.36,0.18,0.0,0.0,11
111195816199,1.62,0.0,0.0,0.0,0.81,0.14,0.0,0.1,0.0,21
111195816397,1.33,0.0,0.0,0.0,1.0,1.67,0.0,0.0,0.0,3
111195913299,1.33,0.0,0.0,0.0,2.33,1.0,0.0,0.0,0.0,3
111195913418,1.75,0.0,0.0,0.0,3.0,2.75,0.0,0.0,0.0,4
111195913494,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
111195913613,1.5,0.0,0.12,0.0,1.5,1.12,0.12,0.25,0.12,8
111195913893,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,1
111195916111,2.5,0.0,0.0,0.0,6.5,3.0,0.0,0.0,0.0,2
111196013091,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,2
111196013592,1.7,0.0,0.0,0.0,1.6,0.7,0.0,0.1,0.1,10
111196013614,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,4
111196016191,0.6,0.0,0.0,0.0,1.2,1.6,0.0,0.2,0.0,5
111196016391,2.0,0.0,0.0,0.0,2.44,0.89,0.0,0.44,0.44,9
111196113316,5.09,0.0,0.0,0.0,4.91,3.27,0.0,0.45,0.55,11
111196113410,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2
111196113518,0.89,0.0,0.0,0.0,1.78,1.56,0.0,0.0,0.0,9
111196113610,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111196113799,0.38,0.0,0.0,0.0,1.12,0.88,0.0,0.0,0.0,8
111196113817,0.6,0.0,0.0,0.0,0.8,0.6,0.0,0.4,0.0,5
111196116118,0.0,0.0,0.0,0.0,3.8,0.6,0.0,0.4,0.0,5
111196116195,0.5,0.0,0.0,0.0,4.33,0.17,0.0,0.0,0.0,6
111196116395,1.06,0.0,0.0,0.0,1.56,0.69,0.0,0.0,0.0,16
111196185092,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2
111196185290,1.6,0.0,0.0,0.0,2.2,0.4,0.0,0.0,0.0,5
111196185410,0.0,0.0,0.0,0.0,4.25,0.25,0.0,0.75,0.0,4
111196185519,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,1
111196185592,1.5,0.5,0.0,0.0,2.0,0.5,0.5,0.0,0.0,2
111196185692,1.21,0.0,0.0,0.0,2.32,0.74,0.0,1.21,0.0,19
111196185693,0.5,0.0,0.0,0.0,3.67,0.17,0.0,0.0,0.0,6
111196185796,1.0,0.15,0.0,0.15,1.46,0.85,0.0,0.0,0.0,13
111196213115,1.33,0.0,0.0,0.0,2.22,1.22,0.0,0.22,0.22,9
111196213119,0.4,0.0,0.0,0.0,2.4,0.8,0.0,0.0,0.0,5
111196213298,1.21,0.14,0.0,0.14,2.29,0.71,0.14,0.07,0.07,14
111196213299,0.78,0.0,0.0,0.0,1.89,0.0,0.0,0.11,0.0,9
111196213314,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.17,0.0,6
111196213412,1.33,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3
111196213493,1.38,1.15,2.38,0.0,0.31,0.31,0.23,0.23,0.0,13
111196213498,0.33,0.0,0.0,0.0,1.33,0.33,0.0,0.33,0.0,3
111196213517,1.0,2.0,2.0,0.0,1.67,0.0,0.0,0.0,0.0,3
111196213599,0.5,0.0,0.0,0.0,1.67,1.0,0.0,0.17,0.0,6
111196213711,0.17,0.0,0.0,0.0,4.0,0.0,0.0,0.17,0.0,6
111196213716,0.17,0.0,0.0,0.0,1.67,1.17,0.0,0.0,0.0,6
111196213790,1.0,0.0,0.0,0.43,2.71,1.14,0.14,0.0,0.0,7
111196213915,0.33,0.0,0.0,0.0,1.67,0.0,0.0,0.33,0.0,3
111196213991,1.81,0.0,0.15,0.0,0.78,0.19,0.07,0.48,0.44,27
111196213995,0.33,0.0,0.0,0.0,3.67,1.67,0.0,0.0,0.0,3
111196216316,0.2,0.0,0.0,0.0,1.6,1.0,0.0,0.0,0.0,5
111196216392,0.86,0.0,0.0,0.0,0.86,0.29,0.0,0.29,0.0,7
111196216397,0.6,0.0,0.0,0.0,3.6,1.8,0.0,0.0,0.0,5
111196285292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
111196285411,1.0,0.0,0.0,0.0,0.83,0.33,0.0,0.0,0.0,6
111196285416,0.0,0.0,0.0,0.0,5.33,2.0,0.0,0.0,0.0,3
111196285616,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,0.0,2
111196285791,2.36,0.0,0.0,0.0,1.64,0.27,0.0,0.0,0.0,11
111196313095,1.0,0.0,0.0,0.0,1.0,2.67,0.0,0.0,0.0,3
111196313111,0.86,0.0,0.0,0.0,1.29,0.43,0.0,0.0,0.0,7
111196313115,0.17,0.0,0.0,0.0,1.5,0.17,0.0,0.5,0.0,6
111196313196,1.12,0.38,0.0,0.0,2.0,1.25,0.25,0.25,0.12,8
111196313313,0.0,0.0,0.0,0.0,2.0,3.5,0.0,0.0,0.0,2
111196313397,1.0,0.0,0.0,0.0,1.4,0.5,0.0,0.4,0.0,10
111196313414,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4
111196313490,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1
111196313495,0.0,0.0,0.0,0.0,3.67,0.0,0.0,0.33,0.0,3
111196313610,0.2,0.0,0.0,0.0,1.6,0.8,0.0,0.6,0.0,5
111196313612,1.12,0.0,0.0,0.0,1.41,0.24,0.12,0.0,0.0,17
111196313694,0.0,0.0,0.0,0.0,4.33,2.0,0.0,0.67,0.0,3
111196313810,2.04,0.0,0.0,0.0,1.81,0.69,0.0,0.27,0.23,26
111196313912,0.82,0.0,0.18,0.0,1.12,0.65,0.12,0.18,0.12,17
111196313994,0.8,0.0,0.0,0.0,3.8,0.2,0.0,0.6,0.0,5
111196316117,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.67,0.0,3
111196316312,1.05,0.08,0.03,0.08,0.82,0.32,0.0,0.0,0.0,62
111196316992,0.0,0.0,0.0,0.0,6.0,2.5,0.0,0.0,0.0,2
111196316993,1.0,4.33,1.33,4.33,4.67,1.33,0.33,0.0,0.0,3
111196385216,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1
111196385694,0.8,1.0,0.0,0.0,1.4,1.2,0.2,0.0,0.0,5
111196385790,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.33,0.0,3
111196413098,0.0,0.0,0.0,0.0,2.29,0.57,0.0,0.14,0.0,7
111196413115,0.4,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5
111196413192,0.0,0.0,0.0,0.0,2.5,1.5,0.0,0.0,0.0,2
111196413494,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
111196413496,0.8,0.0,0.0,0.0,2.5,1.4,0.2,0.0,0.0,10
111196413691,1.43,0.21,0.14,0.21,1.07,0.79,0.07,0.0,0.0,14
111196413696,0.4,0.6,0.0,0.2,2.4,1.6,0.2,0.0,0.0,5
111196413791,1.39,0.44,1.0,0.22,2.89,0.78,0.17,0.11,0.11,18
111196413810,0.57,0.0,0.0,0.0,1.0,0.14,0.0,0.0,0.0,7
111196413816,0.0,0.0,0.0,0.0,4.25,0.5,0.0,0.25,0.0,4
111196416197,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1
111196416390,1.0,0.0,0.0,0.0,1.33,0.67,0.0,0.0,0.0,3
111196485612,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1
111196513116,1.67,0.0,0.0,0.0,1.67,1.0,0.33,0.33,0.33,3
111196513413,1.0,0.0,0.0,0.0,1.43,2.0,0.0,0.14,0.0,7
111196513511,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.5,0.0,2
111196513618,0.5,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,2
111196513790,2.5,0.0,0.0,0.0,1.5,2.5,0.0,0.0,0.0,2
111196513893,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,2
111196516111,0.0,0.0,0.0,0.0,6.33,5.0,0.0,0.0,0.0,3
111196516116,1.33,0.0,0.0,0.0,1.33,1.0,0.33,0.33,0.33,3
