userid,order_day_mean,day_after_lastorder
111457313813,260.0,0
111457513212,92.67,0
111457713212,70.33,0
111457713817,329.0,23
111457716919,179.0,0
111457813614,1.0,0
111457813793,4.0,0
111457916192,66.0,0
111458113510,81.67,2
111458116192,138.0,5
111458213496,43.0,49
111458213511,26.0,0
111458213615,7.67,1
111458313214,53.0,1
111458316393,9.2,0
111458516393,58.0,104
111458713213,28.75,18
111458716315,1.0,1
111458813096,3.0,3
111458813693,93.0,195
111458913695,68.0,0
111459013417,1.0,1
111459113496,55.67,12
111459113811,35.0,0
111459116312,2.67,0
111459216115,3.0,24
111459216315,55.0,47
111459313813,112.0,0
111459413516,1.0,208
111459516195,9.5,8
111459516993,30.22,2
111459613197,256.0,0
111459613699,99.0,0
111459813117,215.0,0
111459813990,30.5,0
111459913697,137.0,67
111459916917,1.0,1
111490516315,35.83,9
111490516995,1.0,33
111490616316,1.0,0
111491116316,88.5,48
111491213298,34.0,1
111491216197,15.0,0
111491416998,53.0,14
111491513611,39.0,0
111491516319,1.0,5
111491613017,1.0,4
111491613616,4.0,0
111491616198,248.0,0
111491813511,66.0,3
111491916310,29.0,0
111492216199,1.0,3
111492413710,23.0,4
111492613692,23.0,111
111492716998,202.0,0
111492816312,13.0,1
111492913611,96.0,0
111492916995,4.0,0
111493416319,41.0,0
111493516195,16.0,0
111493713698,79.0,41
111493716319,1.5,1
111493916399,1.0,0
111495016111,35.75,22
111495016390,1.0,2
111495116319,58.0,69
111495116911,67.0,0
111495413294,53.33,61
111495416110,1.0,9
111495513219,1.0,0
111495513698,7.0,3
111495713014,73.0,12
111495713295,43.0,34
111495716112,6.5,112
111495816199,42.25,65
111495816319,53.0,26
111495816395,228.0,1
111495816914,148.0,111
111495913217,170.5,0
111495916318,33.5,5
111496013699,77.0,239
111496013819,47.0,69
111496016197,13.0,0
111496016390,60.0,2
111496113599,9.0,0
111496113715,223.0,0
111496313211,1.0,2
111496416113,222.0,81
111496513412,1.0,1
111496713092,180.0,56
111496785296,86.67,0
111496813012,201.0,15
111496913012,42.5,1
111497013714,1.0,3
111497116313,48.0,146
111497516318,43.0,14
111497816118,215.0,0
111499013413,2.0,2
111499113215,1.0,0
111499113591,196.0,1
111499116115,255.0,46
111499116394,1.0,1
111499185495,3.0,4
111499185598,43.0,0
111499185716,19.0,38
111499213416,161.0,47
111499213514,215.0,0
111499280018,1.0,0
111499280099,69.0,5
111499280690,33.0,5
111499282213,12.5,27
111499282997,215.0,30
111499284491,242.0,1
111499285092,12.0,18
111499285499,70.0,1
111499287013,51.0,22
111499287299,2.0,5
111499288419,104.0,66
111499288696,92.0,129
111499289015,119.0,13
111499289297,151.0,1
111499294913,16.0,26
111499295996,1.0,4
111499316193,46.6,42
111499413016,36.0,1
111499413310,105.5,47
111499413519,2.0,1
111499416310,83.0,49
111499513299,262.0,0
111499513519,20.0,15
111499513717,4.0,0
111499613391,248.0,1
111499613816,7.5,0
111499813210,1.0,1
111499813719,18.0,10
111499913018,47.0,3
111499913396,8.0,26
111499913695,41.5,1
111499913994,139.0,3
111499985291,59.0,0
111499985793,39.0,0
111721648756,107.5,58
111800046455,3.5,1
111800148751,134.0,8
111800248752,67.5,32
111800346057,1.0,162
111800546856,1.0,0
111800746058,2.0,0
111800748759,48.0,10
111800846252,28.0,8
111800846658,35.0,1
111800846852,117.0,7
111801019152,43.0,35
111801019659,23.0,0
111801019758,2.0,104
111801019856,19.0,22
111801046156,13.0,95
111801046451,66.0,67
111801119453,60.0,0
111801119851,63.0,0
111801246250,16.33,22
111801319852,25.0,51
111801346557,72.0,0
111801346852,47.0,0
111801446055,125.0,42
111801446058,58.0,7
111801446654,1.0,13
111801519656,91.0,0
111801646258,85.0,13
111801646557,1.0,35
111801648557,9.5,1
111801648750,12.0,0
111801946450,36.0,0
111802046856,49.5,3
111802248553,21.0,1
111802346156,46.0,0
111802346854,1.0,14
111802548556,26.0,1
111802748554,1.0,1
111802846856,40.5,73
111802848557,1.0,1
111802946250,2.0,3
111802946451,1.0,1
111802946958,1.5,0
111802948755,3.0,7
111803019358,1.0,10
111803019450,1.5,0
111803019457,1.0,10
111803046156,89.0,0
111803046854,15.5,9
111803048557,80.0,1
111803110053,1.0,8
111803110155,45.0,0
111803110458,18.0,55
111803110459,42.0,7
111803113251,74.0,17
111803114057,71.0,5
111803114752,76.0,0
111803115450,43.0,0
111803115455,81.0,1
111803115758,7.5,73
111803119455,49.0,0
111803119650,51.0,4
111803146952,4.33,0
111803219258,78.0,0
111803219658,1.0,0
111803219859,22.0,63
111803319054,75.0,7
111803319254,16.8,15
111803346154,21.0,47
111803346357,103.0,0
111803346758,92.0,67
111803346855,15.0,95
111803348554,105.0,4
111803348559,44.0,6
111803410755,42.0,59
111803412352,2.0,2
111803414354,46.0,11
111803414455,58.0,0
111803414553,36.0,5
111803414657,29.0,5
111803415056,65.0,1
111803419951,36.0,14
111803446057,74.0,13
111803446250,76.0,7
111803519256,23.5,88
111803519358,1.0,4
111803519652,13.0,12
111803546956,33.0,0
111803548350,13.0,0
111803548359,13.0,117
111803548557,1.5,0
111803614255,39.0,13
111803614457,19.0,32
111803619257,5.0,1
111803619553,1.0,37
111803646156,1.0,4
111803646254,8.0,89
111803646353,70.0,5
111803648753,28.0,28
111803714156,74.0,9
111803714353,69.0,1
111803714950,74.0,0
111803714953,17.5,0
111803719051,1.0,14
111803719457,1.0,1
111803814055,11.5,1
111803814453,17.0,78
111803814458,5.0,10
111803814657,1.0,2
111803814854,147.0,12
111803819258,67.0,5
111803819658,41.0,0
111803846050,1.0,1
111803846351,17.0,0
111803846757,1.0,7
111803848354,2.0,29
111803848359,3.0,5
111803848553,36.0,12
111803848756,74.0,2
111803914957,1.0,4
111803946251,28.0,0
111803948759,197.0,10
111804046852,8.6,0
111804046955,40.0,0
111804146958,1.0,0
111804246858,54.0,72
111804546652,1.0,4
111804548356,8.0,0
111804548552,11.2,8
111804746357,25.5,30
111804746757,5.0,1
111804748550,42.0,0
111804846859,9.0,79
111804946258,2.0,0
111804948559,2.0,0
111805046255,15.0,4
111805446456,1.0,26
111805448355,1.0,49
111805646055,53.0,0
111805646056,20.0,0
111805646250,7.0,31
111805646856,7.0,83
111805648751,4.0,63
111805846058,1.0,3
111806046251,14.0,0
111806046357,66.0,7
111806048750,1.0,6
111806346350,1.0,40
111806346452,3.0,110
111806346551,100.0,124
111806348752,122.5,0
111806446054,175.0,8
111806446952,98.0,86
111806448550,6.33,0
111806546451,58.5,0
111806646251,12.0,0
111806746850,6.25,0
111806746852,15.5,0
111806748554,15.0,0
111807046250,1.0,0
111807046257,1.0,1
111807046453,61.0,30
111807146857,45.5,2
111807148555,3.0,0
111807346659,31.0,2
111807446852,1.0,0
111807448356,1.0,0
111807546951,1.0,12
111807646650,53.0,2
111807746254,5.33,19
111807746453,20.33,14
111807946856,32.8,3
111807948757,1.0,2
111808219854,1.0,46
111808246556,20.33,1
111808248358,25.33,1
111808346255,57.0,10
111808346952,4.0,0
111808446757,52.0,2
111808448359,28.0,6
111808546558,21.5,0
111808548556,2.0,1
111808646455,42.0,14
111808646555,99.0,23
111808646658,41.0,0
111808746858,2.0,0
111808819457,12.75,3
111808819858,34.0,1
111808846759,119.0,3
111808946758,6.0,3
111809019855,1.0,22
111809046151,127.0,0
111809048751,9.0,0
111809146356,2.0,0
111809148353,124.0,0
111809246450,22.0,2
111809346251,2.0,0
111809346359,7.8,0
111809419456,2.0,2
111809446151,42.67,4
111809446452,1.0,57
111809446554,3.0,33
111809646853,1.0,1
111809646951,20.0,4
111809746754,12.5,8
111809748750,17.67,0
111809946053,17.0,1
111820046152,3.0,4
111820319857,6.0,1
111820346855,1.0,22
111820546056,1.0,4
111820546455,1.0,0
111820646154,5.0,2
111820646451,10.0,0
111820746051,3.0,0
111820746057,2.0,3
111820819851,16.0,10
111822119057,8.0,0
111822146058,14.0,4
111822146557,16.5,2
111822219856,10.0,2
111822248750,1.0,0
111822446350,3.0,4
111822546252,1.0,0
111822548353,1.0,1
111822646453,1.0,0
111822646655,4.0,7
111822646857,1.0,0
111822746450,7.0,2
111822846152,1.0,3
111822846352,1.0,1
111822846855,1.0,31
111822946259,3.0,0
111822946659,2.5,1
111822948752,45.0,0
111823216990,1.0,0
111823413618,2.0,1
111823513297,212.0,1
111823516118,28.33,57
111823516318,4.0,46
111823916194,123.0,165
111824646157,1.0,0
111825146158,2.0,2
111825148350,1.0,1
111825148359,1.0,8
111825148559,3.0,8
111825148754,1.0,0
111825948356,3.0,1
111826148351,1.0,0
111826246653,13.0,8
111826346357,1.0,1
111826348751,1.5,4
111826546357,28.0,14
111826746750,1.0,0
111826748555,1.0,50
111826846058,23.0,6
111826846156,2.0,0
111826846657,1.0,5
111827246053,1.0,2
111827246950,1.0,0
111827248754,2.0,0
111827446956,1.0,11
111827719054,1.0,0
111827746459,1.75,0
111827746856,14.0,0
111827848358,11.0,0
111827848758,5.0,8
111827946750,18.0,1
111840014758,10.0,0
111840019052,2.0,0
111840114155,3.0,0
111840114257,2.0,1
111840119259,70.0,0
111840119558,1.0,1
111840119654,10.5,11
111840119859,107.0,0
111840146253,5.0,1
111840146853,17.5,0
111840215058,80.0,1
111840215957,1.0,8
111840219256,14.0,3
111840246758,17.0,0
111840248754,2.5,0
111840314259,20.0,5
111840314452,1.0,6
111840314459,50.5,1
111840314950,2.0,90
111840346157,6.5,0
111840346750,1.0,1
111840348351,17.0,9
111840348358,1.0,7
111840348751,29.0,4
111840414156,2.0,0
111840414955,12.0,6
111840446458,22.0,15
111840446755,1.0,0
111840514152,49.0,0
111840514154,1.0,112
111840515152,1.0,0
111840519155,1.0,7
111840519255,22.0,0
111840519357,4.0,2
111840546450,35.0,16
111840546758,15.0,5
111840614653,7.0,8
111840619055,3.0,3
111840619356,7.0,0
111840714151,22.0,0
111840714352,1.0,0
111840719856,1.0,0
111840746352,3.0,2
111840746453,150.0,1
111840746956,7.5,3
111840748550,2.0,7
111840819956,1.0,22
111840846650,1.0,0
111840919554,7.0,0
111840919753,3.0,1
111840919852,1.0,62
111840919858,4.0,2
111840946152,1.0,0
111840946459,12.0,7
111840946754,2.0,12
111840946756,14.0,1
111840946858,12.5,1
111840948555,5.0,0
111841019558,21.0,1
111841046355,15.0,0
111841119255,1.0,0
111841119855,1.0,0
111841148755,3.0,32
111841248555,4.0,2
111841446154,1.0,0
111841446859,1.0,14
111841519255,1.0,0
111841519659,1.0,5
111841546252,1.0,4
111841646356,1.0,1
111841714952,1.0,2
111841814457,1.0,0
111841819154,1.0,17
111841819256,1.5,46
111841846057,19.0,0
111841846153,6.67,0
111841846753,1.5,0
111841848352,1.0,0
111841848359,3.5,2
111841946656,9.0,0
111842019253,13.0,82
111842019952,19.0,5
111842046657,34.0,26
111842046853,9.5,1
111842119456,10.5,6
111842146052,8.0,0
111842146053,32.0,22
111842146452,4.0,0
111842148757,1.0,5
111842214652,98.0,1
111842246954,56.0,0
111842314856,87.0,0
111842346958,68.0,0
111842412453,58.0,0
111842412654,11.0,0
111842414453,22.0,0
111842414553,7.0,17
111842414556,36.0,3
111842414558,1.0,57
111842415157,109.0,9
111842415255,63.5,0
111842417854,61.0,18
111842419055,19.0,0
111842419855,2.5,1
111842419858,9.0,7
111842446252,50.0,0
111842446354,1.0,0
111842519459,27.0,1
111842614458,1.0,12
111842619054,14.0,2
111842619152,42.0,0
111842646158,1.0,3
111842646259,18.0,0
111842646453,9.0,41
111842646458,71.0,1
111842646658,36.0,17
111842646858,19.0,8
111842646952,3.0,2
111842648556,1.0,5
111842648756,1.0,0
111842712557,1.0,0
111842715158,126.0,0
111842748353,28.0,8
111842748551,4.0,96
111842748557,1.0,0
111842815652,1.0,35
111842815755,8.33,0
111842819459,29.0,1
111842819650,3.0,1
111842846258,8.0,102
111842846655,11.0,4
111842915250,1.0,12
111842919154,14.5,3
111842946155,4.0,0
111842946253,21.0,30
111842946356,101.0,0
111843019056,1.0,1
111843114652,4.0,0
111843114655,4.0,0
111843119355,1.5,3
111843148358,8.0,2
111843246054,1.5,1
111843246252,3.5,1
111843248552,4.0,1
111843319256,25.0,3
111843319957,98.0,0
111843346858,10.0,2
111843348758,1.0,6
111843446958,14.0,0
111843448550,2.0,0
111843546450,1.0,1
111843648552,1.0,3
111843719059,9.0,2
111843719757,1.0,1
111843848559,2.0,0
111844019253,5.67,3
111844046058,4.0,5
111844046550,1.0,1
111844048553,23.0,1
111844048750,1.0,0
111844048752,4.5,2
111844119152,1.0,1
111844119357,1.0,3
111844119452,9.0,1
111844146355,1.0,2
111844146357,2.0,0
111844146755,10.5,0
111844146854,2.0,0
111844219451,3.0,0
111844246250,33.0,5
111844246255,1.0,0
111844246857,14.0,9
111844246959,1.0,8
111844314159,2.0,0
111844319059,14.0,0
111844419254,32.0,1
111844419550,1.67,0
111844419955,1.0,32
111844448555,13.6,1
111844519255,1.0,0
111844546355,1.0,8
111844546751,50.0,2
111844546953,2.67,2
111844619658,2.5,7
111844646353,5.0,4
111844646559,4.0,0
111844648752,7.5,8
111844719154,2.0,68
111844719251,2.0,0
111844719650,4.0,1
111844719855,52.5,0
111844746257,1.0,13
111844746655,20.0,0
111844819356,3.0,4
111844819655,6.0,7
111844846857,7.0,1
111844919156,50.0,16
111844919453,87.0,0
111844946156,37.0,0
111845014556,4.0,1
111845014752,101.0,0
111845014856,20.5,0
111845019250,28.0,0
111845048352,6.0,0
111845114551,2.5,1
111845119459,6.0,49
111845119556,2.0,0
111845119654,6.0,7
111845119950,2.5,6
111845146354,1.0,5
111845214954,24.5,1
111845219556,14.0,10
111845219956,1.0,28
111845246352,2.67,1
111845248555,1.0,0
111845248557,1.0,0
111845314356,1.0,9
111845315851,1.0,1
111845319353,1.0,2
111845319657,67.0,7
111845346756,30.75,0
111845348757,127.5,1
111845419251,20.0,0
111845419455,32.0,89
111845446150,3.0,5
111845448357,9.0,0
111845514053,6.0,1
111845519850,1.0,1
111845546158,6.0,3
111845614056,1.0,6
111845614058,5.0,2
111845614853,1.0,1
111845614957,14.33,6
111845619159,1.0,1
111845648353,1.0,7
111845648759,14.0,6
111845714459,10.0,28
111845714650,47.5,2
111845714655,2.0,1
111845715359,11.0,0
111845746252,128.5,1
111845746258,17.0,0
111845815057,34.5,0
111845815456,4.0,0
111845819352,9.0,1
111845819951,1.0,25
111845846952,9.0,40
111845914750,3.33,3
111845919154,7.0,4
111845919159,1.5,1
111845946157,1.0,2
111845946550,2.0,0
111845946951,6.0,0
111845946954,12.0,19
111845948352,61.0,1
111846014059,10.0,14
111846019751,8.0,12
111846046552,1.5,1
111846048350,63.0,27
111846048354,34.33,0
111846114756,1.0,0
111846119351,6.0,96
111846146055,27.0,1
111846146651,65.0,6
111846148357,244.0,0
111846214055,12.0,7
111846219659,62.0,43
111846246253,1.0,73
111846246356,51.0,0
111846248553,1.0,2
111846314152,152.0,1
111846314855,2.0,0
111846346154,1.0,1
111846346657,27.0,35
111846346959,24.0,1
111846419250,13.0,104
111846419451,8.0,1
111846446256,26.0,15
111846514956,132.0,0
111846519550,3.0,11
111846519652,4.0,0
111846519859,22.0,1
111846546958,3.0,2
111846614153,16.0,18
111846614551,1.0,6
111846619059,21.0,14
111846619156,1.0,0
111846619159,1.0,81
111846646359,9.0,21
111846648550,26.0,11
111846719556,19.0,0
111846746651,3.0,3
111846746655,1.0,20
111846746659,195.0,29
111846819157,1.0,0
111846819253,49.0,0
111846819254,3.0,1
111846819652,3.0,2
111846819658,1.0,1
111846819759,1.0,2
111846846958,1.0,0
111846919158,8.0,0
111846919458,31.0,0
111846919550,2.0,7
111846919852,2.0,1
111846946650,2.0,0
111846946657,2.0,74
111847015851,74.0,0
111847019054,4.0,0
111847046253,6.0,0
111847119756,13.5,0
111847146359,1.0,0
111847146858,2.5,0
111847214752,1.0,37
111847214857,21.5,1
111847219350,1.0,1
111847219557,1.0,1
111847219652,14.0,6
111847219751,6.0,4
111847246754,11.67,0
111847319854,54.0,8
111847346452,1.0,14
111847346557,26.0,0
111847348354,1.0,3
111847414055,4.0,0
111847414257,8.0,0
111847446352,1.0,2
111847512358,1.0,0
111847517853,34.0,1
111847519354,11.0,11
111847612359,21.0,3
111847615555,19.0,1
111847615957,14.0,0
111847714159,7.0,0
111847714458,19.0,6
111847715858,5.0,1
111847719653,2.0,0
111847719956,1.0,0
111847748753,23.0,0
111847814351,1.0,1
111847814957,7.0,0
111847819457,7.0,0
111847819750,13.0,19
111847846157,10.0,10
111847846758,2.0,94
111847848351,26.0,0
111847914453,12.0,106
111847914554,1.0,7
111847915455,20.0,83
111847919453,3.25,3
111847919955,5.5,0
111847946254,25.0,0
111848019157,9.0,0
111848019257,23.67,1
111848046353,27.0,3
111848119958,1.0,0
111848146056,6.0,3
111848148755,7.0,0
111848219057,3.0,0
111848219453,1.0,17
111848246654,1.0,2
111848319952,6.0,17
111848348552,17.0,0
111848419159,31.0,3
111848419257,41.5,6
111848446152,52.0,1
111848446351,11.0,4
111848446952,3.0,3
111848619659,7.0,0
111848646157,28.0,0
111848719558,12.0,1
111848746050,14.0,0
111848846852,25.0,0
111848848757,4.0,5
111848914452,1.0,0
111848919156,16.5,0
111848919355,40.0,0
111848919658,19.0,11
111848946453,7.0,12
111848946458,1.0,3
111849114453,1.0,0
111849146259,15.0,0
111849146653,4.5,1
111849148355,1.0,0
111849246458,21.0,0
111849246755,1.0,23
111849246859,5.0,3
111849248754,2.0,0
111849346655,11.67,25
111849348354,2.0,2
111849414057,21.0,0
111849419552,1.0,1
111849419956,1.0,26
111849646354,7.5,0
111849646757,1.0,1
111849646758,5.67,52
111849646856,2.25,2
111849746150,3.0,1
111849746156,8.0,2
111849746751,25.0,1
111849746854,1.0,0
111849846054,11.0,10
111849846259,1.0,0
111849846856,7.33,8
111849946250,5.0,0
111849946255,1.0,5
111849946258,1.0,9
111849946652,2.0,5
111850046856,38.0,7
111850246157,34.0,4
111850248359,33.5,4
111850746259,230.0,0
111850748555,35.0,1
111850946954,28.0,0
111851046051,37.0,0
111851146050,6.5,1
111851148351,2.0,10
111851248554,5.0,0
111851348756,30.0,124
111851448759,1.0,4
111851546254,55.5,0
111851548355,26.0,84
111851746052,274.0,1
111851748754,1.5,0
111851848551,116.0,0
111851948755,66.5,7
111851948756,12.0,0
111853146259,3.0,0
111853148753,17.0,1
111853446856,1.0,3
111853448558,1.0,0
111853546851,1.0,0
111853546852,238.0,1
111853646057,1.0,136
111853746157,1.0,0
111853746658,1.0,0
111853746850,1.0,4
111853746856,1.0,164
111853846656,19.0,5
111853946155,125.0,0
111853946459,83.0,0
111854046152,64.0,1
111854146159,143.0,0
111854148557,6.0,3
111854346258,3.0,1
111854346456,1.0,2
111854446453,2.0,0
111854446458,1.0,78
111854448350,38.0,1
111854546156,1.25,0
111854546255,1.0,0
111854746052,3.5,1
111854746254,58.0,5
111854846853,23.0,4
111854946655,15.25,0
111855046051,18.0,1
111855146653,37.0,6
111855146956,13.0,114
111855148556,135.5,0
111855319255,236.0,16
111855319257,12.5,0
111855348558,144.5,0
111855348754,296.0,0
111855419051,16.0,33
111855446254,124.0,0
111855446753,4.33,173
111855448759,125.0,0
111855519858,6.0,1
111855546553,45.0,104
111855646658,19.9,0
111855646756,6.4,134
111855646757,154.0,0
111855646859,155.5,41
111855648559,9.67,0
111855746656,6.0,3
111855819654,16.0,0
111855846651,47.0,0
111855848553,51.0,0
111855946050,1.0,93
111855946551,9.0,217
111857019255,4.67,0
111857046259,112.0,0
111857048553,24.5,7
111857246552,14.0,42
111857319852,17.25,117
111857346350,259.0,2
111857346357,26.0,0
111857346552,181.0,7
111857346957,44.0,0
111857446454,19.86,25
111857448551,69.0,1
111857519255,97.5,0
111857519658,105.0,16
111857648751,8.14,0
111857746655,15.5,1
111857846454,1.0,90
111857946157,102.0,1
111857946854,235.0,35
111858046454,253.0,0
111858048553,40.0,2
111858148552,58.5,156
111858246655,1.0,154
111858246859,3.0,93
111858346154,1.0,277
111858346454,6.0,259
111858446054,21.0,1
111858446058,1.0,1
111858446957,3.0,1
111858448754,11.5,23
111858746257,173.0,28
111858746459,36.0,7
111858748752,7.0,0
111858748753,180.0,13
111858846854,1.0,9
111858848756,43.6,1
111858948752,1.0,26
111859046253,15.0,13
111859046254,4.0,0
111859248758,8.5,1
111859348558,28.83,16
111859446451,238.0,5
111859646459,147.0,42
111859646855,65.75,0
111859648755,1.0,1
111859846159,45.0,111
111859846955,65.0,0
112500065084,31.0,3
112500065587,15.0,0
112500165880,1.0,5
112500265706,89.0,0
112500269602,3.0,1
112500365885,108.0,19
112500369387,10.5,0
112500465205,68.0,72
112500565603,1.67,7
112500565708,94.0,1
112500565809,18.0,0
112500665287,16.0,9
112500665980,70.0,37
112500669300,42.5,61
112500765088,35.25,0
112500765107,74.0,0
112500869605,23.2,0
112500965080,79.0,8
112500965702,97.0,0
112500969601,1.0,7
112501065182,1.0,7
112501065400,87.0,64
112501065589,8.83,1
112501065701,18.75,3
112501065908,103.0,16
112501069187,29.5,2
112501069300,1.0,2
112501069304,28.0,20
112501083581,22.0,23
112501165103,18.25,0
112501165305,1.0,46
112501165306,62.0,1
112501169684,18.4,10
112501265301,8.0,3
112501265483,4.0,96
112501265786,42.67,0
112501265981,30.75,0
112501365303,13.0,1
112501365383,18.0,0
112501365703,15.0,0
112501369182,3.0,95
112501383504,1.0,10
112501465406,55.0,0
112501465784,51.5,3
112501469182,14.25,0
112501565483,81.0,0
112501565602,5.0,76
112501569384,24.5,69
112501569680,2.0,5
112501583087,3.0,0
112501665087,15.0,0
112501665188,62.0,1
112501765586,9.0,0
112501783581,24.0,13
112501865305,1.0,0
112501865404,2.5,1
112501965086,4.0,0
112501965408,48.0,0
112502069384,21.57,0
112502265080,109.0,0
112502265583,121.0,0
112502269185,38.0,22
112502269189,2.0,0
112502365808,52.5,62
112502365900,10.75,4
112502469180,71.0,4
112502665900,33.43,3
112502765281,77.0,0
112502765703,129.0,5
112502765802,2.0,192
112502769306,2.0,0
112502769609,1.0,122
112502865083,55.0,0
112502869608,1.0,41
112502965084,3.5,0
112502965086,10.0,0
112502965482,1.0,0
112502965585,40.0,0
112502965889,3.5,0
112502969604,62.0,2
112503065582,1.0,0
112503069688,1.0,0
112503165585,1.0,6
112503165805,19.0,0
112503169687,1.0,0
112503183005,13.0,1
112503265283,9.0,0
112503265689,1.0,51
112503265788,44.0,0
112503265985,22.0,0
112503269680,35.0,21
112503365483,2.0,88
112503365708,6.0,0
112503469384,64.0,106
112503565083,60.0,14
112503565186,67.0,4
112503565588,83.0,4
112503565609,131.0,58
112503565804,29.5,0
112503565980,14.0,2
112503569689,32.0,0
112503665183,32.0,1
112503665488,1.0,0
112503665687,59.0,0
112503665800,24.0,3
112503665905,1.0,128
112503765087,39.0,44
112503765886,1.0,8
112503783480,9.0,1
112503865184,3.0,6
112503865185,136.0,4
112503865607,1.0,2
112503865781,10.0,0
112503965286,5.0,65
112503965483,34.0,4
112504065001,1.0,0
112504065004,5.0,0
112504065284,1.0,26
112504065802,69.5,0
112504065902,39.0,0
112504069300,3.0,1
112504165008,1.5,0
112504165188,159.0,1
112504165486,3.5,0
112504165981,25.0,0
112504165984,1.0,20
112504169183,8.25,1
112504265908,16.5,2
112504269387,1.0,0
112504269389,158.0,12
112504365085,12.0,19
112504365586,1.0,1
112504369388,1.0,0
112504369600,3.0,12
112504465209,9.0,13
112504465284,3.0,0
112504465407,8.0,86
112504469188,1.0,25
112504483284,20.0,9
112504569301,19.0,1
112504665206,83.0,9
112504669181,4.33,120
112504669187,1.0,0
112504669305,4.0,0
112504769606,99.0,9
112504865703,4.5,0
112504869602,64.0,48
112504965487,37.0,15
112505065007,5.0,1
112505065084,67.0,166
112505065288,11.0,0
112505169385,3.0,0
112505269600,87.0,24
112505269686,143.0,50
112505465586,1.0,1
112505565408,9.0,0
112505569389,3.0,1
112505569686,83.5,10
112505665581,52.0,0
112505765204,33.0,0
112505765483,10.0,0
112505865483,1.0,136
112505865582,136.0,1
112505965203,55.0,9
112505965902,59.0,18
112506065181,45.67,1
112506065289,12.67,0
112506080085,2.5,148
112506080300,12.0,1
112506080402,1.0,7
112506080406,60.0,0
112506080807,78.0,6
112506080989,4.0,86
112506082787,51.0,2
112506083002,2.0,9
112506083187,9.0,53
112506083301,77.0,2
112506083489,103.0,9
112506083584,22.0,46
112506083702,1.0,81
112506083909,1.0,1
112506084205,74.0,1
112506084302,25.67,1
112506084408,17.0,0
112506084500,29.5,0
112506084989,26.0,0
112506086303,41.0,0
112506086681,18.33,1
112506086800,100.0,1
112506087508,58.0,4
112506087981,27.0,11
112506165789,45.0,0
112506165909,1.0,7
112506180508,1.0,14
112506265008,1.0,0
112506265586,21.0,9
112506265802,2.0,128
112506280300,75.0,1
112506280388,42.0,11
112506280401,28.0,73
112506280606,5.5,6
112506280609,24.0,0
112506280785,1.67,0
112506280805,1.0,106
112506280906,50.5,0
112506282504,65.0,7
112506283087,37.0,3
112506283408,38.0,17
112506283502,1.0,31
112506283580,41.0,4
112506283983,2.0,0
112506369387,83.5,43
112506380084,3.0,0
112506380401,54.0,5
112506380903,27.0,0
112506383207,76.0,9
112506383384,4.0,2
112506383683,1.0,1
112506383708,2.5,5
112506383883,1.0,50
112506465000,12.0,7
112506465001,82.0,0
112506465089,45.5,5
112506465785,1.0,5
112506469602,1.0,0
112506469682,10.0,53
112506469687,44.67,0
112506480002,61.0,53
112506480185,14.0,4
112506480481,77.0,0
112506480483,90.0,12
112506480783,5.0,1
112506481705,37.0,1
112506482184,1.0,0
112506482203,98.0,13
112506483487,23.0,6
112506483506,45.0,91
112506483702,39.5,0
112506483805,4.0,0
112506483902,1.0,111
112506484986,30.5,0
112506486382,10.0,88
112506486500,78.0,14
112506488006,76.0,0
112506565085,9.0,1
112506565185,7.5,4
112506565300,10.0,0
112506565306,1.0,86
112506565407,20.0,10
112506565686,3.0,3
112506565688,3.0,23
112506565900,24.0,5
112506565904,1.0,0
112506565985,31.0,1
112506569188,91.0,0
112506569387,59.0,0
112506569684,1.0,0
112506580003,33.0,6
112506580205,19.0,0
112506580288,35.0,28
112506580503,66.0,0
112506580703,1.0,47
112506580783,6.5,8
112506583281,14.0,73
112506583381,3.0,1
112506583586,1.0,2
112506583600,4.0,14
112506665381,1.0,48
112506665809,23.0,0
112506669300,7.0,2
112506669301,97.0,0
112506669381,12.0,13
112506669682,35.75,15
112506669686,2.0,47
112506680209,1.0,0
112506680306,2.0,24
112506680381,11.0,35
112506680585,7.0,4
112506680606,51.0,0
112506682504,16.0,2
112506683684,1.0,2
112506765186,90.0,6
112506765404,4.0,2
112506765508,2.0,26
112506765682,1.0,30
112506765907,79.0,11
112506765908,14.0,0
112506783004,2.0,3
112506783304,8.67,5
112506783380,6.0,23
112506783503,3.0,0
112506865102,15.5,0
112506865909,23.0,115
112506865981,1.0,1
112506869602,15.4,0
112506883080,21.0,14
112506883506,4.0,55
112506883703,4.0,1
112506883889,1.0,5
112506965486,51.0,5
112506969601,1.0,0
112506980901,17.5,1
112506983083,1.0,1
112506983800,48.0,2
112506983805,52.67,1
112507065080,2.67,0
112507065581,1.0,0
112507065584,82.0,21
112507165083,5.0,103
112507165202,71.0,3
112507169308,13.0,5
112507265489,6.0,1
112507269184,64.5,1
112507269382,137.0,0
112507269606,2.0,1
112507365289,3.0,82
112507369689,121.0,2
112507465886,1.0,4
112507665589,46.33,1
112507669186,23.2,1
112507765205,31.0,0
112507869186,14.0,2
112507969601,2.0,0
112508065100,1.0,61
112508065302,1.0,68
112508065602,9.0,4
112508165186,9.0,0
112508165386,57.0,15
112508165506,119.5,44
112508265186,30.0,2
112508265685,1.0,3
112508265706,1.0,13
112508269183,26.0,0
112508365002,1.0,1
112508365305,14.0,0
112508365487,35.0,0
