userid,actionType1,actionType2,actionType3,actionType4,actionType5,actionType6,actionType7,actionType8,actionType9
111156980617,3,3,2,3,4,4,2,2,1
111156980619,7,2,0,2,14,1,1,0,0
111156980711,6,1,0,0,6,5,1,1,1
111156980719,0,0,0,0,0,0,1,0,0
111156984098,6,4,3,0,12,4,0,0,0
111156984116,9,8,1,13,11,1,2,0,1
111156984195,13,12,11,1,20,5,1,0,0
111156984314,1,0,0,0,2,1,1,0,0
111156984410,8,0,0,0,6,2,1,1,1
111156984417,1,0,2,0,1,1,1,0,0
111156984612,1,0,0,0,2,1,1,0,0
111156984698,6,0,0,0,8,3,2,0,0
111156984814,5,1,0,0,2,1,2,0,0
111156985015,3,0,0,0,12,15,1,0,0
111156985397,2,0,0,0,2,2,0,0,0
111156985510,14,0,3,0,7,3,2,2,1
111156985519,3,0,0,0,6,2,1,0,0
111156985590,3,0,0,0,5,2,1,0,0
111156985617,5,3,0,4,6,2,0,0,0
111156985895,0,0,0,0,2,2,1,0,0
111157013096,3,0,0,0,1,0,0,0,0
111157013112,4,1,3,3,12,4,1,0,0
111157013113,6,0,3,3,17,3,2,0,0
111157013197,0,0,0,0,0,0,1,0,0
111157013412,30,0,9,1,9,8,1,3,0
111157013498,13,2,1,0,10,5,2,2,1
111157013599,3,0,4,32,11,2,2,1,0
111157013690,5,1,5,10,4,1,0,0,0
111157013810,1,4,0,2,12,3,1,0,0
111157013998,8,3,12,60,18,1,5,0,0
111157016191,8,1,1,2,9,4,0,0,0
111157046859,22,0,0,0,9,6,0,3,1
111157080210,2,0,0,0,3,1,1,0,0
111157080211,5,4,0,0,4,3,2,1,1
111157085091,0,0,0,0,0,0,1,0,0
111157085097,1,0,0,0,1,1,1,0,0
111157085594,4,3,5,2,13,4,1,0,0
111157085692,10,0,2,0,15,4,3,3,3
111157085897,24,2,9,0,4,5,2,2,2
111157113012,0,0,0,0,2,1,0,0,0
111157113110,0,1,0,1,0,0,2,0,0
111157113198,36,0,2,0,51,10,3,3,3
111157113396,3,3,2,0,8,8,3,2,2
111157113494,5,2,0,0,4,2,1,0,0
111157113497,8,8,26,1,12,10,1,0,0
111157113716,1,0,0,0,3,1,1,0,0
111157113919,15,4,2,2,20,11,2,1,1
111157113997,20,12,7,15,17,8,4,3,3
111157116397,2,0,0,0,4,2,1,0,0
111157116995,4,3,5,0,6,5,2,0,0
111157148751,5,0,0,0,3,1,0,0,0
111157148757,4,0,0,0,6,1,1,0,0
111157180217,2,4,0,5,6,0,1,0,0
111157180619,3,0,0,0,4,1,1,1,1
111157185619,1,1,19,0,18,2,1,0,0
111157185793,4,1,0,0,5,2,1,0,0
111157213197,9,1,2,1,4,3,2,1,1
111157213297,2,2,0,0,5,1,0,0,0
111157213590,1,0,0,0,3,7,1,0,0
111157213591,6,0,0,0,6,2,1,0,0
111157213995,3,0,0,0,3,3,1,0,0
111157216392,0,0,0,0,0,0,1,0,0
111157216914,1,0,1,0,9,3,0,0,0
111157216917,5,0,0,0,9,4,2,1,1
111157216990,6,3,0,1,9,4,2,1,1
111157216991,5,2,11,1,5,2,1,0,0
111157216997,8,4,28,2,20,23,3,1,1
111157246058,9,0,0,0,10,7,0,2,0
111157280614,9,0,2,6,8,4,1,0,0
111157285099,1,1,0,0,3,1,1,0,0
111157285498,7,5,1,0,5,1,0,0,0
111157285513,1,1,0,0,4,2,0,0,0
111157285910,1,0,0,0,2,2,1,0,0
111157313016,23,19,5,21,29,5,6,4,4
111157313098,0,0,0,0,1,2,1,0,0
111157313115,5,1,6,1,9,7,4,0,0
111157313116,3,0,0,0,10,6,2,0,0
111157313214,25,4,7,1,12,3,1,4,4
111157313217,10,0,1,0,2,2,2,0,1
111157313297,2,0,0,0,7,6,1,0,0
111157313390,13,0,0,0,14,1,1,0,0
111157313398,4,1,1,0,6,3,2,1,1
111157313495,2,2,0,0,2,2,1,0,0
111157313513,3,0,0,0,4,3,1,0,0
111157313590,2,0,0,0,4,2,1,0,0
111157313692,1,0,1,0,7,6,1,0,0
111157313694,25,4,1,0,29,7,2,1,1
111157316991,1,0,0,0,2,1,1,0,0
111157385291,12,11,12,7,26,14,1,0,0
111157385693,2,2,0,0,7,3,1,0,0
111157480016,2,6,7,14,15,13,2,0,0
111157480018,1,1,0,0,3,2,1,0,0
111157480211,3,0,0,0,9,5,2,0,0
111157480219,4,2,0,2,5,3,1,1,1
111157480517,2,0,0,0,4,1,1,0,0
111157480690,6,1,4,0,9,5,3,1,1
111157480810,13,0,0,0,10,12,1,0,0
111157485397,1,0,0,0,4,6,3,0,0
111157485495,2,0,0,0,1,3,0,0,0
111157485596,37,1,0,0,6,3,1,2,2
111157485711,7,0,0,0,12,9,1,0,0
111157485891,8,1,0,1,12,20,3,1,1
111157485895,8,5,2,0,15,5,1,0,0
111157513295,7,3,4,3,5,2,1,4,0
111157513311,1,0,0,0,8,1,0,0,0
111157513498,6,0,0,0,2,3,1,0,0
111157513615,0,1,0,1,0,0,1,0,0
111157513892,57,19,46,2,34,4,2,1,0
111157513912,5,0,0,0,3,2,1,0,0
111157513996,3,0,0,0,8,4,2,0,0
111157546050,5,0,0,0,6,3,0,0,0
111157548756,5,0,0,0,4,0,0,0,0
111157580217,83,82,202,4,20,8,2,2,2
111157580617,6,0,0,0,6,1,1,0,0
111157585015,2,0,4,1,4,1,1,0,0
111157585091,20,12,11,0,16,15,2,5,5
111157585098,0,1,0,0,3,3,1,0,0
111157585115,1,0,0,0,3,3,2,0,0
111157585199,0,0,0,0,0,0,1,0,0
111157585217,1,0,0,0,4,4,0,0,0
111157585314,2,0,0,1,4,3,2,2,1
111157585497,1,0,4,0,3,1,0,0,0
111157585510,3,0,1,0,3,3,0,0,0
111157585690,3,2,0,2,7,2,1,0,0
111157585710,4,1,0,2,5,5,1,0,0
111157585812,1,0,0,0,1,1,0,0,0
111157613012,7,2,3,0,16,11,2,1,1
111157613015,1,0,0,0,2,1,1,0,0
111157613215,1,0,0,0,1,1,1,0,0
111157613293,16,1,1,3,28,17,2,1,1
111157613497,1,3,0,0,3,3,1,0,0
111157613612,2,2,0,0,2,1,1,0,0
111157613697,0,0,0,0,1,2,0,0,0
111157613992,2,0,0,0,2,1,1,0,0
111157613994,1,0,0,0,5,3,2,0,0
111157616390,2,1,0,0,2,2,1,0,0
111157648357,2,0,0,0,11,0,0,1,0
111157680010,3,0,2,0,9,5,0,0,0
111157680293,21,6,7,15,12,4,1,0,0
111157680613,15,18,2,13,14,1,1,1,1
111157680618,1,0,0,0,4,3,0,0,0
111157680699,7,2,3,53,19,2,1,0,0
111157685097,2,7,4,6,7,3,1,0,0
111157685312,3,1,0,2,4,2,1,0,0
111157685313,0,0,0,0,0,0,1,0,0
111157685495,5,2,0,9,1,1,1,0,0
111157685510,1,5,39,2,13,6,1,0,0
111157685517,8,1,3,0,7,4,3,1,1
111157685597,35,0,4,0,2,3,1,7,6
111157685693,5,1,0,0,1,1,1,0,0
111157685796,8,6,10,2,10,6,1,0,0
111157685992,5,1,1,0,3,3,2,1,1
111157713095,8,7,0,0,6,4,2,0,0
111157713392,1,17,0,7,6,2,1,0,0
111157713513,4,6,0,8,3,1,0,0,0
111157713612,0,0,0,0,0,0,1,0,0
111157713613,31,2,9,0,23,8,4,3,3
111157713716,14,12,3,9,12,3,2,2,2
111157713718,10,9,14,0,12,4,1,0,0
111157713798,1,0,0,0,1,2,1,0,0
111157713810,1,0,0,0,2,2,1,0,0
111157713891,13,2,20,0,5,2,1,0,0
111157713998,6,0,0,0,5,2,1,0,0
111157716311,7,2,0,0,6,1,1,0,0
111157716390,6,2,0,4,9,6,2,1,1
111157716391,1,1,0,1,1,0,1,0,0
111157716399,13,0,11,1,20,15,1,0,0
111157716996,1,1,0,0,2,1,1,0,0
111157716999,15,1,26,4,22,16,3,1,1
111157748354,6,0,0,0,28,5,0,5,0
111157785113,12,0,0,2,9,6,2,2,2
111157785617,0,0,0,0,0,0,1,0,0
111157785996,1,9,19,14,12,4,2,0,0
111157813096,6,3,121,2,11,5,3,0,0
111157813114,18,2,1,0,10,5,1,1,1
111157813293,4,0,0,0,2,2,1,0,0
111157813492,7,13,1,7,14,8,2,2,2
111157813610,12,1,0,0,9,1,0,0,0
111157813792,3,2,8,5,10,6,1,1,1
111157816311,1,0,0,2,2,1,0,0,0
111157816394,13,96,58,81,51,6,1,0,0
111157848759,18,0,0,3,46,30,1,1,0
111157885091,0,0,0,0,0,0,1,0,0
111157885099,4,0,0,0,4,3,2,1,1
111157885119,1,2,1,2,2,3,0,0,0
111157885519,1,0,0,0,3,4,2,0,0
111157885590,3,0,1,0,0,0,1,0,0
111157885711,11,4,1,3,6,5,2,0,0
111157885795,2,0,0,0,3,3,0,0,0
111157885896,3,0,1,1,2,0,1,3,3
111157885911,13,0,2,2,2,3,1,1,0
111157885917,2,0,0,0,0,0,1,0,0
111157913111,14,12,9,6,18,6,0,2,2
111157913113,1,0,0,1,4,1,0,0,0
111157913298,11,1,1,18,9,3,2,1,1
111157913316,18,4,1,0,10,4,3,2,2
111157913399,0,0,0,0,0,0,1,0,0
111157913498,1,4,0,0,5,2,2,0,0
111157913618,1,0,0,2,3,0,0,0,0
111157913792,3,2,1,0,6,11,1,1,1
111157913793,1,1,0,0,2,2,0,0,0
111157913819,17,0,8,0,9,1,1,0,0
111157913999,2,0,0,0,2,3,1,0,0
111157916112,14,9,6,4,28,17,4,0,0
111157916397,2,0,0,0,2,2,1,0,0
111157916917,1,0,0,0,1,2,1,0,0
111157916991,3,0,0,0,4,2,1,0,0
111157948350,6,0,0,0,15,14,3,3,2
111157985010,11,7,9,8,5,4,1,4,4
111157985011,2,1,4,0,3,4,1,1,1
111157985115,4,4,9,0,6,5,2,1,1
111157985118,5,1,9,2,13,2,1,0,0
111158013094,1,0,0,0,5,2,0,0,0
111158013415,12,0,0,0,3,3,0,0,0
111158013416,7,0,0,0,9,8,0,0,0
111158013515,3,1,0,0,10,4,1,0,0
111158013590,7,1,5,0,16,11,1,0,0
111158013693,3,0,0,0,6,5,0,0,0
111158013712,13,9,73,0,26,13,1,0,0
111158013713,0,0,0,0,0,1,0,0,0
111158013790,12,2,0,0,25,13,0,0,0
111158013793,4,0,0,0,11,4,0,0,0
111158013810,1,0,0,0,1,1,0,0,0
111158013910,0,0,0,0,0,1,0,0,0
111158013914,7,0,0,0,28,8,0,1,0
111158013992,3,0,0,0,5,3,0,0,0
111158016111,3,0,0,0,10,6,0,0,0
111158016198,9,0,0,0,11,6,0,1,0
111158016315,57,6,43,0,72,23,0,0,0
111158016399,4,0,0,1,5,2,1,0,0
111158016995,5,0,0,0,8,5,0,0,0
111158046857,18,1,1,0,10,6,4,4,4
111158080093,6,1,0,0,7,5,2,0,0
111158080098,20,0,0,0,97,46,0,0,0
111158080099,6,0,0,0,4,0,1,0,0
111158080216,12,1,0,1,16,6,1,1,1
111158080299,17,1,1,0,6,4,0,1,1
111158080414,5,0,0,0,10,11,0,0,0
111158080415,4,0,0,0,13,1,0,0,0
111158080594,14,1,6,0,17,7,2,1,1
111158080595,3,0,0,0,3,5,0,0,0
111158080797,8,0,0,0,21,3,0,8,5
111158085019,4,0,0,0,12,5,0,2,0
111158085113,4,0,0,0,9,7,0,0,0
111158085197,1,0,0,0,2,1,0,0,0
111158085213,7,1,0,0,11,6,2,0,0
111158085296,1,0,0,0,4,3,0,0,0
111158085310,1,0,0,0,2,2,0,0,0
111158085312,5,0,0,0,6,2,0,0,0
111158085414,19,0,8,0,30,17,5,6,6
111158085511,11,0,0,0,9,4,0,0,0
111158085514,7,0,0,0,5,1,0,0,0
111158085518,12,0,1,0,28,11,3,0,0
111158085610,26,0,0,0,31,8,0,0,0
111158085613,9,0,0,0,5,3,0,0,0
111158085693,25,0,1,0,17,6,1,2,2
111158085710,0,0,0,0,4,3,0,0,0
111158085719,3,0,0,0,3,3,0,0,0
111158085796,2,0,0,0,4,1,0,0,0
111158085814,10,0,0,0,14,2,0,0,0
111158085815,50,6,18,39,66,31,5,5,5
111158085892,14,0,1,0,10,4,0,0,0
111158085991,2,0,0,0,2,3,0,0,0
111158113090,1,0,0,0,2,0,1,0,0
111158113199,88,0,2,0,97,34,2,2,2
111158113599,0,0,0,0,6,2,0,0,0
111158113717,8,0,0,0,7,3,1,0,0
111158113792,3,0,0,0,5,4,0,0,0
111158113895,8,0,0,0,4,1,0,0,0
111158116113,1,0,0,0,1,3,0,0,0
111158116192,1,0,0,0,1,1,0,0,0
111158116197,12,0,0,0,23,3,1,1,0
111158116311,1,0,0,0,2,2,0,0,0
111158116914,3,0,0,0,3,3,0,0,0
111158116990,7,0,0,0,5,1,0,0,0
111158116999,3,0,0,0,4,1,0,0,0
111158146058,15,29,12,24,30,3,2,0,0
111158146252,17,1,1,7,28,23,1,4,1
111158146253,1,0,0,0,3,2,0,0,0
111158180215,7,3,1,0,10,11,0,0,0
111158180217,5,0,0,0,12,0,0,0,0
111158180219,6,0,0,0,6,6,0,2,0
111158180494,7,0,0,0,12,5,0,0,1
111158180495,16,0,0,0,7,4,0,0,0
111158180817,52,0,3,0,65,12,1,1,0
111158180994,8,0,0,0,13,12,0,1,0
111158180996,23,0,0,0,71,20,1,0,0
111158185095,4,0,0,0,14,14,0,0,0
111158185115,1,0,0,0,1,4,0,0,0
111158185198,1,0,0,0,2,2,0,0,0
111158185315,1,0,0,0,4,2,0,0,0
111158185317,2,0,0,0,2,2,0,0,0
111158185391,16,5,4,8,20,9,5,4,4
111158185419,3,0,0,0,5,0,0,0,0
111158185595,4,0,0,0,9,1,0,0,0
111158185696,4,0,0,0,5,5,0,0,0
111158185713,11,0,0,0,3,2,0,0,0
111158185714,1,0,0,0,1,1,0,0,0
111158185811,1,0,0,0,2,1,0,0,0
111158185913,9,0,0,0,12,2,1,0,0
111158213113,4,0,0,0,12,5,0,0,0
111158213198,2,8,1,0,5,3,1,0,0
111158213292,1,0,0,0,3,1,0,0,0
111158213313,16,1,1,0,21,9,1,1,0
111158213618,77,4,0,11,109,33,1,5,5
111158213714,2,2,1,0,7,5,1,0,0
111158213794,9,0,0,0,3,2,0,0,0
111158216310,2,0,0,0,5,6,0,0,0
111158216395,32,0,0,0,19,10,0,6,2
111158246955,1,0,0,0,13,1,0,0,0
111158248552,11,0,0,0,7,9,0,0,0
111158248555,6,0,0,0,11,10,2,0,0
111158248556,15,1,2,0,16,6,0,0,0
111158280017,1,0,0,0,7,5,0,0,0
111158280110,22,0,1,0,20,10,1,1,1
111158280191,3,1,0,0,4,5,1,0,0
111158280196,8,0,0,0,4,2,1,0,0
111158280214,27,3,0,0,15,3,2,0,0
111158280315,3,0,0,0,2,1,0,0,0
111158280391,13,0,0,0,30,10,0,0,0
111158280411,2,0,0,0,2,1,0,0,0
111158280496,4,0,0,0,11,5,0,0,0
111158280511,1,0,0,0,9,6,0,0,0
111158280517,9,1,0,0,20,9,2,4,1
111158280695,4,0,0,0,8,1,0,0,0
111158280813,2,0,0,0,3,4,0,0,0
111158280895,14,0,0,0,4,2,0,1,1
111158284215,3,0,0,0,7,4,1,0,0
111158284219,7,0,0,0,2,4,0,0,0
111158285090,4,0,0,0,7,4,0,0,0
111158285093,4,1,1,0,5,1,0,2,2
111158285194,4,0,0,0,8,3,1,0,0
111158285217,3,0,0,0,3,2,1,0,0
111158285390,14,2,6,0,29,13,5,4,3
111158285412,1,0,0,0,2,2,0,0,0
111158285419,11,0,0,0,14,2,0,0,0
111158285490,4,0,0,0,7,1,0,0,0
111158285491,17,0,0,0,14,8,0,1,1
111158285599,0,0,0,0,7,2,0,0,0
111158285897,17,0,2,1,27,7,1,1,1
111158285918,0,0,0,0,2,1,0,0,0
111158313013,2,0,0,0,3,2,0,0,0
111158313017,4,0,0,0,2,1,0,0,0
111158313018,4,0,0,0,21,1,0,0,0
111158313119,7,0,0,0,7,4,0,5,2
111158313392,11,1,0,3,12,6,0,1,0
111158313398,12,0,0,0,6,5,1,2,1
111158313412,3,0,0,0,20,14,0,0,0
111158313490,9,0,0,0,26,13,0,0,0
111158313610,7,0,0,0,2,2,1,0,0
111158313711,4,0,0,0,3,11,1,0,0
111158316312,8,0,0,0,13,9,0,0,0
111158316315,4,0,0,0,13,8,0,0,0
111158316392,3,0,0,0,2,3,0,0,0
111158316394,2,0,0,0,1,1,0,0,0
111158316396,1,0,0,0,1,2,0,0,0
111158316917,15,0,0,0,29,13,0,0,0
111158346055,25,4,10,6,25,15,4,8,8
111158346851,0,0,0,0,7,0,0,0,0
111158348352,32,0,0,0,31,24,0,0,0
111158348557,0,0,0,0,9,0,0,1,0
111158385010,11,0,0,0,17,9,0,0,0
111158385018,3,0,0,0,2,1,0,0,0
111158385093,1,0,0,0,1,1,0,0,0
111158385194,6,0,7,6,10,3,0,0,0
111158385198,4,0,0,0,5,1,0,0,0
111158385199,1,0,0,0,3,1,0,0,0
111158385216,16,0,0,0,22,13,0,2,0
111158385414,9,0,0,0,7,1,1,0,0
111158385490,1,0,0,0,1,1,0,0,0
111158385494,12,0,0,0,22,11,0,3,0
111158385499,0,0,0,0,5,6,0,0,0
111158385512,14,0,0,0,11,11,0,0,0
111158385613,9,0,0,0,10,6,1,3,2
111158385817,7,0,0,0,13,9,0,0,0
111158385895,8,4,32,1,22,6,2,1,1
111158413019,7,0,0,0,6,7,1,0,0
111158413090,2,0,0,0,1,1,0,0,0
111158413118,1,0,0,0,0,1,0,0,0
111158413197,12,2,2,0,3,1,1,4,4
111158413214,1,0,0,0,1,1,0,0,0
111158413394,1,0,0,0,2,1,0,0,0
111158413414,17,0,1,0,17,12,1,1,1
111158413610,7,0,0,0,11,1,0,0,0
111158413619,8,0,0,0,11,2,0,0,0
111158413718,2,0,0,0,17,3,0,0,0
111158413795,37,0,2,0,34,22,1,1,1
111158413796,34,8,17,9,35,14,4,7,3
111158413915,1,0,0,0,2,1,0,0,0
111158416114,9,0,0,0,21,4,0,1,0
111158416118,1,0,0,0,2,1,0,0,0
111158416198,1,0,0,0,2,2,0,0,0
111158416313,2,0,0,0,4,1,0,0,0
111158416993,2,0,0,0,4,2,0,0,0
111158446050,1,0,0,0,1,1,1,0,0
111158446055,7,2,0,0,17,5,1,0,0
111158480092,10,0,0,0,22,6,0,1,1
111158480093,14,0,0,0,16,4,0,0,0
111158480096,3,0,0,0,7,4,0,0,0
111158480290,9,0,0,0,13,4,1,0,0
111158480690,6,4,33,1,22,5,0,0,0
111158480712,6,0,0,0,7,3,0,1,0
111158480793,5,0,0,0,21,9,0,0,0
111158485013,20,0,0,0,22,12,1,0,0
111158485099,1,0,0,0,2,3,0,0,0
111158485190,13,0,0,0,2,2,0,0,0
111158485290,5,0,0,0,7,2,0,0,0
111158485392,27,0,0,0,11,3,0,1,0
111158485417,0,0,0,0,1,2,0,0,0
111158485611,8,0,0,0,7,3,0,0,0
111158485690,6,0,0,0,11,1,0,0,0
111158485910,1,0,0,0,2,1,0,0,0
111158485915,0,0,0,0,2,2,0,0,0
111158485993,4,0,0,0,20,3,0,2,0
111158513091,5,0,0,0,5,2,0,0,0
111158513094,8,0,0,0,4,1,0,0,0
111158513191,4,0,0,0,10,4,0,0,0
111158513293,4,0,0,0,5,2,0,0,0
111158513591,9,0,0,0,8,11,0,2,1
111158513619,3,0,0,0,4,2,0,0,0
111158513699,7,0,0,0,7,1,0,0,0
111158513897,3,0,0,0,8,7,0,0,0
111158513910,1,0,0,0,2,1,0,0,0
111158513916,20,0,0,0,19,3,1,2,2
111158516315,34,2,2,1,18,5,2,2,1
111158516991,17,0,0,0,27,15,0,2,0
111158516998,14,1,0,0,11,4,1,1,0
111158580017,6,9,18,1,14,1,1,0,0
111158580096,15,0,0,0,26,8,0,0,0
111158580099,19,0,0,0,25,9,2,3,0
111158580214,26,2,0,1,20,17,1,1,1
111158580614,1,0,0,0,2,1,3,0,0
111158580618,10,0,0,0,13,1,0,0,0
111158585216,3,0,0,0,4,6,0,0,0
111158585393,71,0,5,0,70,28,3,2,2
111158585397,1,0,0,0,7,4,0,0,0
111158585413,4,0,0,0,4,3,0,0,0
111158585591,10,0,2,2,7,2,0,0,0
111158585618,6,0,0,0,7,5,0,0,0
111158585717,19,1,0,0,16,4,0,0,0
111158585793,12,0,0,0,16,13,0,4,0
111158585912,0,0,0,0,2,2,0,0,0
111158585913,3,0,0,0,4,3,0,0,0
111158585992,11,12,10,21,13,9,1,1,1
111158613118,4,0,0,0,4,3,0,1,1
111158613214,32,0,0,0,45,40,0,0,0
111158613515,7,0,0,0,8,2,0,1,0
111158613693,23,0,0,0,27,10,0,0,0
111158613719,4,0,0,0,4,3,0,0,0
111158613893,4,0,0,0,12,10,0,1,1
111158613898,6,0,0,0,20,1,0,1,1
111158616118,18,0,0,0,26,3,0,2,0
111158616190,4,0,0,0,2,1,0,0,0
111158616315,12,0,0,0,15,6,1,0,0
111158616390,47,0,0,0,97,26,0,2,1
111158616393,0,0,2,0,1,1,0,0,0
111158680191,7,0,0,0,15,5,0,0,0
111158680192,4,0,0,0,4,6,1,0,0
111158680418,38,0,0,0,44,9,0,0,0
111158680490,31,2,0,2,18,9,2,3,2
111158680513,2,0,0,0,4,2,0,0,0
111158680516,15,1,0,5,11,3,0,1,0
111158680590,24,0,0,0,25,7,0,2,2
111158680597,4,0,0,0,8,3,1,0,0
111158680890,30,0,0,0,27,10,0,1,1
111158680910,33,2,1,0,37,6,1,1,1
111158680995,9,0,1,0,13,2,0,0,0
111158685015,3,0,0,0,5,3,0,0,0
111158685298,3,0,0,0,4,4,2,0,0
111158685495,5,0,0,0,17,2,0,0,0
111158685512,19,0,0,0,16,6,2,1,1
111158685597,14,4,0,0,18,17,2,1,1
111158685613,3,0,0,0,7,6,0,0,0
111158685698,4,0,0,0,9,2,0,0,0
111158685712,1,0,0,0,1,1,0,0,0
111158685792,2,0,0,0,9,1,0,0,0
111158685899,12,0,5,0,8,1,0,0,0
111158685998,12,0,0,0,11,2,0,1,1
111158713112,2,0,0,0,10,3,0,0,0
111158713214,13,0,0,0,22,13,0,0,0
111158713313,7,0,0,0,17,3,0,0,0
111158713314,5,0,0,0,7,2,0,0,0
111158713393,12,2,43,0,31,17,1,3,2
111158713497,1,0,0,0,2,1,0,0,0
111158713519,3,2,0,0,2,1,1,0,0
111158713616,1,0,0,0,5,3,0,0,0
111158713617,0,0,0,0,14,7,0,0,0
111158713690,8,0,0,0,7,6,1,0,0
111158713711,2,0,0,0,5,3,0,0,0
111158713893,2,0,0,0,2,1,0,0,0
111158716310,2,0,0,0,6,2,0,0,0
111158716317,3,0,0,0,10,1,0,0,0
111158746252,9,2,0,0,15,9,0,1,1
111158780216,3,0,0,0,3,3,0,0,0
111158780510,2,0,0,0,2,2,0,0,0
111158780690,7,0,0,0,49,16,0,6,4
111158780799,19,0,2,0,21,4,2,1,1
111158785011,7,3,0,0,10,10,1,0,0
111158785013,14,0,2,0,16,4,2,1,1
111158785217,30,5,3,0,41,26,2,2,2
111158785299,7,0,0,0,20,12,0,0,0
111158785419,3,0,0,0,6,11,0,0,0
111158785591,4,0,0,0,4,5,0,0,0
111158785618,4,0,0,0,5,3,0,0,0
111158785619,10,0,0,0,10,13,0,0,0
111158785697,6,0,0,0,14,4,0,1,0
111158785810,1,0,0,0,2,3,0,1,0
111158785811,10,0,0,0,8,4,0,1,1
111158785897,0,0,0,0,1,1,0,0,0
111158813090,2,4,0,4,3,2,1,0,0
111158813093,29,0,0,0,34,8,0,1,1
111158813099,10,0,0,0,7,2,0,0,0
111158813194,21,24,5,0,81,47,11,3,3
111158813199,0,0,0,0,1,1,0,0,0
111158813216,2,0,0,0,6,2,0,0,0
111158813219,15,2,3,0,18,14,2,3,3
111158813298,9,0,2,0,10,2,0,0,0
111158813397,0,0,0,0,3,2,0,0,0
111158813412,3,0,0,0,6,1,0,0,0
111158813418,4,0,0,0,10,2,0,0,0
111158813597,16,4,1,0,9,4,3,2,1
111158813790,1,0,0,0,3,2,0,0,0
111158813894,1,0,0,0,3,2,0,0,0
111158813913,36,1,3,1,21,13,1,1,1
111158813919,12,0,0,0,9,3,0,0,0
111158813990,5,0,0,0,6,3,0,0,0
111158816118,18,0,0,0,22,5,1,0,0
111158816998,7,0,0,0,16,6,0,0,0
111158848559,1,0,0,0,1,2,0,0,0
111158848759,10,0,0,0,47,13,0,0,0
111158880018,4,0,0,0,11,1,0,0,0
111158880019,4,0,0,0,13,4,0,0,0
111158880218,4,0,0,0,2,1,0,0,0
111158880413,13,0,0,0,23,11,0,2,1
111158880511,3,0,0,0,11,1,0,0,0
111158880598,7,0,1,0,12,14,2,0,0
111158880614,11,0,0,0,26,12,0,1,1
111158880691,0,0,0,0,0,0,1,0,0
111158880715,6,0,0,0,6,3,0,1,0
111158880798,12,0,0,1,6,5,2,0,0
111158885012,7,0,0,0,70,29,0,0,0
111158885296,0,0,0,0,1,1,0,0,0
111158885311,0,0,0,0,3,1,0,0,0
111158885496,7,0,1,0,11,6,2,1,1
111158885716,6,0,0,0,7,4,0,1,1
111158885796,0,0,0,0,2,1,0,0,0
111158885892,3,0,0,0,2,2,0,0,0
111158885893,1,0,0,0,2,4,0,0,0
111158913110,16,1,0,5,14,7,2,3,1
111158913190,30,9,1,3,16,3,0,0,0
111158913194,6,0,0,0,6,4,0,2,0
111158913212,154,54,66,14,130,64,0,1,1
111158913290,10,0,0,0,20,9,0,1,0
111158913297,4,0,0,0,9,1,0,0,0
111158913315,3,0,0,0,12,3,1,0,0
111158913499,34,0,0,0,10,3,0,3,3
111158913612,0,0,0,0,2,1,0,0,0
111158913614,5,0,0,0,3,2,0,1,0
111158913797,11,1,0,0,15,8,2,1,1
111158913798,2,0,0,0,2,2,0,0,0
111158913812,12,0,0,0,7,4,0,0,0
111158913898,5,16,35,9,17,9,1,0,0
111158913993,13,0,0,0,2,1,1,0,0
111158916115,6,3,0,0,7,6,0,0,0
111158916391,2,0,0,0,7,4,0,0,0
111158948551,3,1,0,0,7,5,1,0,0
111158948755,55,3,5,3,39,5,0,5,4
111158980613,0,0,0,0,1,1,0,0,0
111158985012,5,0,0,0,16,29,0,0,0
111158985194,21,0,0,0,19,3,0,3,2
111158985198,2,0,0,0,9,3,0,0,0
111158985212,11,0,1,0,18,5,1,1,1
111158985213,1,0,0,0,5,4,0,0,0
111158985295,2,0,0,0,10,6,0,0,0
111158985314,5,0,0,0,14,6,0,0,0
111158985318,14,4,9,1,19,8,1,3,2
111158985597,17,0,0,1,19,3,1,0,0
111158985598,3,0,0,0,3,0,0,0,0
111158985614,2,0,0,0,4,5,0,0,0
111158985691,2,0,0,0,3,1,0,0,0
111158985713,3,0,0,0,2,0,0,0,0
111158985714,74,2,4,0,70,63,3,9,6
111158985796,8,0,0,0,110,10,1,0,0
111158985798,33,16,44,1,27,9,4,2,2
111158985995,7,0,0,0,9,4,0,0,0
111159013212,4,1,0,0,6,1,1,0,0
111159013417,3,1,1,0,1,2,1,0,0
111159013594,1,6,5,0,7,2,1,0,0
111159013798,4,0,0,0,1,1,1,0,0
111159013897,14,4,17,4,11,7,1,1,1
111159016110,2,2,0,0,3,2,2,0,0
111159016310,5,3,18,1,12,8,2,0,0
111159016399,8,0,0,0,8,3,2,1,1
111159046456,49,0,0,0,73,87,0,0,0
111159048559,2,5,1,0,7,3,1,0,0
111159085192,1,0,0,0,1,1,1,0,0
111159085193,3,0,1,0,7,1,1,0,0
111159085215,10,2,0,0,15,7,7,5,4
111159085411,11,3,1,0,9,7,2,2,2
111159085512,2,0,0,0,5,2,1,0,0
111159085518,4,0,1,0,4,3,2,1,1
111159085590,2,1,0,0,3,2,1,0,0
111159085619,5,1,0,0,17,1,0,0,0
111159085718,4,5,0,3,4,0,0,0,0
111159085913,14,16,21,30,12,1,2,4,4
111159113091,1,0,0,0,3,3,1,0,0
