userid,firstType,daoshuType1,daoshuType2,daoshuType3
111443313094,1,1,1.0,1.0
111443313210,1,6,5.0,6.0
111443313216,1,5,1.0,
111443313319,1,6,6.0,5.0
111443313395,1,6,5.0,1.0
111443313396,1,5,5.0,5.0
111443313613,5,1,5.0,1.0
111443313799,1,2,1.0,1.0
111443313814,1,6,5.0,5.0
111443313897,1,5,5.0,1.0
111443313899,1,1,1.0,5.0
111443316113,1,7,6.0,5.0
111443316395,1,5,6.0,5.0
111443316398,6,1,1.0,9.0
111443413010,1,6,6.0,5.0
111443413190,1,6,5.0,5.0
111443413192,1,1,,
111443413213,5,1,1.0,1.0
111443413214,5,1,1.0,1.0
111443413216,5,1,1.0,5.0
111443413294,1,1,6.0,5.0
111443413519,1,6,6.0,5.0
111443413694,1,9,8.0,6.0
111443413696,5,5,1.0,5.0
111443413811,1,6,5.0,1.0
111443413893,1,1,1.0,6.0
111443413913,1,1,1.0,
111443413999,9,6,6.0,5.0
111443416192,1,5,1.0,5.0
111443485111,5,1,1.0,1.0
111443485417,1,6,5.0,1.0
111443485796,5,1,1.0,1.0
111443485890,1,6,5.0,1.0
111443513699,5,5,5.0,5.0
111443516315,1,1,1.0,1.0
111443516317,1,7,6.0,5.0
111443516399,1,6,6.0,5.0
111443613516,1,7,6.0,5.0
111443613718,1,6,6.0,5.0
111443616914,1,6,5.0,2.0
111443616993,1,5,1.0,1.0
111443713019,1,7,6.0,5.0
111443713094,5,1,5.0,5.0
111443713217,1,6,5.0,1.0
111443713518,1,1,,
111443713611,1,1,1.0,6.0
111443716117,5,7,6.0,5.0
111443716396,1,5,5.0,5.0
111443816194,1,5,2.0,7.0
111443816317,1,7,6.0,5.0
111443913497,1,1,5.0,3.0
111443913519,1,1,6.0,5.0
111443913792,1,5,5.0,5.0
111443913793,1,1,1.0,1.0
111444013214,5,5,6.0,6.0
111444013690,1,1,1.0,1.0
111444016993,1,7,6.0,5.0
111444113015,1,6,5.0,2.0
111444113292,5,7,6.0,6.0
111444116310,1,7,6.0,5.0
111444116314,1,7,6.0,5.0
111444116392,1,5,6.0,5.0
111444213295,1,1,1.0,1.0
111444213712,1,6,5.0,1.0
111444216995,1,1,1.0,6.0
111444313210,1,6,5.0,1.0
111444313212,1,5,5.0,5.0
111444313693,1,1,1.0,
111444313694,1,6,6.0,5.0
111444316997,5,6,6.0,5.0
111444413095,1,1,1.0,2.0
111444413795,1,6,5.0,1.0
111444413797,1,6,5.0,5.0
111444416114,1,6,6.0,5.0
111444513611,1,7,6.0,5.0
111444613210,1,6,5.0,6.0
111444713612,1,6,5.0,1.0
111444713616,1,6,5.0,1.0
111444716110,1,6,6.0,6.0
111444716112,1,1,3.0,1.0
111444716991,5,1,1.0,1.0
111444813014,1,6,6.0,5.0
111444816117,1,1,5.0,1.0
111445013097,1,5,5.0,1.0
111445013214,1,6,5.0,5.0
111445013517,1,6,6.0,5.0
111445013615,1,1,1.0,1.0
111445013714,1,5,5.0,1.0
111445013790,1,5,2.0,1.0
111445016193,1,4,4.0,5.0
111445016310,1,6,5.0,5.0
111445016393,1,6,6.0,6.0
111445016399,1,7,6.0,5.0
111445113096,1,6,6.0,5.0
111445113211,1,1,1.0,6.0
111445113218,1,6,5.0,6.0
111445116118,1,1,1.0,1.0
111445216110,1,1,1.0,1.0
111445216196,1,1,1.0,5.0
111445216316,1,6,5.0,1.0
111445313594,1,3,3.0,3.0
111445313595,1,6,5.0,1.0
111445313596,1,6,5.0,1.0
111445313797,1,7,6.0,5.0
111445316115,1,6,6.0,5.0
111445316310,1,1,2.0,4.0
111445413694,1,5,1.0,1.0
111445413717,1,7,6.0,6.0
111445416990,1,6,5.0,5.0
111445513090,1,1,1.0,6.0
111445513414,1,6,5.0,5.0
111445513590,1,1,1.0,1.0
111445513710,1,7,6.0,6.0
111445513790,1,1,6.0,5.0
111445513796,1,6,5.0,5.0
111445516115,1,6,5.0,5.0
111445516192,1,1,5.0,5.0
111445516311,1,5,5.0,1.0
111445516391,1,7,6.0,5.0
111445613019,1,7,6.0,5.0
111445613491,1,1,1.0,3.0
111445613718,1,1,5.0,1.0
111445613810,1,1,5.0,5.0
111445613819,5,6,5.0,6.0
111445616192,1,5,1.0,5.0
111445616395,5,6,6.0,5.0
111445713290,1,6,5.0,6.0
111445713619,1,6,5.0,6.0
111445713790,1,6,5.0,5.0
111445716118,1,1,,
111445716310,1,1,6.0,5.0
111445716914,1,5,1.0,5.0
111445813413,1,5,2.0,1.0
111445813592,1,7,6.0,6.0
111445813617,5,6,6.0,5.0
111445813619,1,1,1.0,1.0
111445813819,1,6,5.0,5.0
111445816197,9,6,5.0,5.0
111445816395,1,5,1.0,1.0
111445816911,1,5,1.0,5.0
111445816914,1,1,1.0,8.0
111445816917,1,1,4.0,4.0
111445913018,1,7,6.0,5.0
111445913097,1,5,1.0,1.0
111445913412,5,6,5.0,5.0
111445913691,6,1,6.0,5.0
111445913694,1,6,5.0,5.0
111445913794,1,7,6.0,6.0
111445916190,1,6,5.0,5.0
111446016394,1,5,5.0,5.0
111446113095,1,6,5.0,1.0
111446113097,1,5,1.0,6.0
111446116119,1,5,6.0,5.0
111446116312,1,1,1.0,1.0
111446116390,5,6,5.0,6.0
111446213016,1,6,8.0,6.0
111446313695,1,5,1.0,8.0
111446316190,1,6,5.0,2.0
111446416995,1,7,6.0,5.0
111446516999,1,6,5.0,1.0
111446613612,1,1,5.0,1.0
111446616117,5,1,6.0,6.0
111446616319,1,1,1.0,6.0
111446616390,1,5,5.0,1.0
111446716399,1,1,,
111446716995,5,5,5.0,5.0
111446816393,5,7,6.0,6.0
111446913614,1,5,5.0,1.0
111446913615,1,7,6.0,6.0
111446916116,1,1,5.0,1.0
111447013096,1,3,6.0,5.0
111447013097,1,1,2.0,2.0
111447013098,5,6,6.0,5.0
111447013618,5,6,5.0,5.0
111447013693,1,6,6.0,5.0
111447116111,1,7,6.0,6.0
111447216119,1,8,5.0,1.0
111447313011,1,5,5.0,5.0
111447316311,1,9,8.0,7.0
111447316398,1,5,1.0,1.0
111447316911,1,5,5.0,1.0
111447316992,1,6,5.0,6.0
111447316995,1,1,5.0,1.0
111447413299,1,7,6.0,6.0
111447413614,1,5,5.0,1.0
111447416199,1,6,6.0,5.0
111447513213,7,7,,
111447513295,1,5,5.0,1.0
111447513596,1,7,6.0,6.0
111447513617,1,6,5.0,1.0
111447513793,1,5,6.0,5.0
111447513814,1,1,1.0,6.0
111447613513,1,1,1.0,
111447613514,1,5,1.0,1.0
111447613692,1,9,8.0,1.0
111447616193,1,1,1.0,
111447616198,1,5,5.0,1.0
111447616395,1,1,1.0,1.0
111447713012,1,6,5.0,1.0
111447713210,5,7,6.0,5.0
111447716112,1,7,6.0,5.0
111447716917,5,1,1.0,5.0
111447813094,1,6,5.0,5.0
111447813297,7,7,,
111447813791,5,6,6.0,6.0
111447816190,1,1,,
111447816199,1,7,6.0,5.0
111447913010,1,1,1.0,5.0
111447913012,1,6,6.0,6.0
111447913294,1,1,1.0,4.0
111447913299,1,6,5.0,5.0
111447913417,1,5,6.0,5.0
111447913514,1,1,1.0,5.0
111447913516,1,1,4.0,3.0
111447913518,1,7,6.0,6.0
111447913596,1,7,6.0,5.0
111447913610,1,6,5.0,6.0
111447913710,1,1,5.0,1.0
111447913711,1,7,6.0,5.0
111447913715,1,1,1.0,5.0
111447913793,1,6,6.0,6.0
111447913811,1,6,5.0,1.0
111447913819,1,7,6.0,5.0
111447916195,1,5,1.0,1.0
111447916312,1,5,5.0,1.0
111447916911,5,5,5.0,5.0
111448016113,1,6,5.0,1.0
111448113212,5,5,5.0,6.0
111448116193,1,6,6.0,6.0
111448116194,1,6,5.0,5.0
111448116195,1,7,6.0,6.0
111448116199,1,1,6.0,5.0
111448116998,1,1,6.0,5.0
111448213612,1,7,6.0,5.0
111448216116,5,7,6.0,5.0
111448216195,1,6,5.0,1.0
111448216393,1,1,5.0,1.0
111448313016,1,6,5.0,1.0
111448313092,5,7,6.0,5.0
111448313217,1,6,5.0,1.0
111448313219,1,5,1.0,
111448313714,5,6,5.0,5.0
111448313715,5,6,5.0,5.0
111448316190,1,1,9.0,8.0
111448316194,1,7,6.0,5.0
111448416118,1,7,6.0,5.0
111448416995,1,7,6.0,5.0
111448416996,1,6,6.0,5.0
111448513615,1,7,6.0,5.0
111448516114,1,7,6.0,6.0
111448516391,7,7,6.0,5.0
111448613699,1,1,5.0,5.0
111448616116,1,6,6.0,6.0
111448616390,6,6,5.0,5.0
111448713614,1,7,6.0,5.0
111448713697,1,7,6.0,5.0
111448716993,1,6,5.0,5.0
111448813218,1,7,6.0,5.0
111448816112,1,6,5.0,1.0
111448816394,1,7,6.0,5.0
111448913013,1,1,,
111448913213,1,7,5.0,1.0
111448913296,1,6,5.0,5.0
111448916318,1,6,5.0,3.0
111449013619,1,6,5.0,1.0
111449013693,1,8,6.0,5.0
111449016311,1,6,5.0,1.0
111449113292,1,6,6.0,6.0
111449113293,1,6,5.0,1.0
111449116118,1,5,5.0,1.0
111449213611,1,5,1.0,
111449213617,1,6,5.0,5.0
111449213618,1,5,6.0,5.0
111449216391,1,1,5.0,5.0
111449316313,1,5,5.0,1.0
111449316392,1,6,5.0,6.0
111449316991,1,5,2.0,3.0
111449413215,1,7,6.0,6.0
111449413611,5,5,1.0,1.0
111449413694,1,6,5.0,1.0
111449416191,1,1,5.0,6.0
111449416316,1,7,5.0,1.0
111449416395,1,6,6.0,5.0
111449416911,1,7,6.0,5.0
111449513218,1,6,5.0,1.0
111449513615,1,5,1.0,
111449613697,1,6,6.0,6.0
111449616911,1,5,5.0,1.0
111449713091,1,1,,
111449713512,1,6,6.0,6.0
111449713697,5,6,5.0,5.0
111449716195,1,6,5.0,1.0
111449716198,1,6,6.0,5.0
111449716994,1,1,1.0,1.0
111449813218,1,1,1.0,1.0
111449813615,1,1,5.0,6.0
111449813617,1,7,5.0,4.0
111449813693,1,2,2.0,5.0
111449816118,1,7,6.0,6.0
111449816314,1,1,5.0,1.0
111449913212,1,6,6.0,5.0
111449913617,1,6,6.0,5.0
111450003017,1,7,6.0,5.0
111450003415,1,6,6.0,5.0
111450003918,1,1,2.0,5.0
111450013098,1,6,5.0,5.0
111450013411,1,6,5.0,1.0
111450013511,1,6,5.0,5.0
111450013598,1,6,6.0,5.0
111450013614,1,6,5.0,1.0
111450013714,1,1,1.0,1.0
111450016312,1,1,1.0,1.0
111450085691,7,7,,
111450113297,9,7,6.0,6.0
111450113417,1,1,5.0,1.0
111450113512,1,6,5.0,1.0
111450113798,1,1,1.0,1.0
111450113915,1,5,1.0,6.0
111450113993,1,6,5.0,5.0
111450116110,1,1,5.0,1.0
111450116190,1,6,5.0,1.0
111450213016,1,7,6.0,5.0
111450213092,1,7,6.0,6.0
111450213219,1,6,5.0,1.0
111450213593,1,6,5.0,5.0
111450213718,1,6,5.0,6.0
111450213810,5,6,5.0,5.0
111450213915,1,5,1.0,1.0
111450216396,5,5,5.0,
111450216992,1,1,1.0,1.0
111450313099,1,6,5.0,5.0
111450313190,1,5,1.0,4.0
111450313298,1,1,,
111450313390,1,6,5.0,6.0
111450313717,1,6,5.0,5.0
111450313819,5,1,4.0,1.0
111450313995,1,6,6.0,5.0
111450316193,5,7,6.0,6.0
111450316398,1,2,2.0,4.0
111450385213,1,6,5.0,1.0
111450385293,1,7,6.0,5.0
111450413299,5,6,5.0,5.0
111450413517,1,7,6.0,6.0
111450413519,1,7,5.0,4.0
111450413693,1,1,1.0,1.0
111450413995,1,2,4.0,1.0
111450416311,1,6,5.0,1.0
111450416391,1,1,1.0,1.0
111450513399,1,5,5.0,5.0
111450513419,1,5,1.0,1.0
111450513498,5,7,6.0,5.0
111450513516,1,7,6.0,1.0
111450513590,1,7,6.0,6.0
111450513618,5,5,6.0,5.0
111450513716,1,1,,
111450513898,1,1,1.0,1.0
111450513910,5,5,5.0,8.0
111450513999,5,5,1.0,5.0
111450613318,5,6,6.0,6.0
111450613418,1,7,6.0,5.0
111450613613,1,5,5.0,5.0
111450613714,1,1,,
111450613813,9,6,5.0,1.0
111450613815,1,6,6.0,6.0
111450613919,1,6,5.0,1.0
111450616114,1,6,5.0,1.0
111450616393,1,5,5.0,5.0
111450713394,7,7,7.0,7.0
111450713417,1,6,5.0,1.0
111450713518,5,6,5.0,1.0
111450713594,1,7,6.0,1.0
111450716319,1,7,6.0,5.0
111450716392,1,7,6.0,5.0
111450716991,1,7,6.0,5.0
111450785096,1,1,1.0,1.0
111450785211,1,5,5.0,6.0
111450785512,5,6,5.0,5.0
111450816113,1,7,6.0,5.0
111450913091,1,7,6.0,5.0
111450913196,1,6,5.0,5.0
111450913294,1,6,5.0,1.0
111450913313,1,6,5.0,5.0
111450913413,1,1,5.0,6.0
111450913495,1,6,6.0,5.0
111450913713,1,5,5.0,5.0
111450913814,1,6,5.0,1.0
111450913992,1,6,5.0,5.0
111450916113,1,6,1.0,1.0
111450916197,1,1,1.0,1.0
111451013096,7,7,,
111451013790,1,6,6.0,5.0
111451016314,1,1,1.0,1.0
111451016316,1,7,6.0,5.0
111451016392,1,6,6.0,6.0
111451113513,1,7,6.0,5.0
111451113615,7,7,6.0,5.0
111451113697,1,6,5.0,6.0
111451116190,6,6,5.0,5.0
111451213016,1,5,5.0,5.0
111451213214,1,9,8.0,6.0
111451213294,1,7,6.0,5.0
111451213690,1,1,1.0,1.0
111451213694,1,1,8.0,6.0
111451213818,1,6,5.0,1.0
111451216194,1,6,5.0,6.0
111451216919,5,1,1.0,1.0
111451313794,1,6,6.0,6.0
111451313899,5,1,1.0,1.0
111451316192,1,1,1.0,1.0
111451413013,1,1,1.0,1.0
111451413216,1,6,5.0,5.0
111451413293,1,1,,
111451413519,1,5,1.0,5.0
111451413590,1,6,5.0,5.0
111451413719,1,1,,
111451416391,1,6,6.0,5.0
111451416990,1,6,5.0,2.0
111451416997,1,6,5.0,5.0
111451513019,1,6,5.0,1.0
111451513217,1,6,5.0,6.0
111451513414,1,6,5.0,1.0
111451513499,1,6,5.0,5.0
111451513590,1,1,1.0,
111451513710,1,5,4.0,5.0
111451513799,1,7,6.0,5.0
111451516391,1,6,5.0,6.0
111451516917,1,6,5.0,1.0
111451516995,1,6,6.0,5.0
111451616117,7,7,,
111451713096,1,6,6.0,6.0
111451713510,1,1,1.0,1.0
111451713694,1,6,5.0,5.0
111451716310,1,6,5.0,5.0
111451716911,7,7,,
111451813295,1,6,5.0,1.0
111451813296,1,5,5.0,1.0
111451816112,1,6,5.0,1.0
111451816192,1,4,2.0,1.0
111451816990,1,6,5.0,5.0
111451913090,1,8,5.0,1.0
111451913213,5,6,6.0,5.0
111451913614,1,7,6.0,5.0
111451913693,1,5,5.0,1.0
111451913696,7,7,,
111451913896,1,6,6.0,5.0
111451913897,1,6,5.0,1.0
111451916319,1,7,6.0,5.0
111452013290,1,1,1.0,5.0
111452013292,1,6,5.0,1.0
111452013398,1,1,1.0,5.0
111452013495,1,6,5.0,1.0
111452013617,1,1,1.0,1.0
111452013816,9,6,5.0,1.0
111452016392,1,6,5.0,5.0
111452113095,1,6,6.0,6.0
111452113295,1,1,1.0,
111452113410,1,5,5.0,1.0
111452113719,5,6,5.0,1.0
111452113799,1,7,6.0,5.0
111452113911,1,7,6.0,5.0
111452113994,5,5,5.0,5.0
111452113999,1,1,1.0,5.0
111452116119,5,5,6.0,6.0
111452185014,1,5,1.0,5.0
111452213096,1,6,5.0,1.0
111452213194,1,6,5.0,1.0
111452213212,1,7,6.0,6.0
111452213298,1,4,2.0,7.0
111452213891,1,5,5.0,5.0
111452216191,1,1,7.0,6.0
111452216317,7,7,,
111452216996,1,5,1.0,5.0
111452285014,1,5,1.0,1.0
111452285212,1,6,5.0,6.0
111452285698,1,6,5.0,5.0
111452285718,1,7,6.0,5.0
111452313191,1,6,5.0,5.0
111452313218,1,6,5.0,1.0
111452313496,1,1,1.0,5.0
111452313615,1,5,5.0,1.0
111452313618,5,1,5.0,1.0
111452313691,1,3,1.0,1.0
111452313893,1,6,5.0,1.0
111452316110,1,6,5.0,1.0
111452316111,6,6,,
111452413190,1,6,5.0,6.0
111452413194,1,6,5.0,5.0
111452413199,1,1,1.0,
111452413214,1,1,5.0,5.0
111452413596,1,1,1.0,1.0
111452413714,1,1,1.0,1.0
111452413795,1,7,6.0,5.0
111452413915,1,7,6.0,6.0
111452413997,1,6,5.0,5.0
111452416110,1,6,6.0,6.0
111452416116,5,5,5.0,
111452485212,2,7,6.0,6.0
111452513099,1,6,5.0,5.0
111452513296,1,5,1.0,7.0
111452513312,1,6,5.0,6.0
111452513614,1,6,5.0,5.0
111452513913,1,7,6.0,5.0
111452613211,1,6,6.0,5.0
111452613215,1,1,1.0,1.0
111452613692,1,1,1.0,
111452613710,1,5,5.0,1.0
111452613716,1,6,5.0,6.0
111452613718,1,6,5.0,1.0
111452613792,1,1,1.0,1.0
111452613992,1,5,6.0,6.0
111452713115,1,7,5.0,4.0
111452713117,1,5,1.0,5.0
111452713394,1,1,1.0,1.0
111452713518,5,7,6.0,5.0
111452716317,1,6,5.0,1.0
111452813197,5,6,6.0,5.0
111452813313,1,1,1.0,1.0
111452813694,1,7,6.0,5.0
111452813916,1,1,1.0,5.0
111452885692,1,5,2.0,1.0
111452913199,1,6,5.0,1.0
111452913317,1,1,5.0,1.0
111452913491,1,7,6.0,5.0
111452913493,1,1,1.0,1.0
111452913699,1,7,6.0,5.0
111452916317,5,5,1.0,5.0
111453013095,1,6,6.0,6.0
111453013419,1,1,,
111453013913,1,7,6.0,6.0
111453013996,1,6,5.0,6.0
111453016110,1,6,5.0,1.0
111453016191,6,7,6.0,5.0
111453016398,1,6,5.0,5.0
111453113210,1,7,6.0,5.0
111453113212,5,5,1.0,1.0
111453113294,1,7,6.0,6.0
111453113618,5,6,5.0,1.0
111453116313,1,5,5.0,1.0
111453213210,1,1,1.0,1.0
111453213510,1,7,6.0,6.0
111453213513,1,6,5.0,5.0
111453216115,1,1,,
111453216312,1,7,6.0,5.0
111453313096,1,7,6.0,5.0
111453313292,1,6,5.0,5.0
111453313514,1,6,5.0,5.0
111453313697,1,6,5.0,5.0
111453313794,1,7,6.0,6.0
111453313891,9,7,7.0,9.0
111453313912,5,5,5.0,1.0
111453313916,1,6,5.0,1.0
111453313917,1,6,6.0,5.0
111453316116,1,1,1.0,1.0
111453316117,1,6,6.0,5.0
111453316119,1,6,5.0,1.0
111453316193,1,6,5.0,5.0
111453413210,1,7,6.0,5.0
111453413618,1,6,5.0,1.0
111453413713,1,6,5.0,1.0
111453413792,1,6,5.0,1.0
111453513190,1,1,1.0,1.0
111453513499,5,7,6.0,5.0
111453513515,1,1,6.0,5.0
111453513698,1,5,1.0,5.0
111453513797,5,6,6.0,5.0
111453516116,6,6,5.0,5.0
111453516998,1,6,5.0,1.0
111453613117,1,7,6.0,5.0
111453613619,1,6,5.0,5.0
111453613892,1,1,5.0,1.0
111453613914,6,6,5.0,6.0
111453616191,1,1,1.0,
111453616317,1,6,5.0,1.0
111453616399,1,5,5.0,1.0
111453616991,1,6,5.0,1.0
111453713019,1,6,6.0,5.0
111453713115,1,7,6.0,5.0
111453713595,5,6,5.0,5.0
111453713617,1,7,6.0,5.0
111453713715,7,7,7.0,9.0
111453713899,1,6,5.0,5.0
111453713910,1,6,5.0,5.0
111453716317,1,2,2.0,2.0
111453813297,1,6,5.0,1.0
111453813492,1,1,4.0,1.0
111453813696,1,5,5.0,5.0
111453813817,1,6,5.0,1.0
111453813997,1,6,5.0,1.0
111453813999,1,1,1.0,1.0
111453816919,1,7,6.0,5.0
111453913010,1,6,5.0,6.0
111453913291,1,7,6.0,5.0
111453913517,1,7,6.0,5.0
111453913596,5,5,5.0,5.0
111453913812,5,6,5.0,1.0
111453916112,1,7,5.0,4.0
111454013013,1,7,6.0,5.0
111454013017,1,7,6.0,5.0
111454013298,1,1,1.0,6.0
111454013490,5,7,6.0,5.0
111454013495,1,6,5.0,6.0
111454013516,1,1,1.0,1.0
111454013591,5,7,6.0,5.0
111454016397,1,7,5.0,4.0
111454016994,5,5,5.0,5.0
111454113017,5,5,6.0,5.0
111454113410,1,5,5.0,5.0
111454113411,1,7,6.0,5.0
111454113491,1,7,6.0,5.0
111454113515,1,6,5.0,5.0
111454113518,1,5,5.0,5.0
111454113691,5,7,6.0,6.0
111454113711,1,7,6.0,6.0
111454113793,1,6,5.0,1.0
111454116195,1,6,5.0,6.0
111454116314,1,1,6.0,5.0
111454213011,5,5,5.0,5.0
111454213015,9,9,9.0,
111454213293,1,5,5.0,5.0
111454213515,1,6,5.0,1.0
111454213617,1,6,5.0,1.0
111454213693,1,6,5.0,6.0
111454213717,1,6,5.0,2.0
111454216115,1,6,5.0,6.0
111454313295,1,6,5.0,5.0
111454313597,1,7,6.0,5.0
111454313598,1,6,5.0,6.0
111454313611,1,6,5.0,5.0
111454313614,1,5,2.0,5.0
111454313619,1,1,1.0,
111454313692,1,6,6.0,5.0
111454313811,1,6,5.0,5.0
111454313819,1,6,5.0,5.0
111454316111,1,7,6.0,5.0
111454316118,1,1,1.0,1.0
111454316914,1,1,1.0,1.0
111454413017,1,6,5.0,5.0
111454413493,1,1,1.0,1.0
111454413710,1,7,6.0,5.0
111454416317,1,6,5.0,5.0
111454513092,1,5,1.0,1.0
111454513297,1,5,5.0,2.0
111454513490,1,1,1.0,5.0
111454513815,1,6,5.0,5.0
111454513819,1,6,5.0,1.0
111454516919,5,5,5.0,5.0
111454613017,5,5,5.0,5.0
111454613112,1,1,,
111454613118,5,7,6.0,5.0
111454613196,2,5,5.0,5.0
111454613197,1,1,,
111454613316,1,1,1.0,
111454613791,1,1,1.0,
111454613899,5,6,6.0,5.0
111454613912,1,1,1.0,1.0
111454613995,1,1,6.0,5.0
111454680011,1,1,,
111454680096,1,7,5.0,6.0
111454680097,1,6,5.0,1.0
111454680098,1,1,,
111454680111,1,5,1.0,1.0
111454680116,1,6,5.0,2.0
111454680118,1,1,,
111454680212,1,7,6.0,5.0
111454680292,1,1,1.0,1.0
111454680298,1,1,1.0,3.0
111454680493,5,7,6.0,5.0
111454680499,9,6,5.0,5.0
111454680513,1,1,,
111454680596,9,7,6.0,5.0
111454680598,1,1,,
111454680612,1,1,,
111454680618,5,6,5.0,
111454680690,1,1,1.0,1.0
111454680710,1,1,1.0,1.0
111454680717,1,1,,
111454680811,5,6,5.0,
111454680813,1,5,1.0,1.0
111454680816,1,7,6.0,5.0
111454680893,1,1,5.0,1.0
111454680898,1,1,,
111454682010,1,6,6.0,5.0
111454682019,1,5,1.0,1.0
111454682092,1,6,5.0,1.0
111454682195,5,6,5.0,1.0
111454682494,5,6,5.0,5.0
111454682697,1,7,6.0,6.0
111454682818,1,6,5.0,5.0
111454682890,5,6,5.0,5.0
111454682993,1,5,1.0,5.0
111454684192,1,1,1.0,1.0
111454684316,1,7,6.0,5.0
111454684411,1,5,5.0,5.0
111454684414,1,1,6.0,5.0
111454684492,1,1,1.0,1.0
111454684711,1,7,6.0,5.0
111454684715,9,7,6.0,6.0
111454685011,1,1,5.0,1.0
111454685013,1,5,5.0,1.0
111454685113,1,1,,
111454685114,1,1,1.0,
111454685117,1,5,5.0,1.0
111454685191,5,7,6.0,5.0
111454685195,1,1,,
111454685218,1,5,1.0,1.0
111454685293,5,5,5.0,5.0
111454685298,1,2,2.0,5.0
111454685311,1,1,,
111454685419,1,6,5.0,1.0
111454685491,1,1,6.0,5.0
111454685493,1,7,6.0,5.0
111454685496,1,1,,
111454685498,1,1,6.0,5.0
111454685591,5,6,5.0,1.0
111454685593,5,6,5.0,5.0
111454685597,1,5,1.0,5.0
111454685711,1,1,6.0,5.0
111454685714,1,1,1.0,1.0
111454685717,1,5,5.0,1.0
111454685796,1,1,,
111454685797,1,6,5.0,1.0
111454685813,5,8,8.0,6.0
111454685898,5,5,5.0,6.0
111454685911,1,1,1.0,1.0
111454685917,5,1,5.0,1.0
111454685990,1,7,6.0,5.0
111454685999,1,6,5.0,5.0
111454713614,1,3,1.0,
111454713695,1,7,6.0,5.0
111454713710,1,1,,
111454713799,1,5,5.0,1.0
111454713811,1,5,1.0,1.0
111454716110,1,1,6.0,5.0
111454813112,1,1,8.0,5.0
111454813419,1,6,5.0,5.0
111454813610,1,6,6.0,5.0
111454813617,1,7,6.0,5.0
111454813719,1,1,1.0,1.0
111454813796,1,6,5.0,1.0
111454813914,1,1,5.0,1.0
111454816313,1,5,5.0,6.0
111454816317,1,5,5.0,4.0
111454816390,1,6,6.0,5.0
111454885095,1,6,5.0,1.0
111454885219,1,7,6.0,5.0
111454885293,1,5,6.0,5.0
111454885411,1,6,5.0,1.0
111454885415,7,7,,
111454885491,1,6,5.0,5.0
111454885590,1,7,6.0,5.0
111454885915,1,6,5.0,1.0
111454885994,1,1,1.0,5.0
111454913015,1,1,,
111454913017,1,6,5.0,5.0
111454913093,1,1,,
111454913213,1,7,6.0,5.0
111454913597,1,6,5.0,1.0
111454913716,1,6,5.0,1.0
111455013093,1,6,5.0,2.0
111455013597,1,7,6.0,5.0
111455016192,5,5,5.0,5.0
111455016198,1,6,6.0,5.0
111455113096,5,7,6.0,6.0
111455113210,1,1,3.0,1.0
111455113390,1,6,5.0,1.0
111455113594,1,7,6.0,6.0
111455113612,5,6,6.0,5.0
111455113718,1,7,5.0,4.0
111455116313,1,6,5.0,5.0
111455116398,5,6,5.0,5.0
111455213119,1,1,1.0,1.0
111455213218,5,1,1.0,5.0
111455213591,1,6,5.0,5.0
111455213593,1,6,6.0,5.0
111455213897,1,7,5.0,2.0
111455213996,7,7,7.0,
111455213998,1,5,5.0,1.0
111455216111,1,5,1.0,5.0
111455313014,1,1,1.0,5.0
111455313092,1,7,6.0,6.0
111455313113,1,1,5.0,5.0
111455313192,1,6,5.0,1.0
111455313219,1,5,1.0,6.0
111455313318,1,7,6.0,5.0
111455313410,1,6,6.0,6.0
111455313495,1,6,6.0,5.0
111455313897,1,6,5.0,5.0
111455316198,1,7,6.0,5.0
111455316310,1,1,5.0,1.0
111455316313,1,6,5.0,5.0
111455385098,5,7,3.0,4.0
111455413310,1,6,5.0,6.0
111455413390,1,6,5.0,6.0
111455413595,1,1,1.0,1.0
111455413598,1,1,1.0,1.0
111455413691,9,6,5.0,5.0
111455413711,1,6,5.0,1.0
111455413895,1,3,5.0,5.0
111455413994,1,7,6.0,5.0
111455416195,1,1,1.0,1.0
111455416317,5,6,5.0,6.0
111455416919,1,6,5.0,6.0
111455416991,1,1,6.0,5.0
111455513118,1,5,1.0,5.0
111455513294,1,6,5.0,1.0
111455513518,5,6,5.0,1.0
111455513596,1,7,6.0,5.0
111455513610,1,1,1.0,5.0
111455513795,1,6,6.0,6.0
111455516318,7,7,6.0,5.0
111455585214,1,7,6.0,6.0
111455613196,1,1,1.0,
111455613214,5,6,5.0,
111455613297,1,5,6.0,5.0
111455613692,1,6,5.0,5.0
111455613714,1,6,6.0,6.0
111455613792,1,6,5.0,1.0
111455613796,1,6,5.0,5.0
111455613815,5,6,5.0,6.0
111455613816,1,6,6.0,6.0
111455613910,1,1,,
111455613998,1,1,1.0,6.0
111455713498,1,1,1.0,1.0
111455713616,1,6,6.0,6.0
111455713892,1,7,6.0,5.0
111455716310,1,7,6.0,5.0
111455716311,1,6,6.0,6.0
111455716914,1,7,6.0,5.0
111455716990,1,6,5.0,6.0
111455813410,1,6,5.0,5.0
111455813598,5,6,5.0,5.0
111455813690,1,1,5.0,5.0
111455813896,1,6,6.0,6.0
111455816115,1,6,5.0,1.0
111455816119,1,1,1.0,5.0
111455913198,1,7,6.0,5.0
111455913294,1,1,5.0,1.0
111455913315,1,1,6.0,5.0
111455913391,5,5,1.0,1.0
111455913392,1,6,5.0,5.0
111455913594,1,7,6.0,5.0
