userid,interval_mean,interval_var,interval_min,interval_lastvale1,interval_lastvale2,interval_lastvale3,interval_lastvale4,interval_last3_mean,interval_last3_var,first_interval
111808246951,93084.47,80888607020.67,5.0,191.0,9.0,5095.0,10.0,1765.0,5549970.67,34.0
111808248351,21533.6,697341273.04,138.0,139.0,64530.0,40437.0,138.0,35035.33,705622481.56,2424.0
111808248358,130346.79,234650010559.67,2.0,241.0,6.0,50.0,46.0,99.0,10404.67,479826.0
111808248551,159003.4,58620544606.64,2.0,126.0,2.0,7.0,625031.0,45.0,3284.67,169851.0
111808346252,93087.97,124067586086.77,1.0,35.0,49.0,4.0,116496.0,29.33,353.56,156.0
111808346255,165443.72,181844673919.86,4.0,100.0,33.0,14.0,186205.0,49.0,1360.67,93266.0
111808346459,98.67,15181.39,1.0,407.0,150.0,53.0,275.0,203.33,22308.22,14.0
111808346952,19405.77,4484690926.02,4.0,13.0,242.0,9.0,130.0,88.0,11860.67,45.0
111808348353,41847.56,7375587094.47,23.0,350.0,31.0,30.0,102276.0,137.0,22684.67,203.0
111808348753,131149.42,79749494937.86,8.0,17.0,86519.0,71057.0,9.0,52531.0,1418705672.0,15.0
111808348756,278573.78,1209743349171.95,3.0,23.0,3.0,19494.0,369.0,6506.67,84335480.22,35.0
111808446058,488186.88,718070884980.36,9.0,19.0,13.0,218.0,9.0,83.33,9073.56,129.0
111808446757,192805.79,659672742808.81,7.0,367.0,10.0,2527.0,53644.0,968.0,1236482.0,1115115.0
111808448359,76302.43,125584624195.44,4.0,31.0,9.0,287950.0,5579.0,95996.67,18423041169.56,81.0
111808448552,187198.82,271493582548.73,7.0,514.0,7.0,164865.0,166247.0,55128.67,6021074268.22,22.0
111808519456,200817.13,660288627166.45,5.0,827.0,59.0,79.0,14001.0,321.67,127747.56,300433.0
111808546053,221216.58,392961905927.02,6.0,291.0,34.0,6.0,26.0,110.33,16450.89,45418.0
111808546153,111396.24,58408276589.83,25.0,998025.0,37472.0,25.0,47.0,345174.0,213340927068.67,30.0
111808546154,40991.16,26393227704.5,5.0,10532.0,999.0,25.0,750.0,3852.0,22469312.67,48.0
111808546357,153819.67,169798016253.33,1.0,690.0,199.0,175.0,1.0,354.67,56320.22,168.0
111808546555,4674.44,364130292.02,1.0,20.0,13.0,13.0,2.0,15.33,10.89,85.0
111808546558,70931.26,29302315982.03,1.0,94.0,97.0,622.0,15113.0,271.0,61602.0,279.0
111808546651,257014.8,263990054826.96,2.0,27.0,5.0,426.0,2.0,152.67,37436.22,1284614.0
111808546953,14228.93,834935635.21,1.0,17.0,173.0,49.0,2.0,79.67,4526.22,16.0
111808546956,8353.86,185531766.69,2.0,148.0,27.0,22032.0,7.0,7402.33,107016013.56,181.0
111808548353,132676.08,236624939224.29,1.0,9.0,57.0,44.0,16.0,36.67,410.89,16065.0
111808548358,788985.79,3444435522406.38,3.0,22.0,124225.0,3.0,11.0,41416.67,3428610094.89,94.0
111808548556,9651.94,754694055.58,1.0,249.0,1.0,15.0,4.0,88.33,12939.56,105.0
111808646056,565.89,127173.43,51.0,728.0,1182.0,51.0,525.0,653.67,215956.22,353.0
111808646256,154610.93,185056691283.76,2.0,23.0,15.0,1987503.0,1380185.0,662513.67,877798366734.22,6.0
111808646455,43487.01,9481188377.88,7.0,162.0,37283.0,41466.0,26120.0,26303.67,344609616.22,23.0
111808646555,122504.06,303985623366.64,1.0,49.0,11.0,7.0,38709.0,22.33,358.22,16.0
111808646558,476438.88,1789611220734.59,2.0,100.0,127.0,2.0,3.0,76.33,2884.22,372.0
111808646658,196840.34,1524853794980.64,1.0,52.0,59.0,1.0,75.0,37.33,668.22,9076591.0
111808648357,420961.38,1864998522133.68,4.0,58.0,7508873.0,115.0,23.0,2503015.33,12529305490004.22,371.0
111808746359,3345.04,77485303.43,2.0,29.0,21.0,3044.0,26426.0,1031.33,2025424.22,79.0
111808746756,366665.29,418582687034.92,11.0,137.0,127.0,90.0,202.0,118.0,408.67,121.0
111808746758,14743.83,569595303.47,5.0,64867.0,22657.0,5.0,887.0,29176.33,722430694.22,11.0
111808746858,863.27,6802259.55,1.0,390.0,3.0,352.0,356.0,248.33,30334.89,9.0
111808748353,36213.28,11251232717.2,2.0,79.0,2.0,7.0,2549.0,29.33,1237.56,151.0
111808748559,54499.67,34008247183.7,2.0,10.0,126.0,13.0,18.0,49.67,2914.89,9.0
111808748755,405.91,522167.54,7.0,19.0,7.0,2402.0,217.0,809.33,1268317.56,94.0
111808819456,360071.8,931244970379.02,7.0,3098654.0,1581066.0,443695.0,128961.0,1707805.0,1182832602340.67,281.0
111808819457,19551.7,2884740975.61,1.0,41.0,2.0,31706.0,93.0,10583.0,223090818.0,4270.0
111808819858,86987.76,57748008199.06,5.0,60.0,18.0,8836.0,47.0,2971.33,17197451.56,11.0
111808846057,91973.07,70734910629.92,13.0,175.0,13.0,3298.0,4714.0,1162.0,2285622.0,45.0
111808846256,625910.3,1363731509043.81,8.0,277.0,84.0,8.0,527.0,123.0,12820.67,93.0
111808846353,256271.63,1183456412988.06,1.0,18.0,10.0,4553657.0,870446.0,1517895.0,4607925460332.67,475.0
111808846658,131098.56,75473373798.91,9.0,349.0,10.0,326317.0,21.0,108892.0,23636834466.0,10.0
111808846759,289902.79,1171919576492.59,2.0,28.0,101.0,36.0,61.0,55.0,1068.67,17.0
111808846854,9106.6,718139198.04,3.0,167.0,3.0,110.0,89500.0,93.33,4621.56,15.0
111808946450,219599.51,483925963603.91,6.0,584081.0,15.0,6.0,213.0,194700.67,75808522006.89,739056.0
111808946758,26385.14,3928635834.41,2.0,614.0,2.0,17.0,191.0,211.0,81242.0,1346.0
111808946858,731.8,886838.56,18.0,127.0,64.0,18.0,970.0,69.67,1996.22,2480.0
111808948355,570284.06,4815883920378.06,4.0,11.0,10.0,14289.0,73116.0,4770.0,45305680.67,38.0
111808948554,33172.56,13856999610.95,1.0,28.0,1.0,43.0,82464.0,24.0,302.0,11.0
111809019851,37557.34,6227413070.68,3.0,33.0,7.0,1037.0,119.0,359.0,229954.67,27.0
111809019855,92191.43,27869758777.03,3.0,190.0,3.0,21.0,26.0,71.33,7094.89,232.0
111809046151,842327.31,7160465942911.9,6.0,20.0,37.0,10.0,121.0,22.33,124.22,8.0
111809046558,233153.94,234453927885.94,9.0,39.0,9.0,1932158.0,38268.0,644068.67,829587065473.56,11.0
111809046657,55.0,2034.5,10.0,10.0,85.0,113.0,12.0,69.33,1890.89,12.0
111809046859,80.0,6466.0,3.0,227.0,3.0,116.0,3.0,115.33,8362.89,108.0
111809048751,19436.37,4413694592.63,4.0,25.0,769.0,12.0,1136.0,268.67,125194.89,83943.0
111809146356,8464.11,561299621.21,1.0,146.0,1.0,87.0,39.0,78.0,3544.67,11.0
111809146450,810984.77,4725076908404.95,17.0,101.0,43.0,8235684.0,44623.0,2745276.0,15072290003792.66,46.0
111809148353,141792.09,498731244416.0,4.0,396.0,37.0,448.0,166.0,293.67,33389.56,23.0
111809148556,465983.29,1262311837132.06,3.0,13.0,155.0,6.0,3.0,58.0,4712.67,30.0
111809148758,110567.0,59186373491.5,2.0,99.0,7.0,576981.0,2.0,192362.33,73965760784.89,10.0
111809219854,10478.95,939738522.44,5.0,9.0,14.0,27.0,49.0,16.67,57.56,254.0
111809246153,2360.22,20970206.84,3.0,19.0,82.0,29.0,15.0,43.33,764.22,124.0
111809246250,1143.46,3086580.56,1.0,4120.0,7.0,5750.0,946.0,3292.33,5839524.22,9.0
111809246251,21028.89,1374502622.32,7.0,122.0,7.0,91843.0,42.0,30657.33,1871845106.89,265.0
111809246258,238292.67,308621660033.67,1.0,258.0,12.0,102.0,16.0,124.0,10328.0,14.0
111809246450,43104.62,16039814061.52,2.0,34.0,81.0,357.0,317.0,157.33,20301.56,16.0
111809246555,38418.26,16812038084.47,5.0,83.0,13746.0,869.0,74.0,4899.33,39234721.56,1022699.0
111809246556,13956.69,2539327864.34,2.0,31.0,4.0,139.0,115.0,58.0,3402.0,314.0
111809246850,494530.12,2180588068223.61,3.0,112.0,89.0,111.0,6.0,104.0,112.67,24.0
111809246952,45545.18,20132500673.79,6.0,3077.0,6.0,494229.0,1302.0,165770.67,53944010208.22,335.0
111809248355,132820.32,54627682199.22,7.0,422.0,16.0,329343.0,7.0,109927.0,24071718000.67,99.0
111809346053,274689.5,443654986912.92,3.0,285.0,8.0,2363775.0,3.0,788022.67,1241497720790.89,161.0
111809346158,1104031.77,6742344235668.8,2.0,32.0,11.0,77.0,8383955.0,40.0,758.0,7.0
111809346251,4078.54,76429144.71,2.0,9.0,1835.0,17.0,7315.0,620.33,737718.22,55.0
111809346359,56627.34,36410008929.68,3.0,89.0,19.0,161.0,6117.0,89.67,3360.89,215.0
111809346854,97253.05,32118109863.47,5.0,5.0,33.0,6.0,150.0,14.67,168.22,20496.0
111809419451,13042.33,719158985.22,25.0,953.0,350.0,25.0,3335.0,442.67,147824.22,632.0
111809419456,3634.94,73142509.67,1.0,25.0,116.0,31.0,15.0,57.33,1726.89,133.0
111809446151,188779.8,1270575610836.36,2.0,1806.0,216.0,53.0,9.0,691.67,625297.56,18.0
111809446356,270896.6,625932419285.84,16.0,476.0,353.0,84.0,43.0,304.33,26794.89,30.0
111809446452,164947.94,300894071879.35,2.0,21.0,46.0,3.0,61.0,23.33,310.89,7.0
111809446552,95427.36,87402339544.23,1.0,1030184.0,7.0,373.0,30.0,343521.33,235752831222.89,21.0
111809446554,85871.11,140129458830.53,1.0,204.0,17.0,2316150.0,7.0,772123.67,1192008664841.56,394.0
111809446857,5621.24,385465812.18,2.0,99.0,441.0,1233.0,7.0,591.0,225576.0,11.0
111809448356,559489.54,2092986755875.79,1.0,519.0,14.0,95.0,2014.0,209.33,49040.22,26.0
111809448554,5042.19,372747101.65,1.0,212.0,18.0,15.0,1.0,81.67,8494.89,24.0
111809519851,85137.62,70049778838.36,3.0,19.0,567.0,69.0,78432.0,218.33,61200.89,25.0
111809519856,241567.1,483965930055.09,7.0,12.0,12.0,6987.0,335.0,2337.0,10811250.0,2327364.0
111809548558,918790.06,12405203939840.31,2.0,35.0,2.0,9.0,5208.0,15.33,201.56,7.0
111809646156,201596.63,274690272500.53,6.0,154.0,81141.0,6.0,8.0,27100.33,1460200477.56,204.0
111809646252,100682.0,16918028546.8,2.0,99.0,2.0,7.0,317294.0,36.0,1988.67,186008.0
111809646555,249.75,90350.19,42.0,141.0,766.0,50.0,42.0,319.0,101284.67,42.0
111809646651,268723.33,247413858321.89,3.0,180.0,3.0,12.0,1622336.0,65.0,6626.0,942181.0
111809646757,174732.08,229356820128.46,10.0,140.0,11.0,36415.0,10.0,12188.67,293460386.89,153.0
111809646853,342639.0,1022969635369.6,25.0,124.0,115.0,3376590.0,48486.0,1125609.67,2533456230540.22,191.0
111809646951,66456.17,35830200874.91,1.0,31.0,1.0,5.0,100346.0,12.33,176.89,9.0
111809648758,82115.21,73566955919.45,4.0,419648.0,4.0,639161.0,27.0,352937.67,70312079394.89,12.0
111809719851,288408.28,872147325875.22,2.0,150.0,37.0,2.0,29.0,63.0,3988.67,212.0
111809719855,156791.57,243419876434.1,8.0,603.0,8.0,551.0,52310.0,387.33,72397.56,96.0
111809746351,1242460.29,9258197926779.92,3.0,258.0,722.0,8.0,3.0,329.33,87510.22,371.0
111809746655,116979.23,307338605003.45,3.0,99.0,58.0,13.0,190833.0,56.67,1233.56,3091225.0
111809746752,3872.12,242311958.19,2.0,8.0,22.0,202.0,141.0,77.33,7803.56,55.0
111809746754,59212.78,29507727272.25,2.0,14.0,3362.0,114050.0,45574.0,39142.0,2807472416.0,62.0
111809748750,39827.95,15762806142.91,1.0,14.0,1166.0,13889.0,42.0,5023.0,39524162.0,162.0
111809819457,3322.94,154107162.56,2.0,22.0,167.0,27.0,775.0,72.0,4516.67,16.0
111809846150,35651.28,14934759406.92,1.0,1556.0,38.0,58.0,92.0,550.67,505414.22,46.0
111809846953,144650.79,199518818424.05,1.0,14.0,56.0,48.0,3466.0,39.33,331.56,8.0
111809946053,91777.6,147586769783.59,10.0,79.0,36.0,1242.0,658.0,452.33,312094.89,46.0
111809946654,753217.0,1700314797148.5,23.0,719.0,3011744.0,23.0,382.0,1004162.0,2015192824098.0,382.0
111809946659,169.0,38120.8,14.0,14.0,76.0,16.0,534.0,35.33,827.56,205.0
111809946753,,,,,,,,,,
111809946951,309025.59,543365439646.24,2.0,2765.0,2.0,12.0,1773403.0,926.33,1690364.22,2319206.0
111809948754,80.0,5904.4,8.0,89.0,74.0,8.0,219.0,57.0,1238.0,10.0
111820046152,21936.04,2060508398.65,3.0,330.0,35.0,226.0,33186.0,197.0,14924.67,174239.0
111820046654,14588.72,1780885103.09,2.0,66.0,33.0,182.0,63.0,93.67,4082.89,19.0
111820146350,234.25,71649.94,11.0,24.0,636.0,29.0,370.0,229.67,82557.56,13.0
111820146952,105.12,12845.36,7.0,289.0,21.0,139.0,322.0,149.67,12027.56,106.0
111820146954,4064.69,236048600.46,2.0,28.0,3.0,3.0,69.0,11.33,138.89,16.0
111820219852,68.67,4453.56,19.0,24.0,163.0,19.0,,68.67,4453.56,19.0
111820246150,41319.48,13075784510.63,1.0,95.0,19.0,25.0,49.0,46.33,1190.22,16.0
111820246353,,,23.0,23.0,,,,,,23.0
111820319857,8132.42,1148211438.31,1.0,136.0,902.0,3.0,93.0,347.0,156960.67,121.0
111820346050,105167.67,57834807802.89,7.0,206.0,406.0,7.0,238884.0,206.33,26533.56,156899.0
111820346257,59690.09,71361837964.08,2.0,41.0,2.0,15.0,2.0,19.33,262.89,13.0
111820346351,351545.98,1204328925711.37,2.0,124.0,208.0,4.0,17923.0,112.0,7008.0,52295.0
111820346855,109151.06,142773841034.88,6.0,49.0,113.0,6.0,1616072.0,56.0,1932.67,14.0
111820448559,31193.12,6768610100.11,9.0,248863.0,78.0,9.0,16.0,82983.33,13758032700.22,129.0
111820448750,127117.67,50434932496.56,10.0,147903.0,38.0,139.0,53.0,49360.0,4855363124.67,614563.0
111820448753,344.4,277054.64,11.0,11.0,136.0,143.0,40.0,96.67,3677.56,1392.0
111820546056,7077.59,588483219.3,3.0,102.0,206.0,5.0,9.0,104.33,6736.22,6.0
111820546452,95614.61,62958910656.06,2.0,30.0,174.0,26.0,1035139.0,76.67,4739.56,13.0
111820546455,156.41,99631.79,1.0,28.0,78.0,36.0,1442.0,47.33,480.89,64.0
111820548355,4018.91,491285828.02,1.0,8.0,50.0,18.0,64.0,25.33,320.89,31.0
111820548357,12673.13,1818502211.66,1.0,153683.0,258269.0,138563.0,130142.0,183505.0,2832930248.0,49.0
111820646154,16912.97,1182535029.17,2.0,156.0,204.0,25.0,18.0,128.33,5722.89,78595.0
111820646159,9309.8,513694455.36,24.0,92.0,24.0,211.0,501.0,109.0,5972.67,638.0
111820646451,69993.3,25655503843.81,9.0,37.0,43.0,56.0,85.0,45.33,62.89,174891.0
111820646650,25612.8,5406158174.96,3.0,81.0,12.0,103.0,9.0,65.33,1502.89,7319.0
111820646750,23799.92,3660820993.61,3.0,114.0,121.0,3.0,8.0,79.33,2921.56,37.0
111820646752,16230.62,6062399302.28,3.0,132.0,29.0,8.0,41.0,56.33,2936.22,126.0
111820648751,79.6,12758.64,12.0,12.0,21.0,304.0,13.0,112.33,18381.56,48.0
111820746051,2027.53,134884731.99,1.0,40.0,105.0,1.0,36.0,48.67,1840.22,136.0
111820746057,10613.23,678948911.01,2.0,7.0,297.0,12.0,5.0,105.33,18372.22,20.0
111820746252,45493.2,29761036765.93,1.0,183.0,103.0,108.0,9.0,131.33,1338.89,16.0
111820819851,83232.81,50130493893.39,1.0,116.0,5.0,524689.0,80573.0,174936.67,61163349389.56,83.0
111820846450,58442.17,57601167823.81,11.0,246.0,53.0,45.0,230.0,114.67,8634.89,84.0
111820846850,5865.35,251240711.53,2.0,48.0,18.0,119.0,1127.0,61.67,1793.56,117.0
111820846955,37.6,635.84,11.0,66.0,11.0,69.0,29.0,48.67,710.89,13.0
111820848555,427793.38,1280326503020.73,13.0,19.0,506.0,25.0,210.0,183.33,52062.89,17.0
111820946752,758.0,862224.0,130.0,218.0,322.0,2362.0,130.0,967.33,974350.22,130.0
111820946954,184.86,67922.12,8.0,56.0,141.0,25.0,8.0,74.0,2404.67,172.0
111822012859,10815.4,673280585.24,5.0,85402.0,22.0,83.0,119.0,28502.33,1618786653.56,47.0
111822015959,3880.31,129436644.21,11.0,124.0,17.0,12.0,2623.0,51.0,2668.67,26.0
111822046650,3579.92,278662053.91,1.0,61.0,139.0,53.0,4.0,84.33,1504.89,6.0
111822048756,20727.09,17865543564.88,4.0,51.0,174.0,35.0,28.0,86.67,3856.22,2949.0
111822119057,14867.78,3371644595.87,2.0,40.0,154.0,182.0,165.0,125.33,3771.56,54.0
111822119458,9450.44,1438994553.25,1.0,351.0,3.0,19.0,595.0,124.33,25731.56,48.0
111822146058,49125.17,16434754552.49,3.0,21.0,66.0,18.0,28453.0,35.0,482.0,13.0
111822146350,166057.33,446804734720.06,16.0,86095.0,6853.0,25460.0,41.0,39469.33,1144679804.22,181.0
111822146557,20013.83,9904382724.21,1.0,15.0,2.0,7.0,13.0,8.0,28.67,153.0
111822146654,147.83,30299.81,1.0,95.0,490.0,1.0,26.0,195.33,44886.89,250.0
111822146758,7235.85,453869736.03,4.0,37.0,21.0,8.0,75910.0,22.0,140.67,211.0
111822146952,247923.87,809253007492.25,9.0,53.0,49.0,245.0,20.0,115.67,8366.22,87.0
111822219856,49486.57,29961957101.86,1.0,413.0,14.0,114.0,18.0,180.33,28733.56,797790.0
111822248750,97.14,8622.12,33.0,38.0,33.0,33.0,37.0,34.67,5.56,190.0
111822346151,32006.36,13920280300.49,2.0,994.0,88.0,5.0,24.0,362.33,200649.56,46.0
111822346159,4700.28,238724890.09,1.0,15.0,2.0,16.0,135.0,11.0,40.67,1.0
111822346558,14912.65,2936945298.05,1.0,126.0,49.0,57.0,10.0,77.33,1194.89,29.0
111822346951,178991.61,455763118114.46,2.0,56.0,53.0,52.0,46.0,53.67,2.89,2004.0
111822348750,201.79,103780.48,1.0,400.0,19.0,15.0,1358.0,144.67,32600.22,32.0
111822348754,89688.42,88104121789.58,19.0,150.0,34.0,378.0,327.0,187.33,20419.56,163.0
111822446350,62903.73,59584957627.12,2.0,102.0,109.0,38.0,35.0,83.0,1020.67,54.0
111822446550,86.31,14652.84,14.0,522.0,14.0,56.0,51.0,197.33,52998.22,88.0
111822448350,60058.41,32542195565.3,7.0,165471.0,761839.0,1974.0,7.0,309761.33,106642319850.89,8061.0
111822448752,6330.71,473929475.63,1.0,203.0,18.0,20.0,276.0,80.33,7524.22,2507.0
111822519457,70191.29,66065020806.59,3.0,87.0,157.0,71.0,9.0,105.0,1394.67,199.0
111822519458,59614.82,17528297571.44,4.0,46.0,54.0,4.0,43.0,34.67,480.89,15.0
111822546252,180.5,21225.25,55.0,198.0,57.0,412.0,55.0,222.33,21300.22,55.0
111822548352,39608.63,6458536303.07,6.0,302994.0,21.0,49011.0,199706.0,117342.0,17633335902.0,58.0
111822548353,12006.86,853192946.69,11.0,131.0,92.0,83555.0,48.0,27926.0,1547293074.0,11.0
111822646250,13899.0,756294854.4,3.0,19.0,3.0,559.0,15.0,193.67,66776.89,68899.0
111822646453,56.13,4067.72,2.0,87.0,53.0,2.0,28.0,47.33,1220.22,9.0
111822646655,41472.0,6013315113.3,5.0,121.0,13.0,302.0,6.0,145.33,14216.22,234652.0
111822646857,165.14,42011.84,7.0,129.0,122.0,16.0,7.0,89.0,2672.67,639.0
111822746054,98992.79,172815418817.75,4.0,324110.0,2268688.0,82.0,99.0,864293.33,1003661214011.56,22.0
111822746150,1379.0,16795385.33,5.0,26.0,20.0,25.0,5.0,23.67,6.89,44.0
111822746253,46449.7,8993157021.61,1.0,27.0,276547.0,78.0,187160.0,92217.33,16988713440.22,358.0
111822746450,10847.25,2149101079.66,1.0,47.0,2.0,202.0,29.0,83.67,7338.89,118.0
111822746750,2048.54,88911111.75,3.0,193.0,16.0,20.0,25.0,76.33,6808.22,145.0
111822748550,26558.23,4846590790.95,8.0,124.0,214.0,8.0,6610.0,115.33,7110.22,40.0
111822748557,17524.43,1828154836.24,6.0,63.0,172.0,41.0,6.0,92.0,3280.67,16.0
111822846055,7278.08,448850118.35,1.0,101364.0,1288.0,1.0,81.0,34217.67,2254591101.56,75.0
111822846150,58109.13,76543076001.02,4.0,27.0,2160652.0,612.0,43.0,720430.33,1037119281605.56,266.0
111822846152,1762.94,64200499.71,1.0,49.0,80.0,14.0,93.0,47.67,726.89,8.0
111822846352,880.67,12498611.29,1.0,119.0,21.0,22.0,23.0,54.0,2112.67,47.0
111822846759,,,46789.0,46789.0,,,,,,46789.0
111822846855,94631.04,112774254783.89,12.0,15.0,237.0,1357.0,51.0,536.33,344960.89,33.0
111822846951,56157.35,13415098578.58,17.0,212.0,193.0,58.0,20.0,154.33,4700.22,3754.0
111822848356,107.5,7028.25,13.0,237.0,60.0,120.0,13.0,139.0,5402.0,13.0
111822946159,88.0,3277.5,12.0,54.0,135.0,151.0,12.0,113.33,1802.89,12.0
111822946259,27595.62,8353795149.93,2.0,68.0,43.0,2.0,147.0,37.67,740.22,92.0
111822946656,156.8,61458.16,7.0,18.0,99.0,7.0,648.0,41.33,1682.89,12.0
111822946659,14219.82,1657395065.99,3.0,70.0,455.0,3.0,6.0,176.0,39668.67,21.0
111822946750,114.25,5662.19,30.0,236.0,92.0,30.0,99.0,119.33,7446.22,99.0
111822948752,28350.44,10607810475.11,6.0,142.0,38.0,6.0,105.0,62.0,3370.67,365.0
111823116110,956432.35,4892396110725.88,3.0,1595537.0,46.0,13.0,125.0,531865.33,565698707416.22,49.0
111823216990,125.14,32022.12,1.0,103.0,1.0,553.0,31.0,219.0,57512.0,16.0
111823313217,270743.83,620169339261.98,1.0,6.0,47.0,26.0,4.0,26.33,280.22,7.0
111823313219,68945.32,84529515046.99,1.0,793677.0,2471656.0,80410.0,160919.0,1115247.67,1004713418916.22,7.0
111823313618,1386405.11,7552267870896.54,2.0,968.0,6.0,8377524.0,23857.0,2792832.67,15594388798544.89,7.0
111823316311,37.0,1580.91,2.0,14.0,113.0,13.0,105.0,46.67,2200.22,81.0
111823413618,4901.49,286588329.51,4.0,30.0,47.0,31565.0,47172.0,10547.33,220871204.22,9.0
111823416196,,,17.0,17.0,,,,,,17.0
111823416919,124959.48,323296319016.41,2.0,37.0,2907239.0,9.0,136947.0,969095.0,1878201082498.67,61.0
111823513218,369026.6,410722908168.04,3.0,51.0,647.0,5.0,65.0,234.33,85499.56,43.0
111823513297,706454.23,8046341022148.95,3.0,166.0,168.0,52687.0,34745.0,17673.67,612966756.22,8.0
111823516118,57764.12,47316607186.02,2.0,199.0,33.0,187.0,29.0,139.67,5712.89,185.0
111823516318,24053.38,21686429930.53,1.0,84.0,47.0,7.0,155.0,46.0,988.67,8.0
111823616118,572073.0,2125440018247.67,2.0,172508.0,44.0,8.0,4.0,57520.0,6611120288.0,61.0
111823616319,3909441.17,51031199184591.15,4.0,4.0,51.0,39.0,30.0,31.33,397.56,3892914.0
111823616914,763802.67,1166278865131.56,108.0,108.0,226.0,2291074.0,,763802.67,1166278865131.56,2291074.0
111823916194,925726.54,4376262610389.39,3.0,50.0,37.0,3.0,19750.0,30.0,392.67,8399651.0
111823916911,41461.91,10070344179.23,3.0,24505.0,151956.0,213032.0,70836.0,129831.0,6168496100.67,17.0
111824114054,140.67,68928.49,8.0,154.0,29.0,24.0,64.0,69.0,3616.67,218.0
111824114156,16450.67,528836491.56,26.0,354.0,26.0,48972.0,,16450.67,528836491.56,48972.0
111824114654,172.83,63466.14,2.0,87.0,125.0,729.0,25.0,313.67,86491.56,2.0
111824119455,,,,,,,,,,
111824148355,368.5,69092.75,37.0,291.0,377.0,769.0,37.0,479.0,43282.67,37.0
111824246054,,,,,,,,,,
111824246652,,,,,,,,,,
111824315259,398.67,188077.56,21.0,169.0,1006.0,21.0,,398.67,188077.56,21.0
111824346656,29543.7,3083172475.61,6.0,46462.0,97.0,9229.0,9340.0,18596.0,402155882.0,14041.0
111824348355,9270.4,546632703.84,1.0,42324.0,48.0,69.0,51.0,14147.0,396971738.0,144.0
111824446455,64.83,1647.81,13.0,112.0,55.0,114.0,13.0,93.67,748.22,17.0
111824446854,4161.11,56548096.54,3.0,67.0,1940.0,12.0,13.0,673.0,803148.67,30.0
111824448553,72.75,6840.69,24.0,24.0,25.0,216.0,26.0,88.33,8149.56,26.0
111824546150,117.08,18013.58,12.0,67.0,56.0,54.0,13.0,59.0,32.67,12.0
111824546452,654.11,1228624.99,7.0,38.0,233.0,7.0,2315.0,92.67,10006.89,14.0
111824546855,6047.25,536396670.19,3.0,231.0,103.0,14.0,25.0,116.0,7932.67,16.0
111824548550,,,9.0,9.0,,,,,,9.0
111824548754,16796.62,1927028380.48,10.0,42.0,75.0,66.0,10.0,61.0,194.0,29.0
111824646157,1802.09,63753468.65,3.0,28.0,93.0,159.0,3252.0,93.33,2860.22,10.0
111824648550,179.4,50087.04,3.0,4.0,136.0,3.0,144.0,47.67,3901.56,610.0
111824746656,31130.08,4561944420.07,4.0,244992.0,93211.0,56161.0,3095.0,131454.67,6674146780.22,4.0
111824846656,1559.8,7596764.56,7.0,108.0,215.0,403.0,7066.0,242.0,14868.67,7.0
111824846757,227.14,32113.55,22.0,347.0,178.0,483.0,22.0,336.0,15564.67,41.0
111824848557,218.0,4356.0,152.0,284.0,152.0,,,,,152.0
111824946852,,,,,,,,,,
111824946958,9922.57,531395929.1,16.0,943.0,16.0,34.0,66362.0,331.0,187326.0,22.0
111825146158,14344.36,1041149011.66,6.0,65.0,289.0,8.0,93596.0,120.67,14709.56,13934.0
111825146259,673.0,2341837.5,2.0,248.0,70.0,100.0,5714.0,139.33,6054.22,3418.0
111825146350,33917.75,13664569593.89,13.0,147.0,228.0,365.0,15.0,246.67,8094.89,105.0
111825146758,148147.6,87662302924.24,17.0,118.0,139.0,17.0,740304.0,91.33,2836.22,160.0
111825148350,1685.45,26106325.79,1.0,37.0,70.0,24567.0,181.0,8224.67,133536110.89,159.0
111825148359,8704.26,735385437.87,1.0,587.0,105.0,2.0,242.0,231.33,65017.56,221.0
111825148559,19304.48,1831828231.34,2.0,3.0,10.0,18390.0,151489.0,6134.33,75100690.89,215.0
111825148754,129.44,33176.47,2.0,39.0,2.0,203.0,39.0,81.33,7629.56,25.0
111825219953,1027.9,8567566.09,6.0,26.0,47.0,128.0,49.0,67.0,1934.0,7.0
111825246356,211.67,72713.56,18.0,24.0,593.0,18.0,,211.67,72713.56,18.0
111825246653,2238.0,31705876.75,3.0,73.0,58.0,3.0,17131.0,44.67,905.56,47.0
111825246654,40818.55,7456156057.7,4.0,181.0,358.0,7.0,109928.0,182.0,20534.0,45369.0
111825248357,4577.3,159927168.41,17.0,61.0,2732.0,42441.0,24.0,15078.0,375555924.67,76.0
111825346252,71.75,4620.69,5.0,63.0,35.0,184.0,5.0,94.0,4180.67,5.0
111825346257,,,,,,,,,,
111825346659,945.25,1043920.69,82.0,848.0,2642.0,209.0,82.0,1233.0,1060694.0,82.0
111825446358,165.67,36182.89,15.0,48.0,434.0,15.0,,165.67,36182.89,15.0
111825448353,6855.33,681372814.38,1.0,85973.0,3272.0,194.0,197137.0,29813.0,1578551814.0,2.0
111825448551,280.0,39601.0,81.0,81.0,479.0,,,,,479.0
111825448759,138.67,22301.56,17.0,50.0,349.0,17.0,,138.67,22301.56,17.0
111825548755,64181.38,15427664879.73,2.0,177969.0,32.0,4.0,69.0,59335.0,7037013108.67,2389.0
111825648354,200.5,54678.58,1.0,79.0,505.0,39.0,553.0,207.67,44470.22,26.0
111825648552,,,,,,,,,,
