userid,actionType1,actionType2,actionType3,actionType4,actionType5,actionType6,actionType7,actionType8,actionType9,user_purchase_orderType01_times,if_exist_rate_largerthan_2,user_click_num,user_click_rate,user_purchase_num,user_open_app_num,user_purchase_rate,user_orderType0_rate_largerthan_2,actionType234_after_submit_last_order,tages_num,keywords_num,browse_product_num_by_day,firstType,daoshuType1,daoshuType2,daoshuType3,to_closest_1_time,to_closest_2_time,to_closest_2_time_interval_mean,to_closest_2_time_interval_min,to_closest_3_dist,to_closest_3_time,to_closest_3_time_interval_mean,to_closest_3_time_interval_min,to_closest_4_time,to_closest_4_time_interval_min,to_closest_5_time,to_closest_5_dist,to_closest_5_time_interval_mean,to_closest_5_time_interval_min,to_closest_5_time_interval_max,to_closest_5_time_interval_var,to_closest_6_time,to_closest_6_time_interval_mean,to_closest_6_time_interval_min,to_closest_6_time_interval_max,to_closest_6_time_interval_var,to_closest_7_time,to_closest_7_time_interval_mean,to_closest_7_time_interval_min,to_closest_7_time_interval_max,to_closest_7_time_interval_var,to_closest_8_dist,to_closest_8_time,to_closest_8_time_interval_mean,to_closest_8_time_interval_min,to_closest_8_time_interval_var,to_closest_9_time,to_closest_9_time_interval_mean,to_closest_9_time_interval_var,to_closest_9_time_interval_mean_multi_var,interval_mean,interval_var,interval_min,interval_lastvale1,interval_lastvale2,interval_lastvale3,interval_lasetvale4,interval_last3_mean,interval_last3_var,first_interval
111145385590,7,0,0,0,10,1,0,0,0,,,18,0.54,0.0,7.0,0.0,,,,,0.61,1,6,5.0,5.0,891.0,,,,,,,,,,384.0,1.0,384.0,384.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,30314.24,4715150629.59,5,384,292,33,146,236.33,22082.89,100
111145385610,22,18,123,1,31,17,6,3,3,3.0,,224,6.76,3.0,22.0,13.64,1.0,2.0,10.0,6.0,0.9,1,6,5.0,5.0,35.0,16.0,8.0,6.0,23.0,100216.0,4357.22,4.0,359655.0,2.0,10.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,61701.0,7712.63,6.0,52898.0,297718263.48,19.0,100114.0,5269.16,6.0,183107011.92,100102.0,5561.22,191658893.84,30927167.8884,27933.55,59286098073.48,2,10,6,19,7626,11.67,29.56,31
111145385619,1,0,0,0,2,2,0,0,0,,,5,0.15,0.0,1.0,0.0,,,,,0.8,1,6,5.0,5.0,883.0,,,,,,,,,,95.0,1.0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,220.75,25299.69,76,95,474,238,76,269.0,24420.67,76
111145413393,10,0,0,0,9,17,1,0,0,,,37,1.12,0.0,10.0,0.0,,,,,0.73,1,7,6.0,6.0,8234.0,,,,,,,,,,396.0,2.0,198.0,64.0,332.0,17956.0,64.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,147260.56,251890185652.69,4,64,332,94,15,163.33,14374.22,2894594
111145413491,0,0,0,0,0,0,1,0,0,,,1,0.03,0.0,0.0,0.0,,,,,1.0,7,7,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0,64,332,94,15,0.0,0.0,0
111145413494,24,0,0,0,26,6,0,0,0,,,56,1.69,0.0,24.0,0.0,,,,,0.57,1,6,5.0,5.0,82.0,,,,,,,,,,72.0,1.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,55359.16,12745374613.74,2,72,2,8,56519,27.33,1003.56,77
111145413617,4,0,0,0,2,3,0,0,0,,,9,0.27,0.0,4.0,0.0,,,,,0.56,1,6,5.0,5.0,112.0,,,,,,,,,,102.0,1.0,102.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1714153.25,16377622045112.94,10,102,10,1298333,51567,432815.0,374560705572.67,12362816
111145413815,31,0,0,0,26,11,0,1,0,1.0,,69,2.08,0.0,31.0,0.0,,0.0,,,0.55,1,6,6.0,6.0,665.0,,,,,,,,,,647.0,2.0,323.5,146.0,501.0,31506.25,0.0,0.0,0.0,0.0,0.0,,,,,,59.0,3269948.0,55422.85,3.0,12341790190.7,,,,,51258.87,11079367466.2,3,146,501,7,11,218.0,43264.67,38
111145413912,6,0,0,0,7,1,0,0,0,,,14,0.42,0.0,6.0,0.0,,,,,0.57,1,1,1.0,1.0,0.0,,,,,,,,,,6391179.0,3.0,2130393.0,88418.0,6128936.0,7995388787370.0,6391294.0,1065215.67,13.0,6128936.0,5132297145340.0,,,,,,,,,,,,,,,492112.92,2650278916574.38,13,6128936,173825,88418,13,2130393.0,7995388787366.0,2561
111145416198,19,1,0,0,46,19,1,4,3,1.0,,93,2.81,3.0,19.0,15.79,1.0,1.0,0.0,0.0,0.8,1,7,6.0,6.0,1214.0,629.0,157.25,2.0,,,,,,,611.0,2.0,305.5,294.0,317.0,132.25,317.0,317.0,317.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,450745.0,30049.67,2.0,2658383957.96,450733.0,32195.21,2779217907.6,1036531546.94,43101.91,9270380122.62,2,317,294,2,16,204.33,20557.56,303
111145416310,7,0,0,0,28,6,0,0,0,,,41,1.24,0.0,7.0,0.0,,,,,0.83,1,6,5.0,5.0,1108.0,,,,,,,,,,124.0,1.0,124.0,124.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,64530.28,49113670603.55,1,124,2,175,93,100.33,5268.22,15
111145446157,3,0,0,0,12,5,0,0,0,,,20,0.6,0.0,3.0,0.0,,,,,0.85,1,6,5.0,5.0,832.0,,,,,,,,,,142.0,1.0,142.0,142.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,10746.63,1534720535.29,2,142,2,64,60,69.33,3280.89,27887
111145446650,5,0,0,1,19,6,2,0,0,2.0,,33,1.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,0.85,1,6,5.0,5.0,2280.0,,,,,,,,216379.0,1.0,202.0,1.0,202.0,202.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,1292.0,215.33,1.0,969.0,118628.89,,,,,,,,,,58800.72,65920710237.83,1,202,1,7,100,70.0,8718.0,42
111145446951,5,1,1,0,5,4,0,0,0,,,16,0.48,0.0,5.0,0.0,,,,,0.69,1,1,6.0,6.0,0.0,1290304.0,117300.36,8.0,14.0,1290472.0,92176.57,8.0,,,84993.0,4.0,21248.25,8.0,84780.0,1345431656.19,84780.0,84780.0,84780.0,84780.0,0.0,,,,,,,,,,,,,,,86034.0,38266814812.93,8,84780,172,33,8,28328.33,1593398554.89,38
111145480314,1,0,0,0,2,2,0,0,0,,,5,0.15,0.0,1.0,0.0,,,,,0.8,1,6,5.0,5.0,577.0,,,,,,,,,,60.0,1.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,144.25,4803.19,60,60,238,180,99,159.33,5494.22,99
111145480394,12,0,0,0,32,6,0,0,0,,,50,1.51,0.0,12.0,0.0,,,,,0.76,5,6,5.0,5.0,212.0,,,,,,,,,,10.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,6996.98,308225867.12,1,10,202,86136,164,28782.67,1644708566.22,84
111145480417,5,0,0,0,4,2,0,0,0,,,11,0.33,0.0,5.0,0.0,,,,,0.55,1,6,5.0,5.0,340.0,,,,,,,,,,120.0,1.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,109098.3,36142424866.21,4,120,209,4,7,111.0,7044.67,98
111145480811,3,0,0,0,7,1,0,0,0,,,11,0.33,0.0,3.0,0.0,,,,,0.73,1,6,5.0,5.0,74.0,,,,,,,,,,63.0,1.0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,46.5,1953.85,2,63,2,9,77,24.67,742.89,83
111145480894,13,0,0,0,10,1,1,0,2,1.0,,27,0.82,2.0,13.0,15.38,,0.0,,,0.52,1,6,5.0,5.0,303.0,,,,,,,,,,198.0,1.0,198.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,356100.0,44512.5,17.0,350708.0,13395503006.8,,,,,,355989.0,59331.5,16982259137.6,3520226892.25,163034.15,174465779855.98,4,198,66,39,703,101.0,4826.0,76
111145482294,14,0,0,0,12,1,0,0,0,,,27,0.82,0.0,14.0,0.0,,,,,0.48,1,5,1.0,1.0,111.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,701130.0,36901.58,1.0,88458.0,1781007260.66,,,,,,,,,,,,,,,52862.08,10329710165.3,1,111,86290,20,86370,28807.0,1652149024.67,511872
111145482296,3,0,0,0,8,2,1,0,0,,,14,0.42,0.0,3.0,0.0,,,,,0.79,1,7,6.0,6.0,561.0,,,,,,,,,,437.0,2.0,218.5,64.0,373.0,23870.25,373.0,373.0,373.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,359474.0,1118210194290.15,5,373,64,115,9,184.0,18294.0,20
111145484617,8,0,0,0,21,11,0,0,0,,,40,1.21,0.0,8.0,0.0,,,,,0.8,1,6,5.0,5.0,34778.0,,,,,,,,,,41.0,1.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,24167.62,2377433830.19,1,41,34737,132711,2,55829.67,3156005110.22,280
111145484694,0,0,0,0,0,0,1,0,1,1.0,,2,0.06,1.0,0.0,0.0,,0.0,,,1.0,9,7,9.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,744059.0,744059.0,0.0,553623795481.0,744059.0,0.0,744059,744059,0,0,0,248019.67,123027510106.89,744059
111145485398,5,0,0,0,0,0,0,0,1,,,6,0.18,1.0,5.0,20.0,,,,,0.17,9,1,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7523038.0,1504607.6,2003002645450.0,2263844029980.0,1504607.6,2003002645445.84,142821,142821,263560,1114706,3998496,507029.0,187065319184.67,2003455
111145485891,1,0,0,0,2,1,0,0,0,,,4,0.12,0.0,1.0,0.0,,,,,0.75,1,6,5.0,5.0,203.0,,,,,,,,,,150.0,1.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,67.67,3789.56,2,150,2,51,0,67.67,3789.56,51
111145488291,12,0,0,0,22,6,0,5,0,1.0,,45,1.36,0.0,12.0,0.0,,0.0,,,0.73,1,5,5.0,5.0,1937.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1879.0,626.33,218.0,1440.0,331028.22,,,,,,18.0,265320.0,14740.0,7.0,794867250.11,,,,,22960.64,2946746572.37,7,221,1440,218,31,626.33,331028.22,141
111145488419,3,0,0,0,3,2,0,0,0,,,8,0.24,0.0,3.0,0.0,,,,,0.62,1,6,5.0,5.0,314.0,,,,,,,,,,31.0,1.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,36014.0,3954920340.0,9,31,84,189,10,101.33,4310.89,176227
111145488491,1,0,0,0,2,0,0,0,0,1.0,,3,0.09,0.0,1.0,0.0,,0.0,,,0.67,1,5,5.0,5.0,660.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,330.0,39204.0,132,528,132,0,0,220.0,50336.0,132
111145488512,1,0,0,0,1,1,1,0,0,,,4,0.12,0.0,1.0,0.0,,,,,0.75,1,7,6.0,6.0,286.0,,,,,,,,,,272.0,2.0,136.0,136.0,136.0,0.0,136.0,136.0,136.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,95.33,3307.56,14,136,136,14,0,95.33,3307.56,14
111145489517,8,0,0,0,6,7,0,2,0,2.0,,23,0.69,0.0,8.0,0.0,,0.0,,,0.65,1,6,5.0,5.0,94.0,,,,,,,,,,86.0,1.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.0,134698.0,16837.25,8.0,339985663.94,,,,,33439.45,6124758184.43,1,86,8,50108,5235,16734.0,556912952.0,344462
111145489614,2,0,0,0,5,4,0,0,0,,,11,0.33,0.0,2.0,0.0,,,,,0.82,1,6,5.0,5.0,1342.0,,,,,,,,,,21.0,1.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,139.6,16914.64,21,21,412,26,177,153.0,33544.67,54
111145489715,0,0,0,0,2,2,2,0,0,1.0,,6,0.18,0.0,0.0,0.0,,0.0,,,1.0,7,6,6.0,6.0,,,,,,,,,,,1820.0,2.0,910.0,114.0,1706.0,633616.0,0.0,0.0,0.0,0.0,0.0,2117.0,529.25,67.0,1706.0,465099.69,,,,,,,,,,477.8,382668.16,67,114,1706,67,230,629.0,580332.67,272
111145513097,8,0,0,0,8,3,0,0,0,,,19,0.57,0.0,8.0,0.0,,,,,0.58,1,6,5.0,5.0,233.0,,,,,,,,,,165.0,1.0,165.0,165.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,180058.11,97967970498.43,2,165,6,6,56,59.0,5618.0,954297
111145513895,4,0,0,0,4,2,0,0,0,,,10,0.3,0.0,4.0,0.0,,,,,0.6,1,6,5.0,5.0,67.0,,,,,,,,,,61.0,1.0,61.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,32313.67,2653314619.56,6,61,6,123971,149,41346.0,3413445816.67,505
111145546957,11,0,11,1,7,4,1,0,0,1.0,,35,1.06,0.0,11.0,0.0,1.0,12.0,9.0,2.0,0.69,1,7,6.0,6.0,6916.0,,,,5.0,183.0,36.6,26.0,6831.0,5.0,148.0,4.0,37.0,26.0,51.0,86.5,26.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,612900.76,5778692616885.36,5,26,32,51,39,36.33,113.56,134
111145580096,9,0,0,0,19,4,0,0,0,,,32,0.97,0.0,9.0,0.0,,,,,0.72,1,6,6.0,6.0,476.0,,,,,,,,,,110.0,3.0,36.67,17.0,66.0,446.89,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,8809.35,831280400.55,1,27,66,17,1,36.67,446.89,149
111145580811,6,0,0,0,7,3,0,0,0,,,16,0.48,0.0,6.0,0.0,,,,,0.62,1,6,5.0,5.0,1750.0,,,,,,,,,,1715.0,1.0,1715.0,1715.0,1715.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,521253.0,1244036050140.93,15,1715,19,16,4296959,583.33,640336.22,21
111145580819,3,0,0,0,6,5,0,0,0,,,14,0.42,0.0,3.0,0.0,,,,,0.79,1,6,6.0,6.0,561.0,,,,,,,,,,294.0,2.0,147.0,94.0,200.0,2809.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,389619.0,1169055425126.31,7,94,200,39,193,111.0,4464.67,69
111145585113,3,0,0,0,1,1,0,0,0,,,5,0.15,0.0,3.0,0.0,,,,,0.4,1,6,5.0,5.0,389.0,,,,,,,,,,378.0,1.0,378.0,378.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,82788.0,9781854174.5,11,378,11,242325,88438,80904.67,13028284454.89,88438
111145585194,3,0,0,0,5,2,0,0,0,,,10,0.3,0.0,3.0,0.0,,,,,0.7,1,6,5.0,5.0,116.0,,,,,,,,,,52.0,1.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,29715.11,6095259380.32,2,52,58,6,16960,38.67,539.56,16
111145613215,11,0,0,0,11,4,0,0,0,,,26,0.79,0.0,11.0,0.0,,,,,0.58,1,6,5.0,5.0,102.0,,,,,,,,,,61.0,1.0,61.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,129958.44,70082828258.49,2,61,2,39,37691,34.0,592.67,134
111145613399,0,0,0,0,1,1,0,0,0,,,2,0.06,0.0,0.0,0.0,,,,,1.0,5,6,5.0,,,,,,,,,,,,56.0,1.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,56.0,0.0,56,56,0,0,0,18.67,696.89,56
111145613618,10,0,0,0,12,3,0,0,0,,,25,0.75,0.0,10.0,0.0,,,,,0.6,1,6,6.0,6.0,383.0,,,,,,,,,,127.0,2.0,63.5,37.0,90.0,702.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,86803.62,32652902572.4,5,37,90,181,70,102.67,3536.22,147
111145613699,7,0,0,0,8,8,0,0,0,,,23,0.69,0.0,7.0,0.0,,,,,0.7,1,5,1.0,1.0,48.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,140722.0,70361.0,48.0,140674.0,4943917969.0,,,,,,,,,,,,,,,8007.5,874521181.8,6,48,140674,161,62,46961.0,4391065312.67,168
111145613797,3,0,0,0,16,5,1,0,0,,,25,0.75,0.0,3.0,0.0,,,,,0.88,5,7,6.0,6.0,9935364.0,,,,,,,,,,244.0,2.0,122.0,62.0,182.0,3600.0,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,511076.5,3343300489821.08,6,62,182,819707,117,273317.0,149271018450.0,4400
111145616994,2,0,0,1,3,2,1,0,0,,,9,0.27,0.0,2.0,0.0,,,,,0.78,1,7,6.0,6.0,9239.0,,,,,,,,2035.0,125.0,1723.0,3.0,574.33,219.0,844.0,68773.56,219.0,219.0,219.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,798114.38,4444175402508.98,125,219,660,844,187,574.33,68773.56,6375676
111145680215,10,0,0,0,14,4,0,0,0,,,28,0.85,0.0,10.0,0.0,,,,,0.64,1,6,5.0,5.0,312.0,,,,,,,,,,296.0,1.0,296.0,296.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,18307.04,2104371927.96,3,296,16,223213,1318,74508.33,11056552010.89,23
111145680897,18,0,5,19,22,4,3,2,2,2.0,,75,2.26,2.0,18.0,11.11,1.0,22.0,4.0,0.0,0.76,1,7,5.0,5.0,1352.0,,,,2.0,402.0,201.0,106.0,503.0,17.0,296.0,1.0,296.0,296.0,296.0,0.0,1013.0,92.09,2.0,296.0,10190.63,0.0,0.0,0.0,0.0,0.0,39.0,2357074.0,60437.79,2.0,66116327193.1,2357064.0,62028.0,67757609198.7,3847472784.0,285961.58,1177876274160.76,2,296,106,40,44,147.33,11776.89,12
111145685498,1,0,0,0,2,1,2,0,3,1.0,,9,0.27,3.0,1.0,300.0,,0.0,,,0.89,9,7,6.0,6.0,7298720.0,,,,,,,,,,101.0,2.0,50.5,48.0,53.0,6.25,48.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7309643.0,1461928.6,8516747735000.0,2137235231500.0,1584906.25,7750743418701.69,3,48,53,3,7298616,34.67,505.56,13
111145685695,5,3,2,0,15,4,2,0,0,2.0,,31,0.94,0.0,5.0,0.0,,1.0,,,0.84,1,6,5.0,5.0,51.0,2721.0,151.17,4.0,4.0,1082.0,270.5,6.0,,,45.0,1.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1341.0,268.2,6.0,761.0,72301.36,,,,,,,,,,245039.3,1705426422194.54,4,45,6,761,270,270.67,120466.89,80
111145713019,29,5,2,13,23,10,2,1,1,2.0,,86,2.6,1.0,29.0,3.45,,2.0,,,0.66,1,7,6.0,6.0,467.0,341254.0,13650.16,7.0,39.0,1531687.0,39274.03,4.0,37951.0,7.0,172.0,2.0,86.0,7.0,165.0,6241.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,8682415.0,142334.67,4.0,298073249525.0,340386.0,16208.86,2120814201.93,262727142.5,107654.12,217493964886.81,4,7,165,295,35512,155.67,13867.56,53
111145713517,4,0,0,0,6,1,0,0,0,,,11,0.33,0.0,4.0,0.0,,,,,0.64,1,6,5.0,5.0,147.0,,,,,,,,,,39.0,1.0,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,63752.8,32710842600.96,2,39,70,38,15680,49.0,220.67,11
111145713615,6,0,0,0,10,3,1,0,0,,,20,0.6,0.0,6.0,0.0,,,,,0.7,1,7,6.0,6.0,827.0,,,,,,,,,,818.0,2.0,409.0,72.0,746.0,113569.0,746.0,746.0,746.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,495328.58,1945017349928.45,9,746,72,9,263080,275.67,111268.22,15
111145713818,19,0,0,0,12,9,0,14,0,4.0,,54,1.63,0.0,19.0,0.0,1.0,0.0,4.0,0.0,0.65,1,6,5.0,5.0,72.0,,,,,,,,,,59.0,1.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19.0,220275.0,11593.42,6.0,1043265548.66,,,,,4342.08,403592405.65,6,59,13,91,63,54.33,1024.89,101
111145713891,10,0,0,0,9,6,0,0,0,1.0,,25,0.75,0.0,10.0,0.0,,0.0,,,0.6,1,6,5.0,5.0,755.0,,,,,,,,,,27.0,1.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,46364.33,15354979740.06,1,27,3,375,249,135.0,28896.0,169
111145716116,11,0,0,0,19,4,0,0,0,,,34,1.03,0.0,11.0,0.0,,,,,0.68,1,6,6.0,6.0,119.0,,,,,,,,,,113.0,2.0,56.5,14.0,99.0,1806.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,54660.0,35531726007.88,2,14,99,6,19866,39.67,1770.89,12
111145746157,5,0,0,0,19,12,0,0,0,,,36,1.09,0.0,5.0,0.0,,,,,0.86,1,6,5.0,5.0,1719713.0,,,,,,,,,,88.0,1.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,85213.54,77999051823.79,2,88,42,3,32,44.33,1206.89,847286
111145746758,54,0,0,0,9,4,0,2,2,,,71,2.14,2.0,54.0,3.7,,,3.0,0.0,0.24,1,1,1.0,1.0,0.0,,,,,,,,,,17342573.0,41.0,422989.59,15.0,14752235.0,5148388631660.0,17342372.0,433559.3,15.0,14752235.0,5272517873890.0,,,,,,22.0,1659603.0,75436.5,58.0,11914369915.4,1659545.0,79025.95,12198269159.1,6245100773.4,251369.56,3057864494308.22,2,157435,65893,2659,17596,75329.0,4037120744.0,24
111145748757,6,0,0,0,7,1,0,0,0,,,14,0.42,0.0,6.0,0.0,,,,,0.57,1,6,5.0,5.0,178.0,,,,,,,,,,149.0,1.0,149.0,149.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1186334.85,9233616875451.21,3,149,29,596,776850,258.0,59522.0,9
111145748759,6,0,0,0,6,2,2,1,1,1.0,,18,0.54,1.0,6.0,16.67,1.0,0.0,3.0,0.0,0.67,1,7,6.0,6.0,294.0,,,,,,,,,,214.0,2.0,107.0,85.0,129.0,484.0,85.0,85.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,278213.0,21401.0,7.0,2512193430.62,278178.0,23181.5,2680330539.92,537381942.25,16383.35,2002915692.82,2,85,129,31,49,81.67,1606.22,23
111145780093,10,0,0,0,9,2,0,1,1,1.0,,23,0.69,1.0,10.0,10.0,,0.0,,,0.57,1,6,5.0,5.0,291.0,,,,,,,,,,251.0,1.0,251.0,251.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.0,324303.0,40537.88,10.0,5428743387.11,324280.0,46325.71,5936285487.92,2146071407.0,768824.55,7723897997760.79,4,251,30,10,228971,97.0,11924.67,133777
111145780094,7,0,0,0,8,6,0,2,2,1.0,,25,0.75,2.0,7.0,28.57,1.0,0.0,8.0,0.0,0.72,1,6,5.0,5.0,1763.0,,,,,,,,,,107.0,1.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16.0,5681680.0,355105.0,11.0,574796931610.0,5681643.0,378776.2,604151515700.0,143471409686.0,236788.38,411195604440.32,11,107,1656,243,2177026,668.67,490496.22,133
111145780219,3,0,0,0,7,2,0,0,0,,,12,0.36,0.0,3.0,0.0,,,,,0.75,1,6,5.0,5.0,348.0,,,,,,,,,,61.0,1.0,61.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,673.55,1214486.07,1,61,287,3870,77,1406.0,3044160.67,1520
111145780493,8,0,0,0,8,3,0,0,0,,,19,0.57,0.0,8.0,0.0,,,0.0,0.0,0.58,1,6,5.0,5.0,778.0,,,,,,,,,,83.0,1.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,101700.44,33734575870.58,6,83,64,582,26,243.0,57520.67,255549
111145780799,4,0,0,0,3,3,0,0,0,,,10,0.3,0.0,4.0,0.0,,,,,0.6,1,6,5.0,5.0,83.0,,,,,,,,,,76.0,1.0,76.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,7678.11,186623906.99,7,76,7,2338,31954,807.0,1172774.0,134
111145785793,28,0,0,0,20,9,0,2,2,1.0,,61,1.84,2.0,28.0,7.14,1.0,0.0,0.0,5.0,0.54,1,6,5.0,5.0,40.0,,,,,,,,,,29.0,1.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29.0,482219.0,16628.24,2.0,4333354395.22,482202.0,17221.5,4477910334.25,296580062.25,23529.15,11841038991.46,2,29,2,9,1935,13.33,130.89,116
111145813097,4,2,0,0,6,4,2,0,0,1.0,,18,0.54,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.78,1,7,6.0,6.0,3169.0,3076.0,439.43,6.0,,,,,,,1518.0,2.0,759.0,89.0,1429.0,448900.0,89.0,89.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,402810.24,1802344208701.59,6,89,1429,13,185,510.33,422936.89,15
111145813190,15,0,0,0,50,34,0,3,3,,,105,3.17,3.0,15.0,20.0,,,,,0.86,1,6,5.0,5.0,1148.0,,,,,,,,,,9.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,67.0,86843.0,1296.16,2.0,102095998.38,86838.0,1315.73,103617265.56,1731145.4329,1337.43,85550496.55,2,9,67,11,9,29.0,722.67,406
111145813212,11,9,0,3,21,12,1,0,0,,,57,1.72,0.0,11.0,0.0,,,,,0.81,1,7,6.0,6.0,44689.0,215.0,71.67,14.0,,,,,605.0,14.0,185.0,2.0,92.5,14.0,171.0,6162.25,171.0,171.0,171.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,89385.38,66172370313.13,2,171,14,30,275,71.67,4976.22,42
111145813290,10,0,0,0,12,3,0,0,0,,,25,0.75,0.0,10.0,0.0,,,,,0.6,1,6,5.0,5.0,94.0,,,,,,,,,,28.0,1.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,77872.92,38521811421.41,7,28,59,7,61840,31.33,456.22,29
